"opt/step","C4H4-new-1-6.0-1-106192 - _step","C4H4-new-1-6.0-1-106192 - _step__MIN","C4H4-new-1-6.0-1-106192 - _step__MAX","C4H4-new-1-6.0-1-106192 - opt/E_smooth","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MIN","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MAX","C4H4-new-1-3.0-8-106026 - _step","C4H4-new-1-3.0-8-106026 - _step__MIN","C4H4-new-1-3.0-8-106026 - _step__MAX","C4H4-new-1-3.0-8-106026 - opt/E_smooth","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MIN","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MAX","C4H4-new-1-6.0-9-106026 - _step","C4H4-new-1-6.0-9-106026 - _step__MIN","C4H4-new-1-6.0-9-106026 - _step__MAX","C4H4-new-1-6.0-9-106026 - opt/E_smooth","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MIN","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MAX","C4H4-moon-2-5.0-3-104963 - _step","C4H4-moon-2-5.0-3-104963 - _step__MIN","C4H4-moon-2-5.0-3-104963 - _step__MAX","C4H4-moon-2-5.0-3-104963 - opt/E_smooth","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MIN","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MAX"
"5283","","","","","","","6783","6783","6783","-154.6842122222438","-154.6842122222438","-154.6842122222438","6783","6783","6783","-154.71204601634633","-154.71204601634633","-154.71204601634633","6783","6783","6783","-154.7093139995228","-154.7093139995228","-154.7093139995228"
"5284","","","","","","","6784","6784","6784","-154.6842536348285","-154.6842536348285","-154.6842536348285","6784","6784","6784","-154.7119987372196","-154.7119987372196","-154.7119987372196","6784","6784","6784","-154.70933052987763","-154.70933052987763","-154.70933052987763"
"5285","","","","","","","6785","6785","6785","-154.68420872543797","-154.68420872543797","-154.68420872543797","6785","6785","6785","-154.71197269902086","-154.71197269902086","-154.71197269902086","6785","6785","6785","-154.70931391282514","-154.70931391282514","-154.70931391282514"
"5286","","","","","","","6786","6786","6786","-154.68418707992092","-154.68418707992092","-154.68418707992092","6786","6786","6786","-154.71185915397876","-154.71185915397876","-154.71185915397876","6786","6786","6786","-154.70933220603249","-154.70933220603249","-154.70933220603249"
"5287","","","","","","","6787","6787","6787","-154.68418303402987","-154.68418303402987","-154.68418303402987","6787","6787","6787","-154.71171893495503","-154.71171893495503","-154.71171893495503","6787","6787","6787","-154.70933289961383","-154.70933289961383","-154.70933289961383"
"5288","","","","","","","6788","6788","6788","-154.68417393077505","-154.68417393077505","-154.68417393077505","6788","6788","6788","-154.7116920297796","-154.7116920297796","-154.7116920297796","6788","6788","6788","-154.70933119455972","-154.70933119455972","-154.70933119455972"
"5289","","","","","","","6789","6789","6789","-154.68416439403188","-154.68416439403188","-154.68416439403188","6789","6789","6789","-154.71155308232164","-154.71155308232164","-154.71155308232164","6789","6789","6789","-154.70935145291415","-154.70935145291415","-154.70935145291415"
"5290","","","","","","","6790","6790","6790","-154.68416723817418","-154.68416723817418","-154.68416723817418","6790","6790","6790","-154.71156135083146","-154.71156135083146","-154.71156135083146","6790","6790","6790","-154.70936264297688","-154.70936264297688","-154.70936264297688"
"5291","","","","","","","6791","6791","6791","-154.68418927544232","-154.68418927544232","-154.68418927544232","6791","6791","6791","-154.71153325619906","-154.71153325619906","-154.71153325619906","6791","6791","6791","-154.70937723834032","-154.70937723834032","-154.70937723834032"
"5292","","","","","","","6792","6792","6792","-154.6841999190967","-154.6841999190967","-154.6841999190967","6792","6792","6792","-154.71153253508425","-154.71153253508425","-154.71153253508425","6792","6792","6792","-154.7094058521754","-154.7094058521754","-154.7094058521754"
"5293","","","","","","","6793","6793","6793","-154.6842142837034","-154.6842142837034","-154.6842142837034","6793","6793","6793","-154.71147207681983","-154.71147207681983","-154.71147207681983","6793","6793","6793","-154.70940821743193","-154.70940821743193","-154.70940821743193"
"5294","","","","","","","6794","6794","6794","-154.68424589737603","-154.68424589737603","-154.68424589737603","6794","6794","6794","-154.71146922120525","-154.71146922120525","-154.71146922120525","6794","6794","6794","-154.70941505360017","-154.70941505360017","-154.70941505360017"
"5295","","","","","","","6795","6795","6795","-154.68430598066075","-154.68430598066075","-154.68430598066075","6795","6795","6795","-154.71145471237557","-154.71145471237557","-154.71145471237557","6795","6795","6795","-154.70938808390684","-154.70938808390684","-154.70938808390684"
"5296","","","","","","","6796","6796","6796","-154.68432602765205","-154.68432602765205","-154.68432602765205","6796","6796","6796","-154.71142869455377","-154.71142869455377","-154.71142869455377","6796","6796","6796","-154.70938759354877","-154.70938759354877","-154.70938759354877"
"5297","","","","","","","6797","6797","6797","-154.6843416037316","-154.6843416037316","-154.6843416037316","6797","6797","6797","-154.71143403080325","-154.71143403080325","-154.71143403080325","6797","6797","6797","-154.70940256389193","-154.70940256389193","-154.70940256389193"
"5298","","","","","","","6798","6798","6798","-154.68435614140589","-154.68435614140589","-154.68435614140589","6798","6798","6798","-154.7114261850743","-154.7114261850743","-154.7114261850743","6798","6798","6798","-154.70941300563416","-154.70941300563416","-154.70941300563416"
"5299","","","","","","","6799","6799","6799","-154.68430549030268","-154.68430549030268","-154.68430549030268","6799","6799","6799","-154.7114356172558","-154.7114356172558","-154.7114356172558","6799","6799","6799","-154.7094332833822","-154.7094332833822","-154.7094332833822"
"5300","","","","","","","6800","6800","6800","-154.6843351831976","-154.6843351831976","-154.6843351831976","6800","6800","6800","-154.71145246973578","-154.71145246973578","-154.71145246973578","6800","6800","6800","-154.70943966271741","-154.70943966271741","-154.70943966271741"
"5301","","","","","","","6801","6801","6801","-154.68443718676298","-154.68443718676298","-154.68443718676298","6801","6801","6801","-154.71140879505086","-154.71140879505086","-154.71140879505086","6801","6801","6801","-154.7094533668374","-154.7094533668374","-154.7094533668374"
"5302","","","","","","","6802","6802","6802","-154.68450219496242","-154.68450219496242","-154.68450219496242","6802","6802","6802","-154.71140413104362","-154.71140413104362","-154.71140413104362","6802","6802","6802","-154.70947991137234","-154.70947991137234","-154.70947991137234"
"5303","","","","","","","6803","6803","6803","-154.6845825771116","-154.6845825771116","-154.6845825771116","6803","6803","6803","-154.71140084896447","-154.71140084896447","-154.71140084896447","6803","6803","6803","-154.70946468137345","-154.70946468137345","-154.70946468137345"
"5304","","","","","","","6804","6804","6804","-154.68463963922466","-154.68463963922466","-154.68463963922466","6804","6804","6804","-154.7113900238613","-154.7113900238613","-154.7113900238613","6804","6804","6804","-154.70945400022111","-154.70945400022111","-154.70945400022111"
"5305","","","","","","","6805","6805","6805","-154.68466457151018","-154.68466457151018","-154.68466457151018","6805","6805","6805","-154.71137490902308","-154.71137490902308","-154.71137490902308","6805","6805","6805","-154.7094694317512","-154.7094694317512","-154.7094694317512"
"5306","","","","","","","6806","6806","6806","-154.68467890901385","-154.68467890901385","-154.68467890901385","6806","6806","6806","-154.7113781335219","-154.7113781335219","-154.7113781335219","6806","6806","6806","-154.70946758918043","-154.70946758918043","-154.70946758918043"
"5307","","","","","","","6807","6807","6807","-154.68471178738577","-154.68471178738577","-154.68471178738577","6807","6807","6807","-154.71139359384213","-154.71139359384213","-154.71139359384213","6807","6807","6807","-154.70951091838333","-154.70951091838333","-154.70951091838333"
"5308","","","","","","","6808","6808","6808","-154.68475189208985","-154.68475189208985","-154.68475189208985","6808","6808","6808","-154.71139909276422","-154.71139909276422","-154.71139909276422","6808","6808","6808","-154.7095282500645","-154.7095282500645","-154.7095282500645"
"5309","","","","","","","6809","6809","6809","-154.68475649851672","-154.68475649851672","-154.68475649851672","6809","6809","6809","-154.71141630928471","-154.71141630928471","-154.71141630928471","6809","6809","6809","-154.7095748037662","-154.7095748037662","-154.7095748037662"
"5310","","","","","","","6810","6810","6810","-154.68479201034862","-154.68479201034862","-154.68479201034862","6810","6810","6810","-154.7114572758504","-154.7114572758504","-154.7114572758504","6810","6810","6810","-154.70958110572255","-154.70958110572255","-154.70958110572255"
"5311","","","","","","","6811","6811","6811","-154.68486574679446","-154.68486574679446","-154.68486574679446","6811","6811","6811","-154.71143514916946","-154.71143514916946","-154.71143514916946","6811","6811","6811","-154.7096224280176","-154.7096224280176","-154.7096224280176"
"5312","","","","","","","6812","6812","6812","-154.6849541960463","-154.6849541960463","-154.6849541960463","6812","6812","6812","-154.71143845380362","-154.71143845380362","-154.71143845380362","6812","6812","6812","-154.7096492673942","-154.7096492673942","-154.7096492673942"
"5313","","","","","","","6813","6813","6813","-154.68503037504783","-154.68503037504783","-154.68503037504783","6813","6813","6813","-154.71142644217684","-154.71142644217684","-154.71142644217684","6813","6813","6813","-154.70966984233388","-154.70966984233388","-154.70966984233388"
"5314","","","","","","","6814","6814","6814","-154.6850685651244","-154.6850685651244","-154.6850685651244","6814","6814","6814","-154.71142213178445","-154.71142213178445","-154.71142213178445","6814","6814","6814","-154.70967199753008","-154.70967199753008","-154.70967199753008"
"5315","","","","","","","6815","6815","6815","-154.68511161157642","-154.68511161157642","-154.68511161157642","6815","6815","6815","-154.71144833897017","-154.71144833897017","-154.71144833897017","6815","6815","6815","-154.7097021702768","-154.7097021702768","-154.7097021702768"
"5316","","","","","","","6816","6816","6816","-154.68520767585483","-154.68520767585483","-154.68520767585483","6816","6816","6816","-154.71148506351335","-154.71148506351335","-154.71148506351335","6816","6816","6816","-154.70971722791424","-154.70971722791424","-154.70971722791424"
"5317","","","","","","","6817","6817","6817","-154.68526713053384","-154.68526713053384","-154.68526713053384","6817","6817","6817","-154.71151934550082","-154.71151934550082","-154.71151934550082","6817","6817","6817","-154.7097955908479","-154.7097955908479","-154.7097955908479"
"5318","","","","","","","6818","6818","6818","-154.68525615340124","-154.68525615340124","-154.68525615340124","6818","6818","6818","-154.71151092586769","-154.71151092586769","-154.71151092586769","6818","6818","6818","-154.70983380966044","-154.70983380966044","-154.70983380966044"
"5319","","","","","","","6819","6819","6819","-154.68526417073107","-154.68526417073107","-154.68526417073107","6819","6819","6819","-154.7114906382875","-154.7114906382875","-154.7114906382875","6819","6819","6819","-154.70984820637102","-154.70984820637102","-154.70984820637102"
"5320","","","","","","","6820","6820","6820","-154.68529932122482","-154.68529932122482","-154.68529932122482","6820","6820","6820","-154.71147129947977","-154.71147129947977","-154.71147129947977","6820","6820","6820","-154.70981325422014","-154.70981325422014","-154.70981325422014"
"5321","","","","","","","6821","6821","6821","-154.6853841910685","-154.6853841910685","-154.6853841910685","6821","6821","6821","-154.7114600561615","-154.7114600561615","-154.7114600561615","6821","6821","6821","-154.7098017527645","-154.7098017527645","-154.7098017527645"
"5322","","","","","","","6822","6822","6822","-154.68538642825936","-154.68538642825936","-154.68538642825936","6822","6822","6822","-154.71144241677192","-154.71144241677192","-154.71144241677192","6822","6822","6822","-154.70981726969094","-154.70981726969094","-154.70981726969094"
"5323","","","","","","","6823","6823","6823","-154.68537681981138","-154.68537681981138","-154.68537681981138","6823","6823","6823","-154.71145876547448","-154.71145876547448","-154.71145876547448","6823","6823","6823","-154.7098300905156","-154.7098300905156","-154.7098300905156"
"5324","","","","","","","6824","6824","6824","-154.68535246884912","-154.68535246884912","-154.68535246884912","6824","6824","6824","-154.71145434845658","-154.71145434845658","-154.71145434845658","6824","6824","6824","-154.7098379493656","-154.7098379493656","-154.7098379493656"
"5325","","","","","","","6825","6825","6825","-154.68531423583067","-154.68531423583067","-154.68531423583067","6825","6825","6825","-154.7114493578","-154.7114493578","-154.7114493578","6825","6825","6825","-154.70984692681105","-154.70984692681105","-154.70984692681105"
"5326","","","","","","","6826","6826","6826","-154.68526633700034","-154.68526633700034","-154.68526633700034","6826","6826","6826","-154.71146025693506","-154.71146025693506","-154.71146025693506","6826","6826","6826","-154.7098255014061","-154.7098255014061","-154.7098255014061"
"5327","","","","","","","6827","6827","6827","-154.68525004566163","-154.68525004566163","-154.68525004566163","6827","6827","6827","-154.71152103395391","-154.71152103395391","-154.71152103395391","6827","6827","6827","-154.70982578822546","-154.70982578822546","-154.70982578822546"
"5328","","","","","","","6828","6828","6828","-154.6852521107609","-154.6852521107609","-154.6852521107609","6828","6828","6828","-154.71155450577126","-154.71155450577126","-154.71155450577126","6828","6828","6828","-154.70982544404222","-154.70982544404222","-154.70982544404222"
"5329","","","","","","","6829","6829","6829","-154.6852909461","-154.6852909461","-154.6852909461","6829","6829","6829","-154.71157670558844","-154.71157670558844","-154.71157670558844","6829","6829","6829","-154.70982730836798","-154.70982730836798","-154.70982730836798"
"5330","","","","","","","6830","6830","6830","-154.6852906819356","-154.6852906819356","-154.6852906819356","6830","6830","6830","-154.71154756528128","-154.71154756528128","-154.71154756528128","6830","6830","6830","-154.70978997035502","-154.70978997035502","-154.70978997035502"
"5331","","","","","","","6831","6831","6831","-154.68528455551748","-154.68528455551748","-154.68528455551748","6831","6831","6831","-154.7115495406217","-154.7115495406217","-154.7115495406217","6831","6831","6831","-154.7097987878166","-154.7097987878166","-154.7097987878166"
"5332","","","","","","","6832","6832","6832","-154.68533642967466","-154.68533642967466","-154.68533642967466","6832","6832","6832","-154.71156179345795","-154.71156179345795","-154.71156179345795","6832","6832","6832","-154.7098225205298","-154.7098225205298","-154.7098225205298"
"5333","","","","","","","6833","6833","6833","-154.68538389510107","-154.68538389510107","-154.68538389510107","6833","6833","6833","-154.71157816874378","-154.71157816874378","-154.71157816874378","6833","6833","6833","-154.709810611231","-154.709810611231","-154.709810611231"
"5334","","","","","","","6834","6834","6834","-154.68544455809172","-154.68544455809172","-154.68544455809172","6834","6834","6834","-154.71159523110452","-154.71159523110452","-154.71159523110452","6834","6834","6834","-154.7098234366297","-154.7098234366297","-154.7098234366297"
"5335","","","","","","","6835","6835","6835","-154.68552096654952","-154.68552096654952","-154.68552096654952","6835","6835","6835","-154.7116599592885","-154.7116599592885","-154.7116599592885","6835","6835","6835","-154.7098382087407","-154.7098382087407","-154.7098382087407"
"5336","","","","","","","6836","6836","6836","-154.6855538888899","-154.6855538888899","-154.6855538888899","6836","6836","6836","-154.71168984704795","-154.71168984704795","-154.71168984704795","6836","6836","6836","-154.70985950806352","-154.70985950806352","-154.70985950806352"
"5337","","","","","","","6837","6837","6837","-154.6856401740498","-154.6856401740498","-154.6856401740498","6837","6837","6837","-154.71171795986382","-154.71171795986382","-154.71171795986382","6837","6837","6837","-154.70986904122816","-154.70986904122816","-154.70986904122816"
"5338","","","","","","","6838","6838","6838","-154.68569365138185","-154.68569365138185","-154.68569365138185","6838","6838","6838","-154.71175199870098","-154.71175199870098","-154.71175199870098","6838","6838","6838","-154.70986878357508","-154.70986878357508","-154.70986878357508"
"5339","","","","","","","6839","6839","6839","-154.68574661340767","-154.68574661340767","-154.68574661340767","6839","6839","6839","-154.7117756169017","-154.7117756169017","-154.7117756169017","6839","6839","6839","-154.70986838278137","-154.70986838278137","-154.70986838278137"
"5340","","","","","","","6840","6840","6840","-154.68577872858512","-154.68577872858512","-154.68577872858512","6840","6840","6840","-154.71180979410806","-154.71180979410806","-154.71180979410806","6840","6840","6840","-154.70988327197813","-154.70988327197813","-154.70988327197813"
"5341","","","","","","","6841","6841","6841","-154.68580087383143","-154.68580087383143","-154.68580087383143","6841","6841","6841","-154.71183288231325","-154.71183288231325","-154.71183288231325","6841","6841","6841","-154.7098752996895","-154.7098752996895","-154.7098752996895"
"5342","","","","","","","6842","6842","6842","-154.68578178605785","-154.68578178605785","-154.68578178605785","6842","6842","6842","-154.7118375399586","-154.7118375399586","-154.7118375399586","6842","6842","6842","-154.70986106958281","-154.70986106958281","-154.70986106958281"
"5343","","","","","","","6843","6843","6843","-154.68575292580135","-154.68575292580135","-154.68575292580135","6843","6843","6843","-154.711812080069","-154.711812080069","-154.711812080069","6843","6843","6843","-154.70980443490132","-154.70980443490132","-154.70980443490132"
"5344","","","","","","","6844","6844","6844","-154.6857869866189","-154.6857869866189","-154.6857869866189","6844","6844","6844","-154.71182488145007","-154.71182488145007","-154.71182488145007","6844","6844","6844","-154.70980100595995","-154.70980100595995","-154.70980100595995"
"5345","","","","","","","6845","6845","6845","-154.685824990719","-154.685824990719","-154.685824990719","6845","6845","6845","-154.71185482753796","-154.71185482753796","-154.71185482753796","6845","6845","6845","-154.70979146207316","-154.70979146207316","-154.70979146207316"
"5346","","","","","","","6846","6846","6846","-154.68586848112528","-154.68586848112528","-154.68586848112528","6846","6846","6846","-154.71187751569997","-154.71187751569997","-154.71187751569997","6846","6846","6846","-154.70978591861797","-154.70978591861797","-154.70978591861797"
"5347","","","","","","","6847","6847","6847","-154.6859085425902","-154.6859085425902","-154.6859085425902","6847","6847","6847","-154.7118690576446","-154.7118690576446","-154.7118690576446","6847","6847","6847","-154.70979594827145","-154.70979594827145","-154.70979594827145"
"5348","","","","","","","6848","6848","6848","-154.68595877658115","-154.68595877658115","-154.68595877658115","6848","6848","6848","-154.71186685740724","-154.71186685740724","-154.71186685740724","6848","6848","6848","-154.70980843533292","-154.70980843533292","-154.70980843533292"
"5349","","","","","","","6849","6849","6849","-154.6859377171663","-154.6859377171663","-154.6859377171663","6849","6849","6849","-154.71186211403835","-154.71186211403835","-154.71186211403835","6849","6849","6849","-154.70982232254542","-154.70982232254542","-154.70982232254542"
"5350","","","","","","","6850","6850","6850","-154.68595292991566","-154.68595292991566","-154.68595292991566","6850","6850","6850","-154.71186295268691","-154.71186295268691","-154.71186295268691","6850","6850","6850","-154.7098227242443","-154.7098227242443","-154.7098227242443"
"5351","","","","","","","6851","6851","6851","-154.68601530556367","-154.68601530556367","-154.68601530556367","6851","6851","6851","-154.7118788959824","-154.7118788959824","-154.7118788959824","6851","6851","6851","-154.70981547988464","-154.70981547988464","-154.70981547988464"
"5352","","","","","","","6852","6852","6852","-154.68609596323745","-154.68609596323745","-154.68609596323745","6852","6852","6852","-154.71187792626498","-154.71187792626498","-154.71187792626498","6852","6852","6852","-154.70984859288296","-154.70984859288296","-154.70984859288296"
"5353","","","","","","","6853","6853","6853","-154.6861522068487","-154.6861522068487","-154.6861522068487","6853","6853","6853","-154.71189395512377","-154.71189395512377","-154.71189395512377","6853","6853","6853","-154.70985974463346","-154.70985974463346","-154.70985974463346"
"5354","","","","","","","6854","6854","6854","-154.68625884724554","-154.68625884724554","-154.68625884724554","6854","6854","6854","-154.71188220443014","-154.71188220443014","-154.71188220443014","6854","6854","6854","-154.70989325692722","-154.70989325692722","-154.70989325692722"
"5355","","","","","","","6855","6855","6855","-154.68634284188815","-154.68634284188815","-154.68634284188815","6855","6855","6855","-154.71189598012194","-154.71189598012194","-154.71189598012194","6855","6855","6855","-154.70994025970174","-154.70994025970174","-154.70994025970174"
"5356","","","","","","","6856","6856","6856","-154.68642358512523","-154.68642358512523","-154.68642358512523","6856","6856","6856","-154.7118847998503","-154.7118847998503","-154.7118847998503","6856","6856","6856","-154.70994160019347","-154.70994160019347","-154.70994160019347"
"5357","","","","","","","6857","6857","6857","-154.68646987487222","-154.68646987487222","-154.68646987487222","6857","6857","6857","-154.711886967454","-154.711886967454","-154.711886967454","6857","6857","6857","-154.70993755019714","-154.70993755019714","-154.70993755019714"
"5358","","","","","","","6858","6858","6858","-154.68647606395115","-154.68647606395115","-154.68647606395115","6858","6858","6858","-154.71190927095503","-154.71190927095503","-154.71190927095503","6858","6858","6858","-154.70992713999524","-154.70992713999524","-154.70992713999524"
"5359","","","","","","","6859","6859","6859","-154.6864421808831","-154.6864421808831","-154.6864421808831","6859","6859","6859","-154.7119440952194","-154.7119440952194","-154.7119440952194","6859","6859","6859","-154.70993829174577","-154.70993829174577","-154.70993829174577"
"5360","","","","","","","6860","6860","6860","-154.68639684079298","-154.68639684079298","-154.68639684079298","6860","6860","6860","-154.71194970429832","-154.71194970429832","-154.71194970429832","6860","6860","6860","-154.70993779310538","-154.70993779310538","-154.70993779310538"
"5361","","","","","","","6861","6861","6861","-154.68637839360022","-154.68637839360022","-154.68637839360022","6861","6861","6861","-154.7119571628855","-154.7119571628855","-154.7119571628855","6861","6861","6861","-154.7099706165826","-154.7099706165826","-154.7099706165826"
"5362","","","","","","","6862","6862","6862","-154.68630429168246","-154.68630429168246","-154.68630429168246","6862","6862","6862","-154.71196766753695","-154.71196766753695","-154.71196766753695","6862","6862","6862","-154.70999048716988","-154.70999048716988","-154.70999048716988"
"5363","","","","","","","6863","6863","6863","-154.68629025701267","-154.68629025701267","-154.68629025701267","6863","6863","6863","-154.7119846343994","-154.7119846343994","-154.7119846343994","6863","6863","6863","-154.70999415952767","-154.70999415952767","-154.70999415952767"
"5364","","","","","","","6864","6864","6864","-154.68626463591164","-154.68626463591164","-154.68626463591164","6864","6864","6864","-154.71199058418844","-154.71199058418844","-154.71199058418844","6864","6864","6864","-154.71000062173871","-154.71000062173871","-154.71000062173871"
"5365","","","","","","","6865","6865","6865","-154.68626420889328","-154.68626420889328","-154.68626420889328","6865","6865","6865","-154.7120241478308","-154.7120241478308","-154.7120241478308","6865","6865","6865","-154.70999060104143","-154.70999060104143","-154.70999060104143"
"5366","","","","","","","6866","6866","6866","-154.68627260692085","-154.68627260692085","-154.68627260692085","6866","6866","6866","-154.71204347752814","-154.71204347752814","-154.71204347752814","6866","6866","6866","-154.7099909141882","-154.7099909141882","-154.7099909141882"
"5367","","","","","","","6867","6867","6867","-154.686243313462","-154.686243313462","-154.686243313462","6867","6867","6867","-154.71209594384948","-154.71209594384948","-154.71209594384948","6867","6867","6867","-154.71000964605986","-154.71000964605986","-154.71000964605986"
"5368","","","","","","","6868","6868","6868","-154.68622261730593","-154.68622261730593","-154.68622261730593","6868","6868","6868","-154.7121450509598","-154.7121450509598","-154.7121450509598","6868","6868","6868","-154.70996079516055","-154.70996079516055","-154.70996079516055"
"5369","","","","","","","6869","6869","6869","-154.6862844495631","-154.6862844495631","-154.6862844495631","6869","6869","6869","-154.7121712983544","-154.7121712983544","-154.7121712983544","6869","6869","6869","-154.70999956842678","-154.70999956842678","-154.70999956842678"
"5370","","","","","","","6870","6870","6870","-154.6863021140214","-154.6863021140214","-154.6863021140214","6870","6870","6870","-154.7121872715444","-154.7121872715444","-154.7121872715444","6870","6870","6870","-154.71001722737176","-154.71001722737176","-154.71001722737176"
"5371","","","","","","","6871","6871","6871","-154.686280916523","-154.686280916523","-154.686280916523","6871","6871","6871","-154.71225791092914","-154.71225791092914","-154.71225791092914","6871","6871","6871","-154.71001228318312","-154.71001228318312","-154.71001228318312"
"5372","","","","","","","6872","6872","6872","-154.6862750630583","-154.6862750630583","-154.6862750630583","6872","6872","6872","-154.7122984873738","-154.7122984873738","-154.7122984873738","6872","6872","6872","-154.710023649134","-154.710023649134","-154.710023649134"
"5373","","","","","","","6873","6873","6873","-154.6862889011035","-154.6862889011035","-154.6862889011035","6873","6873","6873","-154.71231209809997","-154.71231209809997","-154.71231209809997","6873","6873","6873","-154.7100214043587","-154.7100214043587","-154.7100214043587"
"5374","","","","","","","6874","6874","6874","-154.6862789274816","-154.6862789274816","-154.6862789274816","6874","6874","6874","-154.71233409121493","-154.71233409121493","-154.71233409121493","6874","6874","6874","-154.71002123386944","-154.71002123386944","-154.71002123386944"
"5375","","","","","","","6875","6875","6875","-154.68633356929047","-154.68633356929047","-154.68633356929047","6875","6875","6875","-154.71236020448708","-154.71236020448708","-154.71236020448708","6875","6875","6875","-154.71003495825514","-154.71003495825514","-154.71003495825514"
"5376","","","","","","","6876","6876","6876","-154.6863972754452","-154.6863972754452","-154.6863972754452","6876","6876","6876","-154.71239069365035","-154.71239069365035","-154.71239069365035","6876","6876","6876","-154.71005294487242","-154.71005294487242","-154.71005294487242"
"5377","","","","","","","6877","6877","6877","-154.68647311475246","-154.68647311475246","-154.68647311475246","6877","6877","6877","-154.71238796582213","-154.71238796582213","-154.71238796582213","6877","6877","6877","-154.71008295098275","-154.71008295098275","-154.71008295098275"
"5378","","","","","","","6878","6878","6878","-154.68653508759965","-154.68653508759965","-154.68653508759965","6878","6878","6878","-154.71237708292415","-154.71237708292415","-154.71237708292415","6878","6878","6878","-154.71009045251034","-154.71009045251034","-154.71009045251034"
"5379","","","","","","","6879","6879","6879","-154.68662772009935","-154.68662772009935","-154.68662772009935","6879","6879","6879","-154.71236975188583","-154.71236975188583","-154.71236975188583","6879","6879","6879","-154.7101058533738","-154.7101058533738","-154.7101058533738"
"5380","","","","","","","6880","6880","6880","-154.68666445366955","-154.68666445366955","-154.68666445366955","6880","6880","6880","-154.71236050970936","-154.71236050970936","-154.71236050970936","6880","6880","6880","-154.71011017866738","-154.71011017866738","-154.71011017866738"
"5381","","","","","","","6881","6881","6881","-154.68672948787648","-154.68672948787648","-154.68672948787648","6881","6881","6881","-154.7123734144473","-154.7123734144473","-154.7123734144473","6881","6881","6881","-154.71015524598303","-154.71015524598303","-154.71015524598303"
"5382","","","","","","","6882","6882","6882","-154.68677032924495","-154.68677032924495","-154.68677032924495","6882","6882","6882","-154.7123573047964","-154.7123573047964","-154.7123573047964","6882","6882","6882","-154.71016846270365","-154.71016846270365","-154.71016846270365"
"5383","","","","","","","6883","6883","6883","-154.68678595674083","-154.68678595674083","-154.68678595674083","6883","6883","6883","-154.71236757186264","-154.71236757186264","-154.71236757186264","6883","6883","6883","-154.71018530976818","-154.71018530976818","-154.71018530976818"
"5384","","","","","","","6884","6884","6884","-154.6868769989581","-154.6868769989581","-154.6868769989581","6884","6884","6884","-154.7123662955699","-154.7123662955699","-154.7123662955699","6884","6884","6884","-154.71019421545546","-154.71019421545546","-154.71019421545546"
"5385","","","","","","","6885","6885","6885","-154.68694302583717","-154.68694302583717","-154.68694302583717","6885","6885","6885","-154.71238447565128","-154.71238447565128","-154.71238447565128","6885","6885","6885","-154.7101657115837","-154.7101657115837","-154.7101657115837"
"5386","","","","","","","6886","6886","6886","-154.6869720685881","-154.6869720685881","-154.6869720685881","6886","6886","6886","-154.71236079332996","-154.71236079332996","-154.71236079332996","6886","6886","6886","-154.71017484416748","-154.71017484416748","-154.71017484416748"
"5387","","","","","","","6887","6887","6887","-154.68698585254995","-154.68698585254995","-154.68698585254995","6887","6887","6887","-154.71235427005584","-154.71235427005584","-154.71235427005584","6887","6887","6887","-154.7101835229583","-154.7101835229583","-154.7101835229583"
"5388","","","","","","","6888","6888","6888","-154.6870065568548","-154.6870065568548","-154.6870065568548","6888","6888","6888","-154.71237956901464","-154.71237956901464","-154.71237956901464","6888","6888","6888","-154.71015640882754","-154.71015640882754","-154.71015640882754"
"5389","","","","","","","6889","6889","6889","-154.68708892028127","-154.68708892028127","-154.68708892028127","6889","6889","6889","-154.7123624666916","-154.7123624666916","-154.7123624666916","6889","6889","6889","-154.71017047641","-154.71017047641","-154.71017047641"
"5390","","","","","","","6890","6890","6890","-154.68718347213263","-154.68718347213263","-154.68718347213263","6890","6890","6890","-154.7123584641154","-154.7123584641154","-154.7123584641154","6890","6890","6890","-154.71017773120434","-154.71017773120434","-154.71017773120434"
"5391","","","","","","","6891","6891","6891","-154.68723754316625","-154.68723754316625","-154.68723754316625","6891","6891","6891","-154.7123483293353","-154.7123483293353","-154.7123483293353","6891","6891","6891","-154.71021611880727","-154.71021611880727","-154.71021611880727"
"5392","","","","","","","6892","6892","6892","-154.68736383158554","-154.68736383158554","-154.68736383158554","6892","6892","6892","-154.71234917861852","-154.71234917861852","-154.71234917861852","6892","6892","6892","-154.71023644498638","-154.71023644498638","-154.71023644498638"
"5393","","","","","","","6893","6893","6893","-154.6873635201817","-154.6873635201817","-154.6873635201817","6893","6893","6893","-154.71233626951314","-154.71233626951314","-154.71233626951314","6893","6893","6893","-154.71024148406698","-154.71024148406698","-154.71024148406698"
"5394","","","","","","","6894","6894","6894","-154.68736742688463","-154.68736742688463","-154.68736742688463","6894","6894","6894","-154.7123287108922","-154.7123287108922","-154.7123287108922","6894","6894","6894","-154.71020853187687","-154.71020853187687","-154.71020853187687"
