"opt/step","C4H4-new-1-6.0-1-106192 - _step","C4H4-new-1-6.0-1-106192 - _step__MIN","C4H4-new-1-6.0-1-106192 - _step__MAX","C4H4-new-1-6.0-1-106192 - opt/E_smooth","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MIN","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MAX","C4H4-new-1-3.0-8-106026 - _step","C4H4-new-1-3.0-8-106026 - _step__MIN","C4H4-new-1-3.0-8-106026 - _step__MAX","C4H4-new-1-3.0-8-106026 - opt/E_smooth","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MIN","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MAX","C4H4-new-1-6.0-9-106026 - _step","C4H4-new-1-6.0-9-106026 - _step__MIN","C4H4-new-1-6.0-9-106026 - _step__MAX","C4H4-new-1-6.0-9-106026 - opt/E_smooth","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MIN","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MAX","C4H4-moon-2-5.0-3-104963 - _step","C4H4-moon-2-5.0-3-104963 - _step__MIN","C4H4-moon-2-5.0-3-104963 - _step__MAX","C4H4-moon-2-5.0-3-104963 - opt/E_smooth","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MIN","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MAX"
"8067","","","","","","","9567","9567","9567","-154.69466424757434","-154.69466424757434","-154.69466424757434","","","","","","","9567","9567","9567","-154.7099890697091","-154.7099890697091","-154.7099890697091"
"8068","","","","","","","9568","9568","9568","-154.6946750574609","-154.6946750574609","-154.6946750574609","","","","","","","9568","9568","9568","-154.71003077580377","-154.71003077580377","-154.71003077580377"
"8069","","","","","","","9569","9569","9569","-154.69464800434727","-154.69464800434727","-154.69464800434727","","","","","","","9569","9569","9569","-154.71006843055744","-154.71006843055744","-154.71006843055744"
"8070","","","","","","","9570","9570","9570","-154.69463256684674","-154.69463256684674","-154.69463256684674","","","","","","","9570","9570","9570","-154.7100604316116","-154.7100604316116","-154.7100604316116"
"8071","","","","","","","9571","9571","9571","-154.69459573398294","-154.69459573398294","-154.69459573398294","","","","","","","9571","9571","9571","-154.71008588183471","-154.71008588183471","-154.71008588183471"
"8072","","","","","","","9572","9572","9572","-154.69458367065278","-154.69458367065278","-154.69458367065278","","","","","","","9572","9572","9572","-154.7100912706264","-154.7100912706264","-154.7100912706264"
"8073","","","","","","","9573","9573","9573","-154.69459584743117","-154.69459584743117","-154.69459584743117","","","","","","","9573","9573","9573","-154.71006988563207","-154.71006988563207","-154.71006988563207"
"8074","","","","","","","9574","9574","9574","-154.69463402276588","-154.69463402276588","-154.69463402276588","","","","","","","9574","9574","9574","-154.71007722195196","-154.71007722195196","-154.71007722195196"
"8075","","","","","","","9575","9575","9575","-154.69464986770421","-154.69464986770421","-154.69464986770421","","","","","","","9575","9575","9575","-154.7100745559182","-154.7100745559182","-154.7100745559182"
"8076","","","","","","","9576","9576","9576","-154.69466191212632","-154.69466191212632","-154.69466191212632","","","","","","","9576","9576","9576","-154.71009108154598","-154.71009108154598","-154.71009108154598"
"8077","","","","","","","9577","9577","9577","-154.6946621390228","-154.6946621390228","-154.6946621390228","","","","","","","9577","9577","9577","-154.71008574947845","-154.71008574947845","-154.71008574947845"
"8078","","","","","","","9578","9578","9578","-154.69467558263995","-154.69467558263995","-154.69467558263995","","","","","","","9578","9578","9578","-154.71007319453923","-154.71007319453923","-154.71007319453923"
"8079","","","","","","","9579","9579","9579","-154.69467872137474","-154.69467872137474","-154.69467872137474","","","","","","","9579","9579","9579","-154.7100691104024","-154.7100691104024","-154.7100691104024"
"8080","","","","","","","9580","9580","9580","-154.69466588992884","-154.69466588992884","-154.69466588992884","","","","","","","9580","9580","9580","-154.71007460414774","-154.71007460414774","-154.71007460414774"
"8081","","","","","","","9581","9581","9581","-154.69465522010728","-154.69465522010728","-154.69465522010728","","","","","","","9581","9581","9581","-154.7100789853842","-154.7100789853842","-154.7100789853842"
"8082","","","","","","","9582","9582","9582","-154.69465042340875","-154.69465042340875","-154.69465042340875","","","","","","","9582","9582","9582","-154.71007452860917","-154.71007452860917","-154.71007452860917"
"8083","","","","","","","9583","9583","9583","-154.69463478692688","-154.69463478692688","-154.69463478692688","","","","","","","9583","9583","9583","-154.7100786643453","-154.7100786643453","-154.7100786643453"
"8084","","","","","","","9584","9584","9584","-154.69464755294348","-154.69464755294348","-154.69464755294348","","","","","","","9584","9584","9584","-154.71008332885137","-154.71008332885137","-154.71008332885137"
"8085","","","","","","","9585","9585","9585","-154.69465382264391","-154.69465382264391","-154.69465382264391","","","","","","","9585","9585","9585","-154.71008604823953","-154.71008604823953","-154.71008604823953"
"8086","","","","","","","9586","9586","9586","-154.6946630950021","-154.6946630950021","-154.6946630950021","","","","","","","9586","9586","9586","-154.71010043833516","-154.71010043833516","-154.71010043833516"
"8087","","","","","","","9587","9587","9587","-154.69465421922135","-154.69465421922135","-154.69465421922135","","","","","","","9587","9587","9587","-154.71011156138806","-154.71011156138806","-154.71011156138806"
"8088","","","","","","","9588","9588","9588","-154.69465678753238","-154.69465678753238","-154.69465678753238","","","","","","","9588","9588","9588","-154.71011065492536","-154.71011065492536","-154.71011065492536"
"8089","","","","","","","9589","9589","9589","-154.6946589214967","-154.6946589214967","-154.6946589214967","","","","","","","9589","9589","9589","-154.71008364989027","-154.71008364989027","-154.71008364989027"
"8090","","","","","","","9590","9590","9590","-154.69467398852146","-154.69467398852146","-154.69467398852146","","","","","","","9590","9590","9590","-154.71008919431782","-154.71008919431782","-154.71008919431782"
"8091","","","","","","","9591","9591","9591","-154.6947043929318","-154.6947043929318","-154.6947043929318","","","","","","","9591","9591","9591","-154.71008742135595","-154.71008742135595","-154.71008742135595"
"8092","","","","","","","9592","9592","9592","-154.6946710461592","-154.6946710461592","-154.6946710461592","","","","","","","9592","9592","9592","-154.710096833143","-154.710096833143","-154.710096833143"
"8093","","","","","","","9593","9593","9593","-154.69466719845465","-154.69466719845465","-154.69466719845465","","","","","","","9593","9593","9593","-154.7101003602055","-154.7101003602055","-154.7101003602055"
"8094","","","","","","","9594","9594","9594","-154.69466938636506","-154.69466938636506","-154.69466938636506","","","","","","","9594","9594","9594","-154.71010982857646","-154.71010982857646","-154.71010982857646"
"8095","","","","","","","9595","9595","9595","-154.69465954076816","-154.69465954076816","-154.69465954076816","","","","","","","9595","9595","9595","-154.7101026612837","-154.7101026612837","-154.7101026612837"
"8096","","","","","","","9596","9596","9596","-154.69467002764915","-154.69467002764915","-154.69467002764915","","","","","","","9596","9596","9596","-154.71011684497884","-154.71011684497884","-154.71011684497884"
"8097","","","","","","","9597","9597","9597","-154.69468168393053","-154.69468168393053","-154.69468168393053","","","","","","","9597","9597","9597","-154.71011782576628","-154.71011782576628","-154.71011782576628"
"8098","","","","","","","9598","9598","9598","-154.69467453549908","-154.69467453549908","-154.69467453549908","","","","","","","9598","9598","9598","-154.71010622606877","-154.71010622606877","-154.71010622606877"
"8099","","","","","","","9599","9599","9599","-154.6946274011185","-154.6946274011185","-154.6946274011185","","","","","","","9599","9599","9599","-154.71008902456617","-154.71008902456617","-154.71008902456617"
"8100","","","","","","","9600","9600","9600","-154.69462455466942","-154.69462455466942","-154.69462455466942","","","","","","","9600","9600","9600","-154.71007549144605","-154.71007549144605","-154.71007549144605"
"8101","","","","","","","9601","9601","9601","-154.69462306646653","-154.69462306646653","-154.69462306646653","","","","","","","9601","9601","9601","-154.71007048053505","-154.71007048053505","-154.71007048053505"
"8102","","","","","","","9602","9602","9602","-154.69463977578246","-154.69463977578246","-154.69463977578246","","","","","","","9602","9602","9602","-154.7100565780828","-154.7100565780828","-154.7100565780828"
"8103","","","","","","","9603","9603","9603","-154.69461116084346","-154.69461116084346","-154.69461116084346","","","","","","","9603","9603","9603","-154.71002813268592","-154.71002813268592","-154.71002813268592"
"8104","","","","","","","9604","9604","9604","-154.69462001470873","-154.69462001470873","-154.69462001470873","","","","","","","9604","9604","9604","-154.71001647195698","-154.71001647195698","-154.71001647195698"
"8105","","","","","","","9605","9605","9605","-154.69459795539763","-154.69459795539763","-154.69459795539763","","","","","","","9605","9605","9605","-154.7099821867766","-154.7099821867766","-154.7099821867766"
"8106","","","","","","","9606","9606","9606","-154.69455762321567","-154.69455762321567","-154.69455762321567","","","","","","","9606","9606","9606","-154.7099750471704","-154.7099750471704","-154.7099750471704"
"8107","","","","","","","9607","9607","9607","-154.69453518714434","-154.69453518714434","-154.69453518714434","","","","","","","9607","9607","9607","-154.7099745950581","-154.7099745950581","-154.7099745950581"
"8108","","","","","","","9608","9608","9608","-154.6945602416992","-154.6945602416992","-154.6945602416992","","","","","","","9608","9608","9608","-154.70998203607252","-154.70998203607252","-154.70998203607252"
"8109","","","","","","","","","","","","","","","","","","","9609","9609","9609","-154.70997350245347","-154.70997350245347","-154.70997350245347"
"8110","","","","","","","","","","","","","","","","","","","9610","9610","9610","-154.70997563184557","-154.70997563184557","-154.70997563184557"
"8111","","","","","","","","","","","","","","","","","","","9611","9611","9611","-154.7099721699255","-154.7099721699255","-154.7099721699255"
"8112","","","","","","","","","","","","","","","","","","","9612","9612","9612","-154.7099448508605","-154.7099448508605","-154.7099448508605"
"8113","","","","","","","","","","","","","","","","","","","9613","9613","9613","-154.70991745653635","-154.70991745653635","-154.70991745653635"
"8114","","","","","","","","","","","","","","","","","","","9614","9614","9614","-154.70990266811685","-154.70990266811685","-154.70990266811685"
"8115","","","","","","","","","","","","","","","","","","","9615","9615","9615","-154.7098923952453","-154.7098923952453","-154.7098923952453"
"8116","","","","","","","","","","","","","","","","","","","9616","9616","9616","-154.70989937552983","-154.70989937552983","-154.70989937552983"
"8117","","","","","","","","","","","","","","","","","","","9617","9617","9617","-154.70988148267114","-154.70988148267114","-154.70988148267114"
"8118","","","","","","","","","","","","","","","","","","","9618","9618","9618","-154.70987390031357","-154.70987390031357","-154.70987390031357"
"8119","","","","","","","","","","","","","","","","","","","9619","9619","9619","-154.7098346526761","-154.7098346526761","-154.7098346526761"
"8120","","","","","","","","","","","","","","","","","","","9620","9620","9620","-154.70982969688077","-154.70982969688077","-154.70982969688077"
"8121","","","","","","","","","","","","","","","","","","","9621","9621","9621","-154.70980169737868","-154.70980169737868","-154.70980169737868"
"8122","","","","","","","","","","","","","","","","","","","9622","9622","9622","-154.70980741002876","-154.70980741002876","-154.70980741002876"
"8123","","","","","","","","","","","","","","","","","","","9623","9623","9623","-154.70981492667363","-154.70981492667363","-154.70981492667363"
"8124","","","","","","","","","","","","","","","","","","","9624","9624","9624","-154.70990232646173","-154.70990232646173","-154.70990232646173"
"8125","","","","","","","","","","","","","","","","","","","9625","9625","9625","-154.7099000150934","-154.7099000150934","-154.7099000150934"
"8126","","","","","","","","","","","","","","","","","","","9626","9626","9626","-154.70989465948395","-154.70989465948395","-154.70989465948395"
"8127","","","","","","","","","","","","","","","","","","","9627","9627","9627","-154.7098758678718","-154.7098758678718","-154.7098758678718"
"8128","","","","","","","","","","","","","","","","","","","9628","9628","9628","-154.70984467379566","-154.70984467379566","-154.70984467379566"
"8129","","","","","","","","","","","","","","","","","","","9629","9629","9629","-154.70981868499607","-154.70981868499607","-154.70981868499607"
"8130","","","","","","","","","","","","","","","","","","","9630","9630","9630","-154.70980971970974","-154.70980971970974","-154.70980971970974"
"8131","","","","","","","","","","","","","","","","","","","9631","9631","9631","-154.70979348495877","-154.70979348495877","-154.70979348495877"
"8132","","","","","","","","","","","","","","","","","","","9632","9632","9632","-154.7097814918884","-154.7097814918884","-154.7097814918884"
"8133","","","","","","","","","","","","","","","","","","","9633","9633","9633","-154.70977161965834","-154.70977161965834","-154.70977161965834"
"8134","","","","","","","","","","","","","","","","","","","9634","9634","9634","-154.70976647708983","-154.70976647708983","-154.70976647708983"
"8135","","","","","","","","","","","","","","","","","","","9635","9635","9635","-154.70975761835865","-154.70975761835865","-154.70975761835865"
