"Step","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MIN","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MAX"
"5987","-154.70930052585288","-154.70930052585288","-154.70930052585288"
"5988","-154.70935336879043","-154.70935336879043","-154.70935336879043"
"5989","-154.70938482440886","-154.70938482440886","-154.70938482440886"
"5992","-154.70946198445887","-154.70946198445887","-154.70946198445887"
"5994","-154.70949112905802","-154.70949112905802","-154.70949112905802"
"5995","-154.7095406811174","-154.7095406811174","-154.7095406811174"
"5996","-154.70955228903054","-154.70955228903054","-154.70955228903054"
"5998","-154.70953247444763","-154.70953247444763","-154.70953247444763"
"5999","-154.70955269468342","-154.70955269468342","-154.70955269468342"
"6001","-154.7095815541793","-154.7095815541793","-154.7095815541793"
"6002","-154.7095923287528","-154.7095923287528","-154.7095923287528"
"6003","-154.7095641467036","-154.7095641467036","-154.7095641467036"
"6004","-154.70955891511878","-154.70955891511878","-154.70955891511878"
"6005","-154.70957376908282","-154.70957376908282","-154.70957376908282"
"6007","-154.7095841388313","-154.7095841388313","-154.7095841388313"
"6008","-154.70957327083664","-154.70957327083664","-154.70957327083664"
"6009","-154.7095733953982","-154.7095733953982","-154.7095733953982"
"6010","-154.70958481301116","-154.70958481301116","-154.70958481301116"
"6011","-154.70954571819112","-154.70954571819112","-154.70954571819112"
"6013","-154.7094825387244","-154.7094825387244","-154.7094825387244"
"6014","-154.70947781502593","-154.70947781502593","-154.70947781502593"
"6019","-154.7096228822914","-154.7096228822914","-154.7096228822914"
"6020","-154.70959534683848","-154.70959534683848","-154.70959534683848"
"6021","-154.70963330772835","-154.70963330772835","-154.70963330772835"
"6024","-154.70969840569225","-154.70969840569225","-154.70969840569225"
"6026","-154.7097367387477","-154.7097367387477","-154.7097367387477"
"6027","-154.70973832045144","-154.70973832045144","-154.70973832045144"
"6028","-154.7097589446277","-154.7097589446277","-154.7097589446277"
"6032","-154.70972382272717","-154.70972382272717","-154.70972382272717"
"6033","-154.70973465553888","-154.70973465553888","-154.70973465553888"
"6034","-154.70973496504777","-154.70973496504777","-154.70973496504777"
"6037","-154.709747066846","-154.709747066846","-154.709747066846"
"6038","-154.709736884003","-154.709736884003","-154.709736884003"
"6039","-154.70974285752487","-154.70974285752487","-154.70974285752487"
"6043","-154.70968525998506","-154.70968525998506","-154.70968525998506"
"6045","-154.70968590863802","-154.70968590863802","-154.70968590863802"
"6047","-154.7096313291233","-154.7096313291233","-154.7096313291233"
"6049","-154.70966756102527","-154.70966756102527","-154.70966756102527"
"6050","-154.70964848682135","-154.70964848682135","-154.70964848682135"
"6051","-154.70962974471274","-154.70962974471274","-154.70962974471274"
"6052","-154.70963495427912","-154.70963495427912","-154.70963495427912"
"6053","-154.7096023405441","-154.7096023405441","-154.7096023405441"
"6055","-154.7096000286064","-154.7096000286064","-154.7096000286064"
"6056","-154.70963480014993","-154.70963480014993","-154.70963480014993"
"6057","-154.70960514569524","-154.70960514569524","-154.70960514569524"
"6058","-154.7096013232915","-154.7096013232915","-154.7096013232915"
"6059","-154.70960277210582","-154.70960277210582","-154.70960277210582"
"6060","-154.70959488038093","-154.70959488038093","-154.70959488038093"
"6061","-154.70960949313255","-154.70960949313255","-154.70960949313255"
"6063","-154.70963918009113","-154.70963918009113","-154.70963918009113"
"6064","-154.70964074903918","-154.70964074903918","-154.70964074903918"
"6068","-154.70970922900784","-154.70970922900784","-154.70970922900784"
"6071","-154.7097462398905","-154.7097462398905","-154.7097462398905"
"6073","-154.70971968284314","-154.70971968284314","-154.70971968284314"
"6074","-154.7097295381174","-154.7097295381174","-154.7097295381174"
"6075","-154.7097145556444","-154.7097145556444","-154.7097145556444"
"6077","-154.70978222238705","-154.70978222238705","-154.70978222238705"
"6078","-154.70978550747847","-154.70978550747847","-154.70978550747847"
"6079","-154.70978200747453","-154.70978200747453","-154.70978200747453"
"6081","-154.70974605820743","-154.70974605820743","-154.70974605820743"
"6082","-154.7097580691418","-154.7097580691418","-154.7097580691418"
"6084","-154.70982798993828","-154.70982798993828","-154.70982798993828"
"6088","-154.70984245208373","-154.70984245208373","-154.70984245208373"
"6089","-154.70981962518042","-154.70981962518042","-154.70981962518042"
"6092","-154.70990635445696","-154.70990635445696","-154.70990635445696"
"6095","-154.70985008958345","-154.70985008958345","-154.70985008958345"
"6096","-154.70982831752372","-154.70982831752372","-154.70982831752372"
"6097","-154.70982394476454","-154.70982394476454","-154.70982394476454"
"6098","-154.70980419090134","-154.70980419090134","-154.70980419090134"
"6099","-154.70977385679564","-154.70977385679564","-154.70977385679564"
"6100","-154.70977252197267","-154.70977252197267","-154.70977252197267"
"6102","-154.7097859802246","-154.7097859802246","-154.7097859802246"
"6104","-154.70978353881836","-154.70978353881836","-154.70978353881836"
"6105","-154.70980285644532","-154.70980285644532","-154.70980285644532"
"6112","-154.70983862353418","-154.70983862353418","-154.70983862353418"
"6113","-154.709847090487","-154.709847090487","-154.709847090487"
"6114","-154.70983643065432","-154.70983643065432","-154.70983643065432"
"6116","-154.70989274502753","-154.70989274502753","-154.70989274502753"
"6117","-154.70992441995892","-154.70992441995892","-154.70992441995892"
"6119","-154.70989097854095","-154.70989097854095","-154.70989097854095"
"6121","-154.7098902668136","-154.7098902668136","-154.7098902668136"
"6122","-154.7098870448382","-154.7098870448382","-154.7098870448382"
"6123","-154.709872697929","-154.709872697929","-154.709872697929"
"6124","-154.70987503842053","-154.70987503842053","-154.70987503842053"
"6125","-154.7098430010427","-154.7098430010427","-154.7098430010427"
"6126","-154.70978968646898","-154.70978968646898","-154.70978968646898"
"6129","-154.7097671326413","-154.7097671326413","-154.7097671326413"
"6131","-154.70978438451323","-154.70978438451323","-154.70978438451323"
"6133","-154.70987393510035","-154.70987393510035","-154.70987393510035"
"6134","-154.70994704381135","-154.70994704381135","-154.70994704381135"
"6135","-154.70991109616713","-154.70991109616713","-154.70991109616713"
"6138","-154.70993988461808","-154.70993988461808","-154.70993988461808"
"6139","-154.7099210158968","-154.7099210158968","-154.7099210158968"
"6141","-154.70991655380007","-154.70991655380007","-154.70991655380007"
"6144","-154.70992085290334","-154.70992085290334","-154.70992085290334"
"6146","-154.7098891243102","-154.7098891243102","-154.7098891243102"
"6148","-154.70982684786358","-154.70982684786358","-154.70982684786358"
"6149","-154.70982836163233","-154.70982836163233","-154.70982836163233"
"6150","-154.70983605715307","-154.70983605715307","-154.70983605715307"
"6151","-154.70980224609374","-154.70980224609374","-154.70980224609374"
"6152","-154.70981203589108","-154.70981203589108","-154.70981203589108"
"6153","-154.709799556921","-154.709799556921","-154.709799556921"
"6154","-154.70979656559405","-154.70979656559405","-154.70979656559405"
"6155","-154.70979046207844","-154.70979046207844","-154.70979046207844"
"6156","-154.70978547653348","-154.70978547653348","-154.70978547653348"
"6157","-154.70979508503828","-154.70979508503828","-154.70979508503828"
"6161","-154.70972180272278","-154.70972180272278","-154.70972180272278"
"6163","-154.70974764616594","-154.70974764616594","-154.70974764616594"
"6166","-154.7098369975335","-154.7098369975335","-154.7098369975335"
"6167","-154.70984942168587","-154.70984942168587","-154.70984942168587"
"6168","-154.70988726710144","-154.70988726710144","-154.70988726710144"
"6169","-154.70990741111544","-154.70990741111544","-154.70990741111544"
"6171","-154.70994215745193","-154.70994215745193","-154.70994215745193"
"6172","-154.7099745710926","-154.7099745710926","-154.7099745710926"
"6174","-154.7099690333861","-154.7099690333861","-154.7099690333861"
"6175","-154.7099874221832","-154.7099874221832","-154.7099874221832"
"6176","-154.7099851950621","-154.7099851950621","-154.7099851950621"
"6178","-154.7100497815736","-154.7100497815736","-154.7100497815736"
"6182","-154.71007679015634","-154.71007679015634","-154.71007679015634"
"6183","-154.7100801542988","-154.7100801542988","-154.7100801542988"
"6186","-154.7100904870221","-154.7100904870221","-154.7100904870221"
"6190","-154.71008021986086","-154.71008021986086","-154.71008021986086"
"6191","-154.7100650809837","-154.7100650809837","-154.7100650809837"
"6192","-154.71006382190876","-154.71006382190876","-154.71006382190876"
"6194","-154.71012260871692","-154.71012260871692","-154.71012260871692"
"6195","-154.7101365484751","-154.7101365484751","-154.7101365484751"
"6196","-154.71012060019262","-154.71012060019262","-154.71012060019262"
"6198","-154.7102004914949","-154.7102004914949","-154.7102004914949"
"6199","-154.71015642387226","-154.71015642387226","-154.71015642387226"
"6200","-154.71015861361636","-154.71015861361636","-154.71015861361636"
"6202","-154.7101079604205","-154.7101079604205","-154.7101079604205"
"6203","-154.71011131137024","-154.71011131137024","-154.71011131137024"
"6204","-154.71010242536957","-154.71010242536957","-154.71010242536957"
"6205","-154.71010212617762","-154.71010212617762","-154.71010212617762"
"6206","-154.7101270488664","-154.7101270488664","-154.7101270488664"
"6207","-154.71011385450177","-154.71011385450177","-154.71011385450177"
"6208","-154.71014152975644","-154.71014152975644","-154.71014152975644"
"6210","-154.71011495870152","-154.71011495870152","-154.71011495870152"
"6212","-154.71013156121958","-154.71013156121958","-154.71013156121958"
"6213","-154.71013039665445","-154.71013039665445","-154.71013039665445"
"6215","-154.7101605857655","-154.7101605857655","-154.7101605857655"
"6216","-154.7101809507247","-154.7101809507247","-154.7101809507247"
"6218","-154.7101845638626","-154.7101845638626","-154.7101845638626"
"6223","-154.7101629972458","-154.7101629972458","-154.7101629972458"
"6224","-154.71015655994415","-154.71015655994415","-154.71015655994415"
"6225","-154.71009293198586","-154.71009293198586","-154.71009293198586"
"6232","-154.7099610564769","-154.7099610564769","-154.7099610564769"
"6233","-154.70995052702014","-154.70995052702014","-154.70995052702014"
"6234","-154.70994993213557","-154.70994993213557","-154.70994993213557"
"6235","-154.70997524447375","-154.70997524447375","-154.70997524447375"
"6236","-154.70997429265844","-154.70997429265844","-154.70997429265844"
"6238","-154.7099337215312","-154.7099337215312","-154.7099337215312"
"6239","-154.70986004507796","-154.70986004507796","-154.70986004507796"
"6242","-154.7097902112434","-154.7097902112434","-154.7097902112434"
"6246","-154.70981618680844","-154.70981618680844","-154.70981618680844"
"6247","-154.70980098739207","-154.70980098739207","-154.70980098739207"
"6249","-154.70978400679414","-154.70978400679414","-154.70978400679414"
"6250","-154.709772528491","-154.709772528491","-154.709772528491"
"6251","-154.70978017269985","-154.70978017269985","-154.70978017269985"
"6253","-154.70979368339465","-154.70979368339465","-154.70979368339465"
"6255","-154.70980577191102","-154.70980577191102","-154.70980577191102"
"6258","-154.70972304853422","-154.70972304853422","-154.70972304853422"
"6261","-154.70977256834044","-154.70977256834044","-154.70977256834044"
"6263","-154.70979551566663","-154.70979551566663","-154.70979551566663"
"6264","-154.70978256343872","-154.70978256343872","-154.70978256343872"
"6266","-154.70975849240324","-154.70975849240324","-154.70975849240324"
"6268","-154.7097527555717","-154.7097527555717","-154.7097527555717"
"6269","-154.7097657669422","-154.7097657669422","-154.7097657669422"
"6272","-154.70972706778136","-154.70972706778136","-154.70972706778136"
"6275","-154.7096834459434","-154.7096834459434","-154.7096834459434"
"6276","-154.70965611588792","-154.70965611588792","-154.70965611588792"
"6278","-154.70968226537946","-154.70968226537946","-154.70968226537946"
"6280","-154.7096780313028","-154.7096780313028","-154.7096780313028"
"6281","-154.70968651495386","-154.70968651495386","-154.70968651495386"
"6283","-154.7096686933952","-154.7096686933952","-154.7096686933952"
"6284","-154.70966990113718","-154.70966990113718","-154.70966990113718"
"6285","-154.7096695476517","-154.7096695476517","-154.7096695476517"
"6287","-154.7096497230088","-154.7096497230088","-154.7096497230088"
"6292","-154.709601224043","-154.709601224043","-154.709601224043"
"6294","-154.70963656328087","-154.70963656328087","-154.70963656328087"
"6295","-154.7096461772","-154.7096461772","-154.7096461772"
"6296","-154.7096187760605","-154.7096187760605","-154.7096187760605"
"6297","-154.70961436600584","-154.70961436600584","-154.70961436600584"
"6298","-154.70962671415884","-154.70962671415884","-154.70962671415884"
"6299","-154.70961995207506","-154.70961995207506","-154.70961995207506"
"6300","-154.70960118220404","-154.70960118220404","-154.70960118220404"
"6302","-154.70959399296686","-154.70959399296686","-154.70959399296686"
"6304","-154.7095955481896","-154.7095955481896","-154.7095955481896"
"6306","-154.70961899390588","-154.70961899390588","-154.70961899390588"
"6307","-154.7096151792086","-154.7096151792086","-154.7096151792086"
"6311","-154.70969951724823","-154.70969951724823","-154.70969951724823"
"6313","-154.70975566139148","-154.70975566139148","-154.70975566139148"
"6314","-154.70976157746708","-154.70976157746708","-154.70976157746708"
"6316","-154.7097334028892","-154.7097334028892","-154.7097334028892"
"6317","-154.7097237965882","-154.7097237965882","-154.7097237965882"
"6319","-154.70971044148686","-154.70971044148686","-154.70971044148686"
"6322","-154.70963801826096","-154.70963801826096","-154.70963801826096"
"6323","-154.7096176147461","-154.7096176147461","-154.7096176147461"
"6325","-154.70957870775712","-154.70957870775712","-154.70957870775712"
"6326","-154.709543103916","-154.709543103916","-154.709543103916"
"6328","-154.70954699169172","-154.70954699169172","-154.70954699169172"
"6330","-154.70953911805017","-154.70953911805017","-154.70953911805017"
"6332","-154.70951110956545","-154.70951110956545","-154.70951110956545"
"6333","-154.70950795861094","-154.70950795861094","-154.70950795861094"
"6335","-154.70949833069432","-154.70949833069432","-154.70949833069432"
"6338","-154.7094941877726","-154.7094941877726","-154.7094941877726"
"6343","-154.709584738462","-154.709584738462","-154.709584738462"
"6344","-154.7095867186102","-154.7095867186102","-154.7095867186102"
"6347","-154.70962017729082","-154.70962017729082","-154.70962017729082"
"6348","-154.70957582779513","-154.70957582779513","-154.70957582779513"
"6351","-154.70957362583707","-154.70957362583707","-154.70957362583707"
"6352","-154.70956057593935","-154.70956057593935","-154.70956057593935"
"6354","-154.70956063406808","-154.70956063406808","-154.70956063406808"
"6355","-154.70958158947172","-154.70958158947172","-154.70958158947172"
"6356","-154.7096661376953","-154.7096661376953","-154.7096661376953"
"6357","-154.70968200683595","-154.70968200683595","-154.70968200683595"
"6358","-154.70966660272506","-154.70966660272506","-154.70966660272506"
"6361","-154.70961912321954","-154.70961912321954","-154.70961912321954"
"6362","-154.7096189491649","-154.7096189491649","-154.7096189491649"
"6364","-154.70959945504657","-154.70959945504657","-154.70959945504657"
"6365","-154.7096014856839","-154.7096014856839","-154.7096014856839"
"6370","-154.70965793327318","-154.70965793327318","-154.70965793327318"
"6372","-154.70964583047655","-154.70964583047655","-154.70964583047655"
"6373","-154.7096737711434","-154.7096737711434","-154.7096737711434"
"6375","-154.70972910235005","-154.70972910235005","-154.70972910235005"
"6377","-154.70972082148919","-154.70972082148919","-154.70972082148919"
"6380","-154.70976332462195","-154.70976332462195","-154.70976332462195"
"6381","-154.70973298043916","-154.70973298043916","-154.70973298043916"
"6383","-154.7096690264615","-154.7096690264615","-154.7096690264615"
"6385","-154.70968746416497","-154.70968746416497","-154.70968746416497"
"6386","-154.70970486149645","-154.70970486149645","-154.70970486149645"
"6387","-154.70976549206358","-154.70976549206358","-154.70976549206358"
"6389","-154.70975930763012","-154.70975930763012","-154.70975930763012"
"6390","-154.7097505162028","-154.7097505162028","-154.7097505162028"
"6391","-154.70974437230475","-154.70974437230475","-154.70974437230475"
"6397","-154.70982631979007","-154.70982631979007","-154.70982631979007"
"6400","-154.70982962554356","-154.70982962554356","-154.70982962554356"
"6401","-154.70982565250037","-154.70982565250037","-154.70982565250037"
"6405","-154.70982853151716","-154.70982853151716","-154.70982853151716"
"6407","-154.7098960732514","-154.7098960732514","-154.7098960732514"
"6410","-154.70990044832678","-154.70990044832678","-154.70990044832678"
"6411","-154.7099253049229","-154.7099253049229","-154.7099253049229"
"6412","-154.70992030486772","-154.70992030486772","-154.70992030486772"
"6414","-154.70992812104592","-154.70992812104592","-154.70992812104592"
"6415","-154.7099579489613","-154.7099579489613","-154.7099579489613"
"6417","-154.70997177095288","-154.70997177095288","-154.70997177095288"
"6421","-154.70988082885742","-154.70988082885742","-154.70988082885742"
"6422","-154.70988438541727","-154.70988438541727","-154.70988438541727"
"6423","-154.70984598030722","-154.70984598030722","-154.70984598030722"
"6424","-154.70986565611418","-154.70986565611418","-154.70986565611418"
"6425","-154.70989849692896","-154.70989849692896","-154.70989849692896"
"6426","-154.70991496035927","-154.70991496035927","-154.70991496035927"
"6427","-154.70994186401367","-154.70994186401367","-154.70994186401367"
"6428","-154.70994737094506","-154.70994737094506","-154.70994737094506"
"6430","-154.70993637457127","-154.70993637457127","-154.70993637457127"
"6431","-154.70989715404403","-154.70989715404403","-154.70989715404403"
"6433","-154.70990846215224","-154.70990846215224","-154.70990846215224"
"6434","-154.7099093209959","-154.7099093209959","-154.7099093209959"
"6435","-154.70989824191267","-154.70989824191267","-154.70989824191267"
"6438","-154.70988865149178","-154.70988865149178","-154.70988865149178"
"6439","-154.709886590267","-154.709886590267","-154.709886590267"
"6440","-154.7098862151528","-154.7098862151528","-154.7098862151528"
"6443","-154.70988975839222","-154.70988975839222","-154.70988975839222"
"6444","-154.70991050348746","-154.70991050348746","-154.70991050348746"
"6445","-154.7099405638734","-154.7099405638734","-154.7099405638734"
"6449","-154.71002028676008","-154.71002028676008","-154.71002028676008"
"6450","-154.71004476101598","-154.71004476101598","-154.71004476101598"
"6452","-154.71007938563267","-154.71007938563267","-154.71007938563267"
"6453","-154.7100534884729","-154.7100534884729","-154.7100534884729"
"6454","-154.71005251875548","-154.71005251875548","-154.71005251875548"
"6455","-154.71003600503798","-154.71003600503798","-154.71003600503798"
"6456","-154.71001769449109","-154.71001769449109","-154.71001769449109"
"6458","-154.7100148994232","-154.7100148994232","-154.7100148994232"
"6459","-154.71001558392962","-154.71001558392962","-154.71001558392962"
"6460","-154.71003432772054","-154.71003432772054","-154.71003432772054"
"6461","-154.71002994366546","-154.71002994366546","-154.71002994366546"
"6463","-154.7100349255462","-154.7100349255462","-154.7100349255462"
"6464","-154.7100798194088","-154.7100798194088","-154.7100798194088"
"6465","-154.71010885665666","-154.71010885665666","-154.71010885665666"
"6466","-154.71011697000532","-154.71011697000532","-154.71011697000532"
"6467","-154.710113952409","-154.710113952409","-154.710113952409"
"6468","-154.710128698776","-154.710128698776","-154.710128698776"
"6469","-154.71013234266593","-154.71013234266593","-154.71013234266593"
"6470","-154.7101271361168","-154.7101271361168","-154.7101271361168"
"6471","-154.71014662872258","-154.71014662872258","-154.71014662872258"
"6472","-154.71014194026785","-154.71014194026785","-154.71014194026785"
"6475","-154.71010960413756","-154.71010960413756","-154.71010960413756"
"6476","-154.7100908503186","-154.7100908503186","-154.7100908503186"
"6477","-154.7100705620963","-154.7100705620963","-154.7100705620963"
"6479","-154.71004689250356","-154.71004689250356","-154.71004689250356"
"6484","-154.71006230350764","-154.71006230350764","-154.71006230350764"
"6486","-154.71006973436775","-154.71006973436775","-154.71006973436775"
"6487","-154.71000305516125","-154.71000305516125","-154.71000305516125"
"6488","-154.70998002516737","-154.70998002516737","-154.70998002516737"
"6489","-154.70997886232283","-154.70997886232283","-154.70997886232283"
"6490","-154.70996606150894","-154.70996606150894","-154.70996606150894"
"6491","-154.70999159662534","-154.70999159662534","-154.70999159662534"
"6492","-154.71002803087677","-154.71002803087677","-154.71002803087677"
"6494","-154.7100167071001","-154.7100167071001","-154.7100167071001"
"6496","-154.7099835567439","-154.7099835567439","-154.7099835567439"
"6498","-154.7099497269611","-154.7099497269611","-154.7099497269611"
"6502","-154.70995257342304","-154.70995257342304","-154.70995257342304"
"6504","-154.7099543818721","-154.7099543818721","-154.7099543818721"
"6510","-154.71004704671074","-154.71004704671074","-154.71004704671074"
"6511","-154.71005525430337","-154.71005525430337","-154.71005525430337"
"6512","-154.7100368647831","-154.7100368647831","-154.7100368647831"
"6514","-154.71011208694657","-154.71011208694657","-154.71011208694657"
"6515","-154.7101596966248","-154.7101596966248","-154.7101596966248"
"6516","-154.71018152712895","-154.71018152712895","-154.71018152712895"
"6517","-154.71017174006832","-154.71017174006832","-154.71017174006832"
"6519","-154.71022343944048","-154.71022343944048","-154.71022343944048"
"6520","-154.71019970095026","-154.71019970095026","-154.71019970095026"
"6524","-154.71022295511958","-154.71022295511958","-154.71022295511958"
"6526","-154.71028275155493","-154.71028275155493","-154.71028275155493"
"6527","-154.71027132153952","-154.71027132153952","-154.71027132153952"
"6528","-154.71025161461637","-154.71025161461637","-154.71025161461637"
"6529","-154.71021189108987","-154.71021189108987","-154.71021189108987"
"6530","-154.71019906453225","-154.71019906453225","-154.71019906453225"
"6532","-154.71013963112733","-154.71013963112733","-154.71013963112733"
"6533","-154.71013381424092","-154.71013381424092","-154.71013381424092"
"6536","-154.71015980757403","-154.71015980757403","-154.71015980757403"
"6537","-154.71017377372166","-154.71017377372166","-154.71017377372166"
"6539","-154.71014126097958","-154.71014126097958","-154.71014126097958"
"6541","-154.71009635925293","-154.71009635925293","-154.71009635925293"
"6542","-154.71008261512307","-154.71008261512307","-154.71008261512307"
"6543","-154.7100964714499","-154.7100964714499","-154.7100964714499"
"6544","-154.71010592404534","-154.71010592404534","-154.71010592404534"
"6546","-154.7100983507493","-154.7100983507493","-154.7100983507493"
"6549","-154.71009453605203","-154.71009453605203","-154.71009453605203"
"6553","-154.7100457987654","-154.7100457987654","-154.7100457987654"
"6555","-154.71000315814936","-154.71000315814936","-154.71000315814936"
"6557","-154.7100482345721","-154.7100482345721","-154.7100482345721"
"6558","-154.71004537879872","-154.71004537879872","-154.71004537879872"
"6560","-154.71005117674886","-154.71005117674886","-154.71005117674886"
"6561","-154.71004687298785","-154.71004687298785","-154.71004687298785"
"6564","-154.71007621681298","-154.71007621681298","-154.71007621681298"
"6565","-154.71009116819053","-154.71009116819053","-154.71009116819053"
"6566","-154.71009862990607","-154.71009862990607","-154.71009862990607"
"6568","-154.71009558373754","-154.71009558373754","-154.71009558373754"
"6569","-154.71006232740243","-154.71006232740243","-154.71006232740243"
"6570","-154.71005929671432","-154.71005929671432","-154.71005929671432"
"6571","-154.7100662147759","-154.7100662147759","-154.7100662147759"
"6573","-154.7100815851466","-154.7100815851466","-154.7100815851466"
"6574","-154.7101061888979","-154.7101061888979","-154.7101061888979"
"6575","-154.71010945266082","-154.71010945266082","-154.71010945266082"
"6576","-154.71013109949868","-154.71013109949868","-154.71013109949868"
"6577","-154.7101767084934","-154.7101767084934","-154.7101767084934"
"6578","-154.71020845346956","-154.71020845346956","-154.71020845346956"
"6579","-154.71022435385305","-154.71022435385305","-154.71022435385305"
"6581","-154.71023476036797","-154.71023476036797","-154.71023476036797"
"6582","-154.71024066340314","-154.71024066340314","-154.71024066340314"
"6583","-154.7102379903306","-154.7102379903306","-154.7102379903306"
"6584","-154.71020861437722","-154.71020861437722","-154.71020861437722"
"6586","-154.7102184434877","-154.7102184434877","-154.7102184434877"
"6587","-154.71025968120045","-154.71025968120045","-154.71025968120045"
"6589","-154.7102290243998","-154.7102290243998","-154.7102290243998"
"6592","-154.71026755855817","-154.71026755855817","-154.71026755855817"
"6593","-154.71026350066526","-154.71026350066526","-154.71026350066526"
"6595","-154.71019818526582","-154.71019818526582","-154.71019818526582"
"6596","-154.71021227671582","-154.71021227671582","-154.71021227671582"
"6598","-154.7101884296466","-154.7101884296466","-154.7101884296466"
"6601","-154.71019733775745","-154.71019733775745","-154.71019733775745"
"6605","-154.71017974853515","-154.71017974853515","-154.71017974853515"
"6607","-154.71019503506747","-154.71019503506747","-154.71019503506747"
"6608","-154.71018956964667","-154.71018956964667","-154.71018956964667"
"6609","-154.71020091663706","-154.71020091663706","-154.71020091663706"
"6610","-154.71018918239918","-154.71018918239918","-154.71018918239918"
"6612","-154.71017735753","-154.71017735753","-154.71017735753"
"6613","-154.71014919384854","-154.71014919384854","-154.71014919384854"
"6614","-154.71011142073007","-154.71011142073007","-154.71011142073007"
"6618","-154.7100699644556","-154.7100699644556","-154.7100699644556"
"6620","-154.7100984601007","-154.7100984601007","-154.7100984601007"
"6622","-154.71007775569308","-154.71007775569308","-154.71007775569308"
"6623","-154.7100834224535","-154.7100834224535","-154.7100834224535"
"6627","-154.71010921312416","-154.71010921312416","-154.71010921312416"
"6631","-154.7101096899988","-154.7101096899988","-154.7101096899988"
"6632","-154.71006217528856","-154.71006217528856","-154.71006217528856"
"6633","-154.71007034274166","-154.71007034274166","-154.71007034274166"
"6635","-154.71010055679955","-154.71010055679955","-154.71010055679955"
"6637","-154.710087422652","-154.710087422652","-154.710087422652"
"6638","-154.7100825939213","-154.7100825939213","-154.7100825939213"
"6639","-154.71008609820015","-154.71008609820015","-154.71008609820015"
"6640","-154.71009033423468","-154.71009033423468","-154.71009033423468"
"6642","-154.710086946453","-154.710086946453","-154.710086946453"
"6643","-154.71011077109657","-154.71011077109657","-154.71011077109657"
"6644","-154.71010360993202","-154.71010360993202","-154.71010360993202"
"6645","-154.71007314743977","-154.71007314743977","-154.71007314743977"
"6646","-154.7100724037804","-154.7100724037804","-154.7100724037804"
"6647","-154.7100963936816","-154.7100963936816","-154.7100963936816"
"6649","-154.71013566991482","-154.71013566991482","-154.71013566991482"
"6650","-154.71014247584986","-154.71014247584986","-154.71014247584986"
"6653","-154.71021643286352","-154.71021643286352","-154.71021643286352"
"6654","-154.7102482701207","-154.7102482701207","-154.7102482701207"
"6655","-154.71027554348782","-154.71027554348782","-154.71027554348782"
"6657","-154.71033839320276","-154.71033839320276","-154.71033839320276"
"6659","-154.71038862348678","-154.71038862348678","-154.71038862348678"
"6660","-154.71039562088123","-154.71039562088123","-154.71039562088123"
"6661","-154.71039507200393","-154.71039507200393","-154.71039507200393"
"6662","-154.71040720219236","-154.71040720219236","-154.71040720219236"
"6663","-154.71042912984066","-154.71042912984066","-154.71042912984066"
"6664","-154.71041258118993","-154.71041258118993","-154.71041258118993"
"6665","-154.71041708198382","-154.71041708198382","-154.71041708198382"
"6666","-154.7104324231045","-154.7104324231045","-154.7104324231045"
"6669","-154.71047600396244","-154.71047600396244","-154.71047600396244"
"6670","-154.71050789797113","-154.71050789797113","-154.71050789797113"
"6671","-154.71052515656558","-154.71052515656558","-154.71052515656558"
"6673","-154.7105566877437","-154.7105566877437","-154.7105566877437"
"6674","-154.71053616919252","-154.71053616919252","-154.71053616919252"
"6676","-154.71057739805704","-154.71057739805704","-154.71057739805704"
"6677","-154.7105260605872","-154.7105260605872","-154.7105260605872"
"6682","-154.71055444423442","-154.71055444423442","-154.71055444423442"
"6684","-154.71058829796357","-154.71058829796357","-154.71058829796357"
"6685","-154.71062444871473","-154.71062444871473","-154.71062444871473"
"6688","-154.7105965016136","-154.7105965016136","-154.7105965016136"
"6690","-154.71057830428396","-154.71057830428396","-154.71057830428396"
"6693","-154.7104889352761","-154.7104889352761","-154.7104889352761"
"6694","-154.71051159143875","-154.71051159143875","-154.71051159143875"
"6695","-154.71050943500882","-154.71050943500882","-154.71050943500882"
"6697","-154.7104995809429","-154.7104995809429","-154.7104995809429"
"6701","-154.7105124609811","-154.7105124609811","-154.7105124609811"
"6702","-154.7105179650443","-154.7105179650443","-154.7105179650443"
"6704","-154.7105336870466","-154.7105336870466","-154.7105336870466"
"6705","-154.71050633021764","-154.71050633021764","-154.71050633021764"
"6706","-154.71053682054793","-154.71053682054793","-154.71053682054793"
"6707","-154.71058725629533","-154.71058725629533","-154.71058725629533"
"6709","-154.7105614525931","-154.7105614525931","-154.7105614525931"
"6710","-154.7105486320727","-154.7105486320727","-154.7105486320727"
"6711","-154.710543681806","-154.710543681806","-154.710543681806"
"6713","-154.7105076155773","-154.7105076155773","-154.7105076155773"
"6714","-154.71049945579705","-154.71049945579705","-154.71049945579705"
"6715","-154.71046874782405","-154.71046874782405","-154.71046874782405"
"6716","-154.7104819394688","-154.7104819394688","-154.7104819394688"
"6719","-154.71052287436638","-154.71052287436638","-154.71052287436638"
