"Step","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MIN","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MAX"
"17291","-154.71294904948016","-154.71294904948016","-154.71294904948016"
"17293","-154.71295092502004","-154.71295092502004","-154.71295092502004"
"17294","-154.71295493056996","-154.71295493056996","-154.71295493056996"
"17296","-154.71297051922784","-154.71297051922784","-154.71297051922784"
"17299","-154.71297275291099","-154.71297275291099","-154.71297275291099"
"17300","-154.7129823661145","-154.7129823661145","-154.7129823661145"
"17301","-154.7129780239529","-154.7129780239529","-154.7129780239529"
"17302","-154.7129850882071","-154.7129850882071","-154.7129850882071"
"17303","-154.71298800809885","-154.71298800809885","-154.71298800809885"
"17306","-154.7129936595022","-154.7129936595022","-154.7129936595022"
"17308","-154.71299404568143","-154.71299404568143","-154.71299404568143"
"17309","-154.71300138308678","-154.71300138308678","-154.71300138308678"
"17310","-154.71300171011396","-154.71300171011396","-154.71300171011396"
"17312","-154.7129963916588","-154.7129963916588","-154.7129963916588"
"17314","-154.71299650461714","-154.71299650461714","-154.71299650461714"
"17315","-154.7129977189193","-154.7129977189193","-154.7129977189193"
"17316","-154.71299124264115","-154.71299124264115","-154.71299124264115"
"17317","-154.71299530914138","-154.71299530914138","-154.71299530914138"
"17318","-154.71299080022098","-154.71299080022098","-154.71299080022098"
"17323","-154.71299998592653","-154.71299998592653","-154.71299998592653"
"17324","-154.71299765289345","-154.71299765289345","-154.71299765289345"
"17325","-154.7129748023394","-154.7129748023394","-154.7129748023394"
"17326","-154.7129740309333","-154.7129740309333","-154.7129740309333"
"17327","-154.71297445426592","-154.71297445426592","-154.71297445426592"
"17328","-154.71297044671712","-154.71297044671712","-154.71297044671712"
"17329","-154.71296653324225","-154.71296653324225","-154.71296653324225"
"17330","-154.71296765226975","-154.71296765226975","-154.71296765226975"
"17331","-154.7129568780416","-154.7129568780416","-154.7129568780416"
"17332","-154.71295890878616","-154.71295890878616","-154.71295890878616"
"17333","-154.71295576865336","-154.71295576865336","-154.71295576865336"
"17334","-154.71294752345435","-154.71294752345435","-154.71294752345435"
"17335","-154.71294713798895","-154.71294713798895","-154.71294713798895"
"17336","-154.71295187639294","-154.71295187639294","-154.71295187639294"
"17338","-154.7129614002089","-154.7129614002089","-154.7129614002089"
"17339","-154.71295124648606","-154.71295124648606","-154.71295124648606"
"17341","-154.71294500792555","-154.71294500792555","-154.71294500792555"
"17342","-154.71294604146422","-154.71294604146422","-154.71294604146422"
"17346","-154.7129525151746","-154.7129525151746","-154.7129525151746"
"17349","-154.71293880669353","-154.71293880669353","-154.71293880669353"
"17350","-154.7129471435547","-154.7129471435547","-154.7129471435547"
"17352","-154.71294549091047","-154.71294549091047","-154.71294549091047"
"17354","-154.71295274939905","-154.71295274939905","-154.71295274939905"
"17356","-154.71295379169172","-154.71295379169172","-154.71295379169172"
"17360","-154.71295049650936","-154.71295049650936","-154.71295049650936"
"17363","-154.7129574971592","-154.7129574971592","-154.7129574971592"
"17364","-154.71296134470134","-154.71296134470134","-154.71296134470134"
"17365","-154.71296147608084","-154.71296147608084","-154.71296147608084"
"17366","-154.7129676415325","-154.7129676415325","-154.7129676415325"
"17367","-154.7129774105358","-154.7129774105358","-154.7129774105358"
"17370","-154.71297505946708","-154.71297505946708","-154.71297505946708"
"17371","-154.71297291179485","-154.71297291179485","-154.71297291179485"
"17373","-154.71297868893933","-154.71297868893933","-154.71297868893933"
"17378","-154.7129829092559","-154.7129829092559","-154.7129829092559"
"17380","-154.71299333127183","-154.71299333127183","-154.71299333127183"
"17383","-154.712999329813","-154.712999329813","-154.712999329813"
"17387","-154.71300355690997","-154.71300355690997","-154.71300355690997"
"17388","-154.71300058575756","-154.71300058575756","-154.71300058575756"
"17390","-154.7129946732682","-154.7129946732682","-154.7129946732682"
"17391","-154.71299214418715","-154.71299214418715","-154.71299214418715"
"17398","-154.71292458962193","-154.71292458962193","-154.71292458962193"
"17400","-154.71291811890399","-154.71291811890399","-154.71291811890399"
"17401","-154.71291811890399","-154.71291811890399","-154.71291811890399"
"17402","-154.71292243442653","-154.71292243442653","-154.71292243442653"
"17403","-154.71293297516056","-154.71293297516056","-154.71293297516056"
"17408","-154.71287343779957","-154.71287343779957","-154.71287343779957"
"17413","-154.71284916150944","-154.71284916150944","-154.71284916150944"
"17415","-154.712840881909","-154.712840881909","-154.712840881909"
"17416","-154.71284690683856","-154.71284690683856","-154.71284690683856"
"17417","-154.7128436417758","-154.7128436417758","-154.7128436417758"
"17418","-154.7128404796233","-154.7128404796233","-154.7128404796233"
"17421","-154.71283787372064","-154.71283787372064","-154.71283787372064"
"17422","-154.71283572327857","-154.71283572327857","-154.71283572327857"
"17423","-154.71283500334795","-154.71283500334795","-154.71283500334795"
"17424","-154.71283451716104","-154.71283451716104","-154.71283451716104"
"17426","-154.71284109938378","-154.71284109938378","-154.71284109938378"
"17427","-154.71284511042577","-154.71284511042577","-154.71284511042577"
"17428","-154.712846587686","-154.712846587686","-154.712846587686"
"17429","-154.71285577848846","-154.71285577848846","-154.71285577848846"
"17430","-154.71285652866118","-154.71285652866118","-154.71285652866118"
"17432","-154.71286680708616","-154.71286680708616","-154.71286680708616"
"17434","-154.7128680218091","-154.7128680218091","-154.7128680218091"
"17437","-154.71285771535207","-154.71285771535207","-154.71285771535207"
"17438","-154.71285367873426","-154.71285367873426","-154.71285367873426"
"17441","-154.71284316773804","-154.71284316773804","-154.71284316773804"
"17445","-154.71284734196004","-154.71284734196004","-154.71284734196004"
"17447","-154.71283975925704","-154.71283975925704","-154.71283975925704"
"17449","-154.7128265829098","-154.7128265829098","-154.7128265829098"
"17450","-154.7128259408","-154.7128259408","-154.7128259408"
"17451","-154.71282493287998","-154.71282493287998","-154.71282493287998"
"17452","-154.71281695351323","-154.71281695351323","-154.71281695351323"
"17453","-154.71280941277834","-154.71280941277834","-154.71280941277834"
"17454","-154.71280659433535","-154.71280659433535","-154.71280659433535"
"17456","-154.71279445263224","-154.71279445263224","-154.71279445263224"
"17459","-154.7127970657582","-154.7127970657582","-154.7127970657582"
"17462","-154.71279619958406","-154.71279619958406","-154.71279619958406"
"17465","-154.71279374661248","-154.71279374661248","-154.71279374661248"
"17467","-154.7128100593399","-154.7128100593399","-154.7128100593399"
"17471","-154.7128301118304","-154.7128301118304","-154.7128301118304"
"17473","-154.71283971265677","-154.71283971265677","-154.71283971265677"
"17474","-154.71283327171406","-154.71283327171406","-154.71283327171406"
"17476","-154.7128335420286","-154.7128335420286","-154.7128335420286"
"17478","-154.71285187681056","-154.71285187681056","-154.71285187681056"
"17480","-154.71286320016787","-154.71286320016787","-154.71286320016787"
"17482","-154.71285156510834","-154.71285156510834","-154.71285156510834"
"17485","-154.71285129495885","-154.71285129495885","-154.71285129495885"
"17489","-154.71284876114282","-154.71284876114282","-154.71284876114282"
"17490","-154.71285181237548","-154.71285181237548","-154.71285181237548"
"17491","-154.71285451222224","-154.71285451222224","-154.71285451222224"
"17492","-154.7128498386944","-154.7128498386944","-154.7128498386944"
"17493","-154.71284260496705","-154.71284260496705","-154.71284260496705"
"17495","-154.712844736915","-154.712844736915","-154.712844736915"
"17497","-154.71285463324983","-154.71285463324983","-154.71285463324983"
"17498","-154.71285009005945","-154.71285009005945","-154.71285009005945"
"17499","-154.71285545251368","-154.71285545251368","-154.71285545251368"
"17501","-154.71284316458352","-154.71284316458352","-154.71284316458352"
"17502","-154.7128389591124","-154.7128389591124","-154.7128389591124"
"17503","-154.71284042916648","-154.71284042916648","-154.71284042916648"
"17504","-154.71284715605944","-154.71284715605944","-154.71284715605944"
"17505","-154.7128495379192","-154.7128495379192","-154.7128495379192"
"17506","-154.71284317388768","-154.71284317388768","-154.71284317388768"
"17507","-154.71284434620927","-154.71284434620927","-154.71284434620927"
"17508","-154.71285309210057","-154.71285309210057","-154.71285309210057"
"17510","-154.71286214378677","-154.71286214378677","-154.71286214378677"
"17511","-154.7128640499731","-154.7128640499731","-154.7128640499731"
"17512","-154.71287431548384","-154.71287431548384","-154.71287431548384"
"17513","-154.71286871780498","-154.71286871780498","-154.71286871780498"
"17516","-154.71284409545675","-154.71284409545675","-154.71284409545675"
"17517","-154.712834759793","-154.712834759793","-154.712834759793"
"17520","-154.71285345377208","-154.71285345377208","-154.71285345377208"
"17521","-154.71285739392223","-154.71285739392223","-154.71285739392223"
"17522","-154.71287087778518","-154.71287087778518","-154.71287087778518"
"17523","-154.71287816334583","-154.71287816334583","-154.71287816334583"
"17524","-154.7128666681436","-154.7128666681436","-154.7128666681436"
"17525","-154.71286435423465","-154.71286435423465","-154.71286435423465"
"17531","-154.71283851479583","-154.71283851479583","-154.71283851479583"
"17532","-154.71283119652088","-154.71283119652088","-154.71283119652088"
"17533","-154.71283560791758","-154.71283560791758","-154.71283560791758"
"17536","-154.7128296362795","-154.7128296362795","-154.7128296362795"
"17538","-154.71283071358903","-154.71283071358903","-154.71283071358903"
"17539","-154.71281344877534","-154.71281344877534","-154.71281344877534"
"17540","-154.7128142939287","-154.7128142939287","-154.7128142939287"
"17541","-154.71282318560748","-154.71282318560748","-154.71282318560748"
"17544","-154.71282643413312","-154.71282643413312","-154.71282643413312"
"17545","-154.71282420657266","-154.71282420657266","-154.71282420657266"
"17547","-154.7128268518007","-154.7128268518007","-154.7128268518007"
"17550","-154.71282912605076","-154.71282912605076","-154.71282912605076"
"17552","-154.71282164970793","-154.71282164970793","-154.71282164970793"
"17553","-154.71282439536236","-154.71282439536236","-154.71282439536236"
"17555","-154.7128338938426","-154.7128338938426","-154.7128338938426"
"17556","-154.71283738156583","-154.71283738156583","-154.71283738156583"
"17559","-154.7128538740442","-154.7128538740442","-154.7128538740442"
"17560","-154.71285994055785","-154.71285994055785","-154.71285994055785"
"17564","-154.71287200111954","-154.71287200111954","-154.71287200111954"
"17567","-154.71287100920554","-154.71287100920554","-154.71287100920554"
"17571","-154.71288674313442","-154.71288674313442","-154.71288674313442"
"17575","-154.71288006336093","-154.71288006336093","-154.71288006336093"
"17576","-154.71288856825976","-154.71288856825976","-154.71288856825976"
"17577","-154.71288903148954","-154.71288903148954","-154.71288903148954"
"17579","-154.7128891056063","-154.7128891056063","-154.7128891056063"
"17581","-154.71288656031044","-154.71288656031044","-154.71288656031044"
"17582","-154.71289042130257","-154.71289042130257","-154.71289042130257"
"17583","-154.712889912059","-154.712889912059","-154.712889912059"
"17584","-154.71290074505853","-154.71290074505853","-154.71290074505853"
"17586","-154.71290033766368","-154.71290033766368","-154.71290033766368"
"17587","-154.71289856919964","-154.71289856919964","-154.71289856919964"
"17588","-154.71289042130257","-154.71289042130257","-154.71289042130257"
"17589","-154.71289637482283","-154.71289637482283","-154.71289637482283"
"17591","-154.71288036302482","-154.71288036302482","-154.71288036302482"
"17593","-154.71286047755623","-154.71286047755623","-154.71286047755623"
"17594","-154.71285446287285","-154.71285446287285","-154.71285446287285"
"17596","-154.71285697978652","-154.71285697978652","-154.71285697978652"
"17597","-154.71285439809935","-154.71285439809935","-154.71285439809935"
"17598","-154.7128543795926","-154.7128543795926","-154.7128543795926"
"17599","-154.71285084480948","-154.71285084480948","-154.71285084480948"
"17603","-154.7129590768525","-154.7129590768525","-154.7129590768525"
"17604","-154.71295258493134","-154.71295258493134","-154.71295258493134"
"17605","-154.71294507575757","-154.71294507575757","-154.71294507575757"
"17606","-154.7129487656102","-154.7129487656102","-154.7129487656102"
"17607","-154.71294104373817","-154.71294104373817","-154.71294104373817"
"17608","-154.7129446781043","-154.7129446781043","-154.7129446781043"
"17609","-154.71294370709043","-154.71294370709043","-154.71294370709043"
"17610","-154.71294255663884","-154.71294255663884","-154.71294255663884"
"17611","-154.71294143833873","-154.71294143833873","-154.71294143833873"
