"opt/step","C4H4-new-1-3.0-1-104613 - _step","C4H4-new-1-3.0-1-104613 - _step__MIN","C4H4-new-1-3.0-1-104613 - _step__MAX","C4H4-new-1-3.0-1-104613 - opt/E_smooth","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MIN","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MAX","C4H4-new-1-9.0-3-104613 - _step","C4H4-new-1-9.0-3-104613 - _step__MIN","C4H4-new-1-9.0-3-104613 - _step__MAX","C4H4-new-1-9.0-3-104613 - opt/E_smooth","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MIN","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MAX","C4H4-new-1-6.0-2-104613 - _step","C4H4-new-1-6.0-2-104613 - _step__MIN","C4H4-new-1-6.0-2-104613 - _step__MAX","C4H4-new-1-6.0-2-104613 - opt/E_smooth","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MIN","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MAX"
"10367","11867","11867","11867","-154.6949442565211","-154.6949442565211","-154.6949442565211","","","","","","","","","","","",""
"10368","11868","11868","11868","-154.69498041513805","-154.69498041513805","-154.69498041513805","","","","","","","","","","","",""
"10369","11869","11869","11869","-154.6949818290799","-154.6949818290799","-154.6949818290799","","","","","","","","","","","",""
"10370","11870","11870","11870","-154.69499436086952","-154.69499436086952","-154.69499436086952","","","","","","","","","","","",""
"10371","11871","11871","11871","-154.69500467563435","-154.69500467563435","-154.69500467563435","","","","","","","","","","","",""
"10372","11872","11872","11872","-154.69498975527551","-154.69498975527551","-154.69498975527551","","","","","","","","","","","",""
"10373","11873","11873","11873","-154.6949859589712","-154.6949859589712","-154.6949859589712","","","","","","","","","","","",""
"10374","11874","11874","11874","-154.69498338395857","-154.69498338395857","-154.69498338395857","","","","","","","","","","","",""
"10375","11875","11875","11875","-154.69499196242919","-154.69499196242919","-154.69499196242919","","","","","","","","","","","",""
"10376","11876","11876","11876","-154.69503875408705","-154.69503875408705","-154.69503875408705","","","","","","","","","","","",""
"10377","11877","11877","11877","-154.69504724427154","-154.69504724427154","-154.69504724427154","","","","","","","","","","","",""
"10378","11878","11878","11878","-154.69503676764876","-154.69503676764876","-154.69503676764876","","","","","","","","","","","",""
"10379","11879","11879","11879","-154.69503982823517","-154.69503982823517","-154.69503982823517","","","","","","","","","","","",""
"10380","11880","11880","11880","-154.69503194702384","-154.69503194702384","-154.69503194702384","","","","","","","","","","","",""
"10381","11881","11881","11881","-154.69500939694444","-154.69500939694444","-154.69500939694444","","","","","","","","","","","",""
"10382","11882","11882","11882","-154.69499550527232","-154.69499550527232","-154.69499550527232","","","","","","","","","","","",""
"10383","11883","11883","11883","-154.69499368244973","-154.69499368244973","-154.69499368244973","","","","","","","","","","","",""
"10384","11884","11884","11884","-154.69497846776122","-154.69497846776122","-154.69497846776122","","","","","","","","","","","",""
"10385","11885","11885","11885","-154.69499315324316","-154.69499315324316","-154.69499315324316","","","","","","","","","","","",""
"10386","11886","11886","11886","-154.69502371492183","-154.69502371492183","-154.69502371492183","","","","","","","","","","","",""
"10387","11887","11887","11887","-154.69502668435862","-154.69502668435862","-154.69502668435862","","","","","","","","","","","",""
"10388","11888","11888","11888","-154.69501296908868","-154.69501296908868","-154.69501296908868","","","","","","","","","","","",""
"10389","11889","11889","11889","-154.69499541707123","-154.69499541707123","-154.69499541707123","","","","","","","","","","","",""
"10390","11890","11890","11890","-154.6950378124248","-154.6950378124248","-154.6950378124248","","","","","","","","","","","",""
"10391","11891","11891","11891","-154.69505152918032","-154.69505152918032","-154.69505152918032","","","","","","","","","","","",""
"10392","11892","11892","11892","-154.69506210312463","-154.69506210312463","-154.69506210312463","","","","","","","","","","","",""
"10393","11893","11893","11893","-154.6950514704362","-154.6950514704362","-154.6950514704362","","","","","","","","","","","",""
"10394","11894","11894","11894","-154.6950525572027","-154.6950525572027","-154.6950525572027","","","","","","","","","","","",""
"10395","11895","11895","11895","-154.69504000064384","-154.69504000064384","-154.69504000064384","","","","","","","","","","","",""
"10396","11896","11896","11896","-154.69505013400712","-154.69505013400712","-154.69505013400712","","","","","","","","","","","",""
"10397","11897","11897","11897","-154.69506038485866","-154.69506038485866","-154.69506038485866","","","","","","","","","","","",""
"10398","11898","11898","11898","-154.69506796285208","-154.69506796285208","-154.69506796285208","","","","","","","","","","","",""
"10399","11899","11899","11899","-154.69509179828486","-154.69509179828486","-154.69509179828486","","","","","","","","","","","",""
"10400","11900","11900","11900","-154.69510184067946","-154.69510184067946","-154.69510184067946","","","","","","","","","","","",""
"10401","11901","11901","11901","-154.6951028236976","-154.6951028236976","-154.6951028236976","","","","","","","","","","","",""
"10402","11902","11902","11902","-154.69510074028602","-154.69510074028602","-154.69510074028602","","","","","","","","","","","",""
"10403","11903","11903","11903","-154.6951221906222","-154.6951221906222","-154.6951221906222","","","","","","","","","","","",""
"10404","11904","11904","11904","-154.69515624413123","-154.69515624413123","-154.69515624413123","","","","","","","","","","","",""
"10405","11905","11905","11905","-154.6951454309317","-154.6951454309317","-154.6951454309317","","","","","","","","","","","",""
"10406","11906","11906","11906","-154.69518293234017","-154.69518293234017","-154.69518293234017","","","","","","","","","","","",""
"10407","11907","11907","11907","-154.6952147263747","-154.6952147263747","-154.6952147263747","","","","","","","","","","","",""
"10408","11908","11908","11908","-154.69523730644812","-154.69523730644812","-154.69523730644812","","","","","","","","","","","",""
"10409","11909","11909","11909","-154.6952283712534","-154.6952283712534","-154.6952283712534","","","","","","","","","","","",""
"10410","11910","11910","11910","-154.69523387546155","-154.69523387546155","-154.69523387546155","","","","","","","","","","","",""
"10411","11911","11911","11911","-154.69523089992438","-154.69523089992438","-154.69523089992438","","","","","","","","","","","",""
"10412","11912","11912","11912","-154.69522622408027","-154.69522622408027","-154.69522622408027","","","","","","","","","","","",""
"10413","11913","11913","11913","-154.69523466698374","-154.69523466698374","-154.69523466698374","","","","","","","","","","","",""
"10414","11914","11914","11914","-154.69523893240893","-154.69523893240893","-154.69523893240893","","","","","","","","","","","",""
"10415","11915","11915","11915","-154.69524400401414","-154.69524400401414","-154.69524400401414","","","","","","","","","","","",""
"10416","11916","11916","11916","-154.69525161142192","-154.69525161142192","-154.69525161142192","","","","","","","","","","","",""
"10417","11917","11917","11917","-154.6952582367559","-154.6952582367559","-154.6952582367559","","","","","","","","","","","",""
"10418","11918","11918","11918","-154.6952683653085","-154.6952683653085","-154.6952683653085","","","","","","","","","","","",""
"10419","11919","11919","11919","-154.69528102966368","-154.69528102966368","-154.69528102966368","","","","","","","","","","","",""
"10420","11920","11920","11920","-154.69530293763026","-154.69530293763026","-154.69530293763026","","","","","","","","","","","",""
"10421","11921","11921","11921","-154.69534632706598","-154.69534632706598","-154.69534632706598","","","","","","","","","","","",""
"10422","11922","11922","11922","-154.69533962022777","-154.69533962022777","-154.69533962022777","","","","","","","","","","","",""
"10423","11923","11923","11923","-154.6953633138177","-154.6953633138177","-154.6953633138177","","","","","","","","","","","",""
"10424","11924","11924","11924","-154.6953940510521","-154.6953940510521","-154.6953940510521","","","","","","","","","","","",""
"10425","11925","11925","11925","-154.69539062441424","-154.69539062441424","-154.69539062441424","","","","","","","","","","","",""
"10426","11926","11926","11926","-154.69535783705464","-154.69535783705464","-154.69535783705464","","","","","","","","","","","",""
"10427","11927","11927","11927","-154.69535274102913","-154.69535274102913","-154.69535274102913","","","","","","","","","","","",""
"10428","11928","11928","11928","-154.69536044364241","-154.69536044364241","-154.69536044364241","","","","","","","","","","","",""
"10429","11929","11929","11929","-154.6953310389894","-154.6953310389894","-154.6953310389894","","","","","","","","","","","",""
"10430","11930","11930","11930","-154.69533517605277","-154.69533517605277","-154.69533517605277","","","","","","","","","","","",""
"10431","11931","11931","11931","-154.6953349273477","-154.6953349273477","-154.6953349273477","","","","","","","","","","","",""
"10432","11932","11932","11932","-154.69532541803522","-154.69532541803522","-154.69532541803522","","","","","","","","","","","",""
"10433","11933","11933","11933","-154.69531421167625","-154.69531421167625","-154.69531421167625","","","","","","","","","","","",""
"10434","11934","11934","11934","-154.6953175765099","-154.6953175765099","-154.6953175765099","","","","","","","","","","","",""
"10435","11935","11935","11935","-154.69534733334302","-154.69534733334302","-154.69534733334302","","","","","","","","","","","",""
"10436","11936","11936","11936","-154.6953652986287","-154.6953652986287","-154.6953652986287","","","","","","","","","","","",""
"10437","11937","11937","11937","-154.6953686195732","-154.6953686195732","-154.6953686195732","","","","","","","","","","","",""
"10438","11938","11938","11938","-154.69537707554642","-154.69537707554642","-154.69537707554642","","","","","","","","","","","",""
"10439","11939","11939","11939","-154.69539505546183","-154.69539505546183","-154.69539505546183","","","","","","","","","","","",""
"10440","11940","11940","11940","-154.69542555242663","-154.69542555242663","-154.69542555242663","","","","","","","","","","","",""
"10441","11941","11941","11941","-154.69544439206177","-154.69544439206177","-154.69544439206177","","","","","","","","","","","",""
"10442","11942","11942","11942","-154.69546399171324","-154.69546399171324","-154.69546399171324","","","","","","","","","","","",""
"10443","11943","11943","11943","-154.69547572811902","-154.69547572811902","-154.69547572811902","","","","","","","","","","","",""
"10444","11944","11944","11944","-154.6954827290385","-154.6954827290385","-154.6954827290385","","","","","","","","","","","",""
"10445","11945","11945","11945","-154.69550649416402","-154.69550649416402","-154.69550649416402","","","","","","","","","","","",""
"10446","11946","11946","11946","-154.69554050489404","-154.69554050489404","-154.69554050489404","","","","","","","","","","","",""
"10447","11947","11947","11947","-154.69555710832734","-154.69555710832734","-154.69555710832734","","","","","","","","","","","",""
"10448","11948","11948","11948","-154.69558677819498","-154.69558677819498","-154.69558677819498","","","","","","","","","","","",""
"10449","11949","11949","11949","-154.69560338162827","-154.69560338162827","-154.69560338162827","","","","","","","","","","","",""
"10450","11950","11950","11950","-154.69560895855918","-154.69560895855918","-154.69560895855918","","","","","","","","","","","",""
