"opt/step","C4H4-new-1-3.0-1-104613 - _step","C4H4-new-1-3.0-1-104613 - _step__MIN","C4H4-new-1-3.0-1-104613 - _step__MAX","C4H4-new-1-3.0-1-104613 - opt/E_smooth","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MIN","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MAX","C4H4-new-1-9.0-3-104613 - _step","C4H4-new-1-9.0-3-104613 - _step__MIN","C4H4-new-1-9.0-3-104613 - _step__MAX","C4H4-new-1-9.0-3-104613 - opt/E_smooth","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MIN","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MAX","C4H4-new-1-6.0-2-104613 - _step","C4H4-new-1-6.0-2-104613 - _step__MIN","C4H4-new-1-6.0-2-104613 - _step__MAX","C4H4-new-1-6.0-2-104613 - opt/E_smooth","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MIN","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MAX"
"6138","7638","7638","7638","-154.691223692155","-154.691223692155","-154.691223692155","7638","7638","7638","-154.7085349999283","-154.7085349999283","-154.7085349999283","7638","7638","7638","-154.70980334631966","-154.70980334631966","-154.70980334631966"
"6139","7639","7639","7639","-154.69114314167962","-154.69114314167962","-154.69114314167962","7639","7639","7639","-154.70854430953207","-154.70854430953207","-154.70854430953207","7639","7639","7639","-154.7097808190699","-154.7097808190699","-154.7097808190699"
"6140","7640","7640","7640","-154.69116245729526","-154.69116245729526","-154.69116245729526","7640","7640","7640","-154.70853886309197","-154.70853886309197","-154.70853886309197","7640","7640","7640","-154.7097768876762","-154.7097768876762","-154.7097768876762"
"6141","7641","7641","7641","-154.69105748477898","-154.69105748477898","-154.69105748477898","7641","7641","7641","-154.7085523325768","-154.7085523325768","-154.7085523325768","7641","7641","7641","-154.7097880708278","-154.7097880708278","-154.7097880708278"
"6142","7642","7642","7642","-154.6910073097055","-154.6910073097055","-154.6910073097055","7642","7642","7642","-154.7085368501247","-154.7085368501247","-154.7085368501247","7642","7642","7642","-154.7097887418169","-154.7097887418169","-154.7097887418169"
"6143","7643","7643","7643","-154.69100651445916","-154.69100651445916","-154.69100651445916","7643","7643","7643","-154.70854572209163","-154.70854572209163","-154.70854572209163","7643","7643","7643","-154.70977731015086","-154.70977731015086","-154.70977731015086"
"6144","7644","7644","7644","-154.6909678456061","-154.6909678456061","-154.6909678456061","7644","7644","7644","-154.7085712942316","-154.7085712942316","-154.7085712942316","7644","7644","7644","-154.70976145492702","-154.70976145492702","-154.70976145492702"
"6145","7645","7645","7645","-154.6909273874488","-154.6909273874488","-154.6909273874488","7645","7645","7645","-154.70858128451368","-154.70858128451368","-154.70858128451368","7645","7645","7645","-154.7097581745359","-154.7097581745359","-154.7097581745359"
"6146","7646","7646","7646","-154.69093041932544","-154.69093041932544","-154.69093041932544","7646","7646","7646","-154.70858570807144","-154.70858570807144","-154.70858570807144","7646","7646","7646","-154.70975713077507","-154.70975713077507","-154.70975713077507"
"6147","7647","7647","7647","-154.69094493257106","-154.69094493257106","-154.69094493257106","7647","7647","7647","-154.70860481883494","-154.70860481883494","-154.70860481883494","7647","7647","7647","-154.70976321937982","-154.70976321937982","-154.70976321937982"
"6148","7648","7648","7648","-154.69092748685458","-154.69092748685458","-154.69092748685458","7648","7648","7648","-154.70860750279132","-154.70860750279132","-154.70860750279132","7648","7648","7648","-154.7097747007488","-154.7097747007488","-154.7097747007488"
"6149","7649","7649","7649","-154.69090027451904","-154.69090027451904","-154.69090027451904","7649","7649","7649","-154.70859279073412","-154.70859279073412","-154.70859279073412","7649","7649","7649","-154.70980916970717","-154.70980916970717","-154.70980916970717"
"6150","7650","7650","7650","-154.69090511663174","-154.69090511663174","-154.69090511663174","7650","7650","7650","-154.70858211362264","-154.70858211362264","-154.70858211362264","7650","7650","7650","-154.70979671323204","-154.70979671323204","-154.70979671323204"
"6151","7651","7651","7651","-154.6909120141006","-154.6909120141006","-154.6909120141006","7651","7651","7651","-154.70857623340638","-154.70857623340638","-154.70857623340638","7651","7651","7651","-154.7097774102436","-154.7097774102436","-154.7097774102436"
"6152","7652","7652","7652","-154.69091380049542","-154.69091380049542","-154.69091380049542","7652","7652","7652","-154.7085745958778","-154.7085745958778","-154.7085745958778","7652","7652","7652","-154.70979420731706","-154.70979420731706","-154.70979420731706"
"6153","7653","7653","7653","-154.69088690532902","-154.69088690532902","-154.69088690532902","7653","7653","7653","-154.70856645785696","-154.70856645785696","-154.70856645785696","7653","7653","7653","-154.70976723771756","-154.70976723771756","-154.70976723771756"
"6154","7654","7654","7654","-154.69090556323044","-154.69090556323044","-154.69090556323044","7654","7654","7654","-154.70857784612392","-154.70857784612392","-154.70857784612392","7654","7654","7654","-154.70975716443567","-154.70975716443567","-154.70975716443567"
"6155","7655","7655","7655","-154.69088611137576","-154.69088611137576","-154.69088611137576","7655","7655","7655","-154.70857653113885","-154.70857653113885","-154.70857653113885","7655","7655","7655","-154.70975614718304","-154.70975614718304","-154.70975614718304"
"6156","7656","7656","7656","-154.69086790007304","-154.69086790007304","-154.69086790007304","7656","7656","7656","-154.70856434891863","-154.70856434891863","-154.70856434891863","7656","7656","7656","-154.70975267363758","-154.70975267363758","-154.70975267363758"
"6157","7657","7657","7657","-154.69084326271118","-154.69084326271118","-154.69084326271118","7657","7657","7657","-154.7085402325886","-154.7085402325886","-154.7085402325886","7657","7657","7657","-154.70973014521405","-154.70973014521405","-154.70973014521405"
"6158","7658","7658","7658","-154.6907941864758","-154.6907941864758","-154.6907941864758","7658","7658","7658","-154.7085291916762","-154.7085291916762","-154.7085291916762","7658","7658","7658","-154.70971295116394","-154.70971295116394","-154.70971295116394"
"6159","7659","7659","7659","-154.69076498388276","-154.69076498388276","-154.69076498388276","7659","7659","7659","-154.70852420465732","-154.70852420465732","-154.70852420465732","7659","7659","7659","-154.7097203448536","-154.7097203448536","-154.7097203448536"
"6160","7660","7660","7660","-154.69076770931096","-154.69076770931096","-154.69076770931096","7660","7660","7660","-154.708524753521","-154.708524753521","-154.708524753521","7660","7660","7660","-154.70972162717348","-154.70972162717348","-154.70972162717348"
"6161","7661","7661","7661","-154.69075106335924","-154.69075106335924","-154.69075106335924","7661","7661","7661","-154.7085118479543","-154.7085118479543","-154.7085118479543","7661","7661","7661","-154.70976111176725","-154.70976111176725","-154.70976111176725"
"6162","7662","7662","7662","-154.69078740206632","-154.69078740206632","-154.69078740206632","7662","7662","7662","-154.70851269016018","-154.70851269016018","-154.70851269016018","7662","7662","7662","-154.70975526586756","-154.70975526586756","-154.70975526586756"
"6163","7663","7663","7663","-154.69080825904746","-154.69080825904746","-154.69080825904746","7663","7663","7663","-154.70852079019917","-154.70852079019917","-154.70852079019917","7663","7663","7663","-154.70976658610556","-154.70976658610556","-154.70976658610556"
"6164","7664","7664","7664","-154.69084581152185","-154.69084581152185","-154.69084581152185","7664","7664","7664","-154.70852220213257","-154.70852220213257","-154.70852220213257","7664","7664","7664","-154.70974503554308","-154.70974503554308","-154.70974503554308"
"6165","7665","7665","7665","-154.69087949975744","-154.69087949975744","-154.69087949975744","7665","7665","7665","-154.70850607636686","-154.70850607636686","-154.70850607636686","7665","7665","7665","-154.7097215528612","-154.7097215528612","-154.7097215528612"
"6166","7666","7666","7666","-154.69085841983943","-154.69085841983943","-154.69085841983943","7666","7666","7666","-154.70850293048017","-154.70850293048017","-154.70850293048017","7666","7666","7666","-154.70969601420614","-154.70969601420614","-154.70969601420614"
"6167","7667","7667","7667","-154.69087912819603","-154.69087912819603","-154.69087912819603","7667","7667","7667","-154.70849740660034","-154.70849740660034","-154.70849740660034","7667","7667","7667","-154.70967964073282","-154.70967964073282","-154.70967964073282"
"6168","7668","7668","7668","-154.6908930989055","-154.6908930989055","-154.6908930989055","7668","7668","7668","-154.70849713412198","-154.70849713412198","-154.70849713412198","7668","7668","7668","-154.70965474611754","-154.70965474611754","-154.70965474611754"
"6169","7669","7669","7669","-154.6909013971106","-154.6909013971106","-154.6909013971106","7669","7669","7669","-154.70847853128012","-154.70847853128012","-154.70847853128012","7669","7669","7669","-154.7096501387559","-154.7096501387559","-154.7096501387559"
"6170","7670","7670","7670","-154.69092219768507","-154.69092219768507","-154.69092219768507","7670","7670","7670","-154.7084912712802","-154.7084912712802","-154.7084912712802","7670","7670","7670","-154.7096307096064","-154.7096307096064","-154.7096307096064"
"6171","7671","7671","7671","-154.69093688766998","-154.69093688766998","-154.69093688766998","7671","7671","7671","-154.70847499853593","-154.70847499853593","-154.70847499853593","7671","7671","7671","-154.70960226939988","-154.70960226939988","-154.70960226939988"
"6172","7672","7672","7672","-154.69092991363675","-154.69092991363675","-154.69092991363675","7672","7672","7672","-154.7084415380147","-154.7084415380147","-154.7084415380147","7672","7672","7672","-154.709569748642","-154.709569748642","-154.709569748642"
"6173","7673","7673","7673","-154.69092731692223","-154.69092731692223","-154.69092731692223","7673","7673","7673","-154.70843095331176","-154.70843095331176","-154.70843095331176","7673","7673","7673","-154.709532553798","-154.709532553798","-154.709532553798"
"6174","7674","7674","7674","-154.69090758189196","-154.69090758189196","-154.69090758189196","7674","7674","7674","-154.70843228876495","-154.70843228876495","-154.70843228876495","7674","7674","7674","-154.7095351752431","-154.7095351752431","-154.7095351752431"
"6175","7675","7675","7675","-154.69091030225954","-154.69091030225954","-154.69091030225954","7675","7675","7675","-154.70847586410744","-154.70847586410744","-154.70847586410744","7675","7675","7675","-154.70952909151197","-154.70952909151197","-154.70952909151197"
"6176","7676","7676","7676","-154.6908788943793","-154.6908788943793","-154.6908788943793","7676","7676","7676","-154.70847482542166","-154.70847482542166","-154.70847482542166","7676","7676","7676","-154.70948717312064","-154.70948717312064","-154.70948717312064"
"6177","7677","7677","7677","-154.69083232663246","-154.69083232663246","-154.69083232663246","7677","7677","7677","-154.70845810752633","-154.70845810752633","-154.70845810752633","7677","7677","7677","-154.709452006187","-154.709452006187","-154.709452006187"
"6178","7678","7678","7678","-154.6908346265796","-154.6908346265796","-154.6908346265796","7678","7678","7678","-154.70842754048698","-154.70842754048698","-154.70842754048698","7678","7678","7678","-154.7094220326824","-154.7094220326824","-154.7094220326824"
"6179","7679","7679","7679","-154.6907786859299","-154.6907786859299","-154.6907786859299","7679","7679","7679","-154.7083996938152","-154.7083996938152","-154.7083996938152","7679","7679","7679","-154.70939005599803","-154.70939005599803","-154.70939005599803"
"6180","7680","7680","7680","-154.69078700982251","-154.69078700982251","-154.69078700982251","7680","7680","7680","-154.70837387529392","-154.70837387529392","-154.70837387529392","7680","7680","7680","-154.70939584380216","-154.70939584380216","-154.70939584380216"
"6181","7681","7681","7681","-154.69079318247182","-154.69079318247182","-154.69079318247182","7681","7681","7681","-154.70834106149024","-154.70834106149024","-154.70834106149024","7681","7681","7681","-154.70937673327992","-154.70937673327992","-154.70937673327992"
"6182","7682","7682","7682","-154.6908364897793","-154.6908364897793","-154.6908364897793","7682","7682","7682","-154.70830293920818","-154.70830293920818","-154.70830293920818","7682","7682","7682","-154.7093673261624","-154.7093673261624","-154.7093673261624"
"6183","7683","7683","7683","-154.69085616818523","-154.69085616818523","-154.69085616818523","7683","7683","7683","-154.70830785263703","-154.70830785263703","-154.70830785263703","7683","7683","7683","-154.70935515369797","-154.70935515369797","-154.70935515369797"
"6184","7684","7684","7684","-154.6908845870626","-154.6908845870626","-154.6908845870626","7684","7684","7684","-154.7083267903251","-154.7083267903251","-154.7083267903251","7684","7684","7684","-154.70933890728503","-154.70933890728503","-154.70933890728503"
"6185","7685","7685","7685","-154.69087784652956","-154.69087784652956","-154.69087784652956","7685","7685","7685","-154.7083178029477","-154.7083178029477","-154.7083178029477","7685","7685","7685","-154.70934219113445","-154.70934219113445","-154.70934219113445"
"6186","7686","7686","7686","-154.69087913044063","-154.69087913044063","-154.69087913044063","7686","7686","7686","-154.70828372992358","-154.70828372992358","-154.70828372992358","7686","7686","7686","-154.70936740023419","-154.70936740023419","-154.70936740023419"
"6187","7687","7687","7687","-154.69092103038406","-154.69092103038406","-154.69092103038406","7687","7687","7687","-154.7082924210138","-154.7082924210138","-154.7082924210138","7687","7687","7687","-154.709388436623","-154.709388436623","-154.709388436623"
"6188","7688","7688","7688","-154.69095033812292","-154.69095033812292","-154.69095033812292","7688","7688","7688","-154.70831797578188","-154.70831797578188","-154.70831797578188","7688","7688","7688","-154.7094006831592","-154.7094006831592","-154.7094006831592"
"6189","7689","7689","7689","-154.69097285594756","-154.69097285594756","-154.69097285594756","7689","7689","7689","-154.70833992572278","-154.70833992572278","-154.70833992572278","7689","7689","7689","-154.7094006831592","-154.7094006831592","-154.7094006831592"
"6190","7690","7690","7690","-154.6909815429293","-154.6909815429293","-154.6909815429293","7690","7690","7690","-154.70834471374414","-154.70834471374414","-154.70834471374414","7690","7690","7690","-154.70937693754576","-154.70937693754576","-154.70937693754576"
"6191","7691","7691","7691","-154.69095193742743","-154.69095193742743","-154.69095193742743","7691","7691","7691","-154.7083559791183","-154.7083559791183","-154.7083559791183","7691","7691","7691","-154.7093521882336","-154.7093521882336","-154.7093521882336"
"6192","7692","7692","7692","-154.69090805916485","-154.69090805916485","-154.69090805916485","7692","7692","7692","-154.70835558470694","-154.70835558470694","-154.70835558470694","7692","7692","7692","-154.70933493273708","-154.70933493273708","-154.70933493273708"
"6193","7693","7693","7693","-154.69093058991317","-154.69093058991317","-154.69093058991317","7693","7693","7693","-154.7083575814144","-154.7083575814144","-154.7083575814144","7693","7693","7693","-154.70931156386467","-154.70931156386467","-154.70931156386467"
"6194","7694","7694","7694","-154.69093889720222","-154.69093889720222","-154.69093889720222","7694","7694","7694","-154.70833625855084","-154.70833625855084","-154.70833625855084","7694","7694","7694","-154.70929531904721","-154.70929531904721","-154.70929531904721"
"6195","7695","7695","7695","-154.69095671966502","-154.69095671966502","-154.69095671966502","7695","7695","7695","-154.708324031799","-154.708324031799","-154.708324031799","7695","7695","7695","-154.70930865508097","-154.70930865508097","-154.70930865508097"
"6196","7696","7696","7696","-154.6910114935411","-154.6910114935411","-154.6910114935411","7696","7696","7696","-154.70829674346382","-154.70829674346382","-154.70829674346382","7696","7696","7696","-154.70933823593214","-154.70933823593214","-154.70933823593214"
"6197","7697","7697","7697","-154.69102621001457","-154.69102621001457","-154.69102621001457","7697","7697","7697","-154.70829980015176","-154.70829980015176","-154.70829980015176","7697","7697","7697","-154.7093463213648","-154.7093463213648","-154.7093463213648"
"6198","7698","7698","7698","-154.69100833825033","-154.69100833825033","-154.69100833825033","7698","7698","7698","-154.70830751582378","-154.70830751582378","-154.70830751582378","7698","7698","7698","-154.70934602555627","-154.70934602555627","-154.70934602555627"
"6199","7699","7699","7699","-154.69101851899327","-154.69101851899327","-154.69101851899327","7699","7699","7699","-154.70833571623524","-154.70833571623524","-154.70833571623524","7699","7699","7699","-154.7093409968116","-154.7093409968116","-154.7093409968116"
"6200","7700","7700","7700","-154.69103322182931","-154.69103322182931","-154.69103322182931","7700","7700","7700","-154.70835640199724","-154.70835640199724","-154.70835640199724","7700","7700","7700","-154.70930601550685","-154.70930601550685","-154.70930601550685"
"6201","7701","7701","7701","-154.69106698805285","-154.69106698805285","-154.69106698805285","7701","7701","7701","-154.7083794870684","-154.7083794870684","-154.7083794870684","7701","7701","7701","-154.7092905106083","-154.7092905106083","-154.7092905106083"
"6202","7702","7702","7702","-154.691089605516","-154.691089605516","-154.691089605516","7702","7702","7702","-154.70840500862369","-154.70840500862369","-154.70840500862369","7702","7702","7702","-154.7093054986769","-154.7093054986769","-154.7093054986769"
"6203","7703","7703","7703","-154.69109280493953","-154.69109280493953","-154.69109280493953","7703","7703","7703","-154.70841829853674","-154.70841829853674","-154.70841829853674","7703","7703","7703","-154.70932289861864","-154.70932289861864","-154.70932289861864"
"6204","7704","7704","7704","-154.69111259214338","-154.69111259214338","-154.69111259214338","7704","7704","7704","-154.7084132779029","-154.7084132779029","-154.7084132779029","7704","7704","7704","-154.70935742778164","-154.70935742778164","-154.70935742778164"
"6205","7705","7705","7705","-154.69109590591924","-154.69109590591924","-154.69109590591924","7705","7705","7705","-154.70841746176444","-154.70841746176444","-154.70841746176444","7705","7705","7705","-154.70933508103894","-154.70933508103894","-154.70933508103894"
"6206","7706","7706","7706","-154.69108109012726","-154.69108109012726","-154.69108109012726","7706","7706","7706","-154.70843053017893","-154.70843053017893","-154.70843053017893","7706","7706","7706","-154.70931327573714","-154.70931327573714","-154.70931327573714"
"6207","7707","7707","7707","-154.69106605283676","-154.69106605283676","-154.69106605283676","7707","7707","7707","-154.7084460350775","-154.7084460350775","-154.7084460350775","7707","7707","7707","-154.70930761521862","-154.70930761521862","-154.70930761521862"
"6208","7708","7708","7708","-154.69103775024413","-154.69103775024413","-154.69103775024413","7708","7708","7708","-154.70845853744015","-154.70845853744015","-154.70845853744015","7708","7708","7708","-154.70929747550719","-154.70929747550719","-154.70929747550719"
"6209","7709","7709","7709","-154.69098532892042","-154.69098532892042","-154.69098532892042","7709","7709","7709","-154.70844492758474","-154.70844492758474","-154.70844492758474","7709","7709","7709","-154.70928910778414","-154.70928910778414","-154.70928910778414"
"6210","7710","7710","7710","-154.69095671771996","-154.69095671771996","-154.69095671771996","7710","7710","7710","-154.70844488712132","-154.70844488712132","-154.70844488712132","7710","7710","7710","-154.70926699431047","-154.70926699431047","-154.70926699431047"
"6211","7711","7711","7711","-154.69091467619327","-154.69091467619327","-154.69091467619327","7711","7711","7711","-154.70845675506837","-154.70845675506837","-154.70845675506837","7711","7711","7711","-154.70925709206892","-154.70925709206892","-154.70925709206892"
"6212","7712","7712","7712","-154.69086575469726","-154.69086575469726","-154.69086575469726","7712","7712","7712","-154.70843980085832","-154.70843980085832","-154.70843980085832","7712","7712","7712","-154.70927185943162","-154.70927185943162","-154.70927185943162"
"6213","7713","7713","7713","-154.69086695869188","-154.69086695869188","-154.69086695869188","7713","7713","7713","-154.70846162018952","-154.70846162018952","-154.70846162018952","7713","7713","7713","-154.70925139152294","-154.70925139152294","-154.70925139152294"
"6214","7714","7714","7714","-154.69084622049868","-154.69084622049868","-154.69084622049868","7714","7714","7714","-154.70849122862884","-154.70849122862884","-154.70849122862884","7714","7714","7714","-154.7092155665399","-154.7092155665399","-154.7092155665399"
"6215","7715","7715","7715","-154.69087410894568","-154.69087410894568","-154.69087410894568","7715","7715","7715","-154.7084905160606","-154.7084905160606","-154.7084905160606","7715","7715","7715","-154.70921251969637","-154.70921251969637","-154.70921251969637"
"6216","7716","7716","7716","-154.69085251075634","-154.69085251075634","-154.69085251075634","7716","7716","7716","-154.70849267833665","-154.70849267833665","-154.70849267833665","7716","7716","7716","-154.70921190541338","-154.70921190541338","-154.70921190541338"
"6217","7717","7717","7717","-154.69084924277092","-154.69084924277092","-154.69084924277092","7717","7717","7717","-154.7084896314931","-154.7084896314931","-154.7084896314931","7717","7717","7717","-154.70918708838127","-154.70918708838127","-154.70918708838127"
"6218","7718","7718","7718","-154.69087627122175","-154.69087627122175","-154.69087627122175","7718","7718","7718","-154.70850176972468","-154.70850176972468","-154.70850176972468","7718","7718","7718","-154.70920379687814","-154.70920379687814","-154.70920379687814"
"6219","7719","7719","7719","-154.69091858303298","-154.69091858303298","-154.69091858303298","7719","7719","7719","-154.70847567498396","-154.70847567498396","-154.70847567498396","7719","7719","7719","-154.70921227398318","-154.70921227398318","-154.70921227398318"
"6220","7720","7720","7720","-154.69090997137823","-154.69090997137823","-154.69090997137823","7720","7720","7720","-154.70848596211033","-154.70848596211033","-154.70848596211033","7720","7720","7720","-154.70918622277557","-154.70918622277557","-154.70918622277557"
"6221","7721","7721","7721","-154.69092935151227","-154.69092935151227","-154.69092935151227","7721","7721","7721","-154.70848821903732","-154.70848821903732","-154.70848821903732","7721","7721","7721","-154.70919309168383","-154.70919309168383","-154.70919309168383"
"6222","7722","7722","7722","-154.69095773482246","-154.69095773482246","-154.69095773482246","7722","7722","7722","-154.7084580203728","-154.7084580203728","-154.7084580203728","7722","7722","7722","-154.70920518586874","-154.70920518586874","-154.70920518586874"
"6223","7723","7723","7723","-154.69096288650366","-154.69096288650366","-154.69096288650366","7723","7723","7723","-154.7084290237672","-154.7084290237672","-154.7084290237672","7723","7723","7723","-154.7092077371775","-154.7092077371775","-154.7092077371775"
"6224","7724","7724","7724","-154.69094171554713","-154.69094171554713","-154.69094171554713","7724","7724","7724","-154.70843115803513","-154.70843115803513","-154.70843115803513","7724","7724","7724","-154.7092099450409","-154.7092099450409","-154.7092099450409"
"6225","7725","7725","7725","-154.69094306479695","-154.69094306479695","-154.69094306479695","7725","7725","7725","-154.70844668667416","-154.70844668667416","-154.70844668667416","7725","7725","7725","-154.7092017514146","-154.7092017514146","-154.7092017514146"
"6226","7726","7726","7726","-154.69093725075675","-154.69093725075675","-154.69093725075675","7726","7726","7726","-154.70845811850006","-154.70845811850006","-154.70845811850006","7726","7726","7726","-154.70919311621566","-154.70919311621566","-154.70919311621566"
"6227","7727","7727","7727","-154.69094426685592","-154.69094426685592","-154.69094426685592","7727","7727","7727","-154.7084590016454","-154.7084590016454","-154.7084590016454","7727","7727","7727","-154.70917341716805","-154.70917341716805","-154.70917341716805"
"6228","7728","7728","7728","-154.69097242937977","-154.69097242937977","-154.69097242937977","7728","7728","7728","-154.70848677166023","-154.70848677166023","-154.70848677166023","7728","7728","7728","-154.7091604643696","-154.7091604643696","-154.7091604643696"
"6229","7729","7729","7729","-154.69100466418496","-154.69100466418496","-154.69100466418496","7729","7729","7729","-154.70854859183456","-154.70854859183456","-154.70854859183456","7729","7729","7729","-154.70914537730323","-154.70914537730323","-154.70914537730323"
"6230","7730","7730","7730","-154.691024363902","-154.691024363902","-154.691024363902","7730","7730","7730","-154.70856148856026","-154.70856148856026","-154.70856148856026","7730","7730","7730","-154.70915129096704","-154.70915129096704","-154.70915129096704"
"6231","7731","7731","7731","-154.6910791779789","-154.6910791779789","-154.6910791779789","7731","7731","7731","-154.70860341961463","-154.70860341961463","-154.70860341961463","7731","7731","7731","-154.7091311336903","-154.7091311336903","-154.7091311336903"
"6232","7732","7732","7732","-154.69108936683324","-154.69108936683324","-154.69108936683324","7732","7732","7732","-154.70862957753874","-154.70862957753874","-154.70862957753874","7732","7732","7732","-154.70912591680096","-154.70912591680096","-154.70912591680096"
"6233","7733","7733","7733","-154.69111417767323","-154.69111417767323","-154.69111417767323","7733","7733","7733","-154.70865605386456","-154.70865605386456","-154.70865605386456","7733","7733","7733","-154.70907634410582","-154.70907634410582","-154.70907634410582"
"6234","7734","7734","7734","-154.69115892535802","-154.69115892535802","-154.69115892535802","7734","7734","7734","-154.7086709207746","-154.7086709207746","-154.7086709207746","7734","7734","7734","-154.7090716660501","-154.7090716660501","-154.7090716660501"
"6235","7735","7735","7735","-154.6912062937337","-154.6912062937337","-154.6912062937337","7735","7735","7735","-154.70872394690352","-154.70872394690352","-154.70872394690352","7735","7735","7735","-154.70909561965476","-154.70909561965476","-154.70909561965476"
"6236","7736","7736","7736","-154.69125400500351","-154.69125400500351","-154.69125400500351","7736","7736","7736","-154.70878363497567","-154.70878363497567","-154.70878363497567","7736","7736","7736","-154.70909760354226","-154.70909760354226","-154.70909760354226"
"6237","7737","7737","7737","-154.69130306335742","-154.69130306335742","-154.69130306335742","7737","7737","7737","-154.70882115739116","-154.70882115739116","-154.70882115739116","7737","7737","7737","-154.70910230609041","-154.70910230609041","-154.70910230609041"
"6238","7738","7738","7738","-154.6913309847371","-154.6913309847371","-154.6913309847371","7738","7738","7738","-154.70887543263444","-154.70887543263444","-154.70887543263444","7738","7738","7738","-154.70908817395352","-154.70908817395352","-154.70908817395352"
"6239","7739","7739","7739","-154.69135204823402","-154.69135204823402","-154.69135204823402","7739","7739","7739","-154.70893330826613","-154.70893330826613","-154.70893330826613","7739","7739","7739","-154.7090825896776","-154.7090825896776","-154.7090825896776"
"6240","7740","7740","7740","-154.69137267577344","-154.69137267577344","-154.69137267577344","7740","7740","7740","-154.70895882141895","-154.70895882141895","-154.70895882141895","7740","7740","7740","-154.70906042441342","-154.70906042441342","-154.70906042441342"
"6241","7741","7741","7741","-154.6913949770805","-154.6913949770805","-154.6913949770805","7741","7741","7741","-154.70899254236465","-154.70899254236465","-154.70899254236465","7741","7741","7741","-154.7090267768273","-154.7090267768273","-154.7090267768273"
"6242","7742","7742","7742","-154.6913819679847","-154.6913819679847","-154.6913819679847","7742","7742","7742","-154.70905663416937","-154.70905663416937","-154.70905663416937","7742","7742","7742","-154.70899317814752","-154.70899317814752","-154.70899317814752"
"6243","7743","7743","7743","-154.69138231032935","-154.69138231032935","-154.69138231032935","7743","7743","7743","-154.70907741937881","-154.70907741937881","-154.70907741937881","7743","7743","7743","-154.70901763133514","-154.70901763133514","-154.70901763133514"
"6244","7744","7744","7744","-154.69146063388922","-154.69146063388922","-154.69146063388922","7744","7744","7744","-154.70909062410013","-154.70909062410013","-154.70909062410013","7744","7744","7744","-154.70900376637778","-154.70900376637778","-154.70900376637778"
"6245","7745","7745","7745","-154.69151330605533","-154.69151330605533","-154.69151330605533","7745","7745","7745","-154.70909725091397","-154.70909725091397","-154.70909725091397","7745","7745","7745","-154.709002103561","-154.709002103561","-154.709002103561"
"6246","7746","7746","7746","-154.69156666291065","-154.69156666291065","-154.69156666291065","7746","7746","7746","-154.70912957802798","-154.70912957802798","-154.70912957802798","7746","7746","7746","-154.70898826305682","-154.70898826305682","-154.70898826305682"
"6247","7747","7747","7747","-154.6915906759409","-154.6915906759409","-154.6915906759409","7747","7747","7747","-154.70914879823343","-154.70914879823343","-154.70914879823343","7747","7747","7747","-154.70896943410239","-154.70896943410239","-154.70896943410239"
"6248","7748","7748","7748","-154.6916470405383","-154.6916470405383","-154.6916470405383","7748","7748","7748","-154.70915699005127","-154.70915699005127","-154.70915699005127","7748","7748","7748","-154.7089670621432","-154.7089670621432","-154.7089670621432"
"6249","7749","7749","7749","-154.6916549144647","-154.6916549144647","-154.6916549144647","7749","7749","7749","-154.7091458883041","-154.7091458883041","-154.7091458883041","7749","7749","7749","-154.7089756941184","-154.7089756941184","-154.7089756941184"
"6250","7750","7750","7750","-154.69165693359375","-154.69165693359375","-154.69165693359375","7750","7750","7750","-154.7091657470703","-154.7091657470703","-154.7091657470703","7750","7750","7750","-154.70899177246093","-154.70899177246093","-154.70899177246093"
"6251","7751","7751","7751","-154.69163061523437","-154.69163061523437","-154.69163061523437","7751","7751","7751","-154.70918374023438","-154.70918374023438","-154.70918374023438","7751","7751","7751","-154.7089697998047","-154.7089697998047","-154.7089697998047"
"6252","7752","7752","7752","-154.69161704101563","-154.69161704101563","-154.69161704101563","7752","7752","7752","-154.7091989013672","-154.7091989013672","-154.7091989013672","7752","7752","7752","-154.70894072265625","-154.70894072265625","-154.70894072265625"
"6253","7753","7753","7753","-154.69161154785155","-154.69161154785155","-154.69161154785155","7753","7753","7753","-154.70923317871095","-154.70923317871095","-154.70923317871095","7753","7753","7753","-154.7089241699219","-154.7089241699219","-154.7089241699219"
"6254","7754","7754","7754","-154.6916033935547","-154.6916033935547","-154.6916033935547","7754","7754","7754","-154.70923549804687","-154.70923549804687","-154.70923549804687","7754","7754","7754","-154.70887990722656","-154.70887990722656","-154.70887990722656"
"6255","7755","7755","7755","-154.69160854492188","-154.69160854492188","-154.69160854492188","7755","7755","7755","-154.70926437988282","-154.70926437988282","-154.70926437988282","7755","7755","7755","-154.708838671875","-154.708838671875","-154.708838671875"
"6256","7756","7756","7756","-154.6916225341797","-154.6916225341797","-154.6916225341797","7756","7756","7756","-154.7092763671875","-154.7092763671875","-154.7092763671875","7756","7756","7756","-154.70882336425782","-154.70882336425782","-154.70882336425782"
