Molecule,16det,16det,1det,1det,baseline,baseline,nojastrow
State,singlet,triplet,singlet,triplet,singlet,triplet,singlet
opt/step,,,,,,,
4225,-61.567527770996094,-61.46196746826172,-61.57666778564453,-61.459495544433594,-61.583168029785156,-61.4705924987793,-61.548038482666016
4226,-61.56854248046875,-61.461769104003906,-61.58830261230469,-61.47238540649414,-61.57926940917969,-61.46652603149414,-61.574241638183594
4227,-61.58049011230469,-61.457069396972656,-61.55094528198242,-61.477806091308594,-61.584747314453125,-61.462825775146484,-61.57477951049805
4228,-61.555450439453125,-61.458885192871094,-61.57958984375,-61.46788787841797,-61.59107971191406,-61.47330856323242,-61.56141662597656
4229,-61.5527229309082,-61.48320770263672,-61.577110290527344,-61.46528625488281,-61.56922149658203,-61.47760772705078,-61.552635192871094
4230,-61.592323303222656,-61.45283126831055,-61.5645637512207,-61.45824432373047,-61.581329345703125,-61.471397399902344,-61.56938171386719
4231,-61.56060791015625,-61.47911834716797,-61.55800247192383,-61.46342849731445,-61.58091354370117,-61.460899353027344,-61.55122375488281
4232,-61.599098205566406,-61.46615982055664,-61.58797073364258,-61.461280822753906,-61.54829025268555,-61.478607177734375,-61.561607360839844
4233,-61.57938766479492,-61.441036224365234,-61.57207489013672,-61.45887756347656,-61.574867248535156,-61.47486114501953,-61.544281005859375
4234,-61.56812286376953,-61.46778106689453,-61.5772590637207,-61.46159744262695,-61.562644958496094,-61.474510192871094,-61.57378387451172
4235,-61.571773529052734,-61.46550750732422,-61.57558059692383,-61.45724868774414,-61.5257568359375,-61.4631462097168,-61.56645965576172
4236,-61.550716400146484,-61.461631774902344,-61.581260681152344,-61.460689544677734,-61.57307434082031,-61.44803237915039,-61.56272888183594
4237,-61.55060577392578,-61.455230712890625,-61.570335388183594,-61.465057373046875,-61.57408142089844,-61.477745056152344,-61.5584602355957
4238,-61.568328857421875,-61.4683837890625,-61.57160568237305,-61.46609878540039,-61.56235122680664,-61.47881317138672,-61.562164306640625
4239,-61.56036376953125,-61.47392272949219,-61.569637298583984,-61.464595794677734,-61.566383361816406,-61.461265563964844,-61.56828308105469
4240,-61.57809066772461,-61.458072662353516,-61.571754455566406,-61.44457244873047,-61.56402587890625,-61.4602165222168,-61.553260803222656
4241,-61.5639533996582,-61.46471405029297,-61.55843734741211,-61.46161651611328,-61.578582763671875,-61.506752014160156,-61.56181716918945
4242,-61.57305908203125,-61.454647064208984,-61.55759811401367,-61.47803497314453,-61.566490173339844,,-61.553955078125
4243,-61.55192565917969,-61.47380065917969,-61.56328201293945,-61.46763610839844,-61.56993103027344,-61.49433898925781,-61.58819580078125
4244,-61.55733871459961,-61.46166229248047,-61.568641662597656,-61.46490478515625,-61.5711669921875,-61.465431213378906,-61.56605529785156
4245,-61.55975341796875,-61.47968673706055,-61.59210968017578,-61.45212936401367,-61.581504821777344,-61.457550048828125,-61.5804557800293
4246,-61.57182312011719,-61.455814361572266,-61.584556579589844,-61.47525405883789,-61.575836181640625,-61.47156524658203,-61.54981994628906
4247,-61.56206512451172,-61.46099853515625,-61.56492233276367,-61.47119903564453,-61.560325622558594,-61.45344543457031,-61.555908203125
4248,-61.56412124633789,-61.44910430908203,-61.59279251098633,-61.47108459472656,-61.5943717956543,-61.46739959716797,-61.55882263183594
4249,-61.56761169433594,-61.46043395996094,-61.57975769042969,-61.46369171142578,-61.56270217895508,-61.46510314941406,-61.5704231262207
4250,-61.57902526855469,-61.470985412597656,-61.546348571777344,-61.46573257446289,-61.56039810180664,-61.485904693603516,-61.56438446044922
4251,-61.56154251098633,-61.462867736816406,-61.55670928955078,-61.46828079223633,-61.58297348022461,-61.481231689453125,-61.566558837890625
4252,-61.55767059326172,-61.4444465637207,-61.5669059753418,-61.47771453857422,-61.581932067871094,-61.47694396972656,-61.56697082519531
4253,-61.557762145996094,-61.463218688964844,-61.55347442626953,-61.48240280151367,-61.59014892578125,-61.454681396484375,-61.559913635253906
4254,-61.56526184082031,-61.45307159423828,-61.56178283691406,-61.468318939208984,-61.59535217285156,-61.451053619384766,-61.54820251464844
4255,-61.599632263183594,-61.472530364990234,-61.56943130493164,-61.486045837402344,-61.564292907714844,-61.485267639160156,-61.561485290527344
4256,-61.5794677734375,-61.4476432800293,-61.56576156616211,-61.4680290222168,-61.55387496948242,-61.47687530517578,-61.55643844604492
4257,-61.578041076660156,-61.464866638183594,-61.57511901855469,-61.452239990234375,-61.578392028808594,-61.464107513427734,-61.5846061706543
4258,-61.587974548339844,-61.450714111328125,-61.56402587890625,-61.45927047729492,-61.57008361816406,-61.472633361816406,-61.57135009765625
4259,-61.56971740722656,-61.45567321777344,-61.574562072753906,-61.47582244873047,-61.568389892578125,-61.472476959228516,-61.58735275268555
4260,-61.561256408691406,-61.47003173828125,-61.5576171875,-61.45732116699219,-61.56405258178711,-61.46772003173828,-61.56196594238281
4261,-61.57933807373047,-61.47395324707031,-61.576332092285156,-61.473182678222656,-61.576820373535156,-61.455810546875,-61.52191162109375
4262,-61.56327819824219,-61.459442138671875,-61.5706787109375,-61.46538543701172,-61.56527328491211,-61.47161865234375,-61.56227111816406
4263,-61.57490921020508,-61.462738037109375,-61.55957794189453,-61.466941833496094,-61.58310317993164,-61.47565841674805,-61.55464172363281
4264,-61.55910110473633,-61.46075439453125,-61.55624771118164,-61.46297836303711,-61.57035827636719,-61.46627426147461,-61.566314697265625
4265,-61.57023620605469,-61.4676513671875,-61.5792236328125,-61.45869064331055,-61.566932678222656,-61.45951461791992,-61.560791015625
4266,-61.578643798828125,-61.46534729003906,-61.58218765258789,-61.47811508178711,-61.557472229003906,-61.447357177734375,-61.561370849609375
4267,-61.57471466064453,-61.47726058959961,-61.57686233520508,-61.457218170166016,-61.58207702636719,-61.47559356689453,-61.560577392578125
4268,-61.59526824951172,-61.47217559814453,-61.55504608154297,-61.474945068359375,-61.57038497924805,-61.45942687988281,-61.556556701660156
4269,-61.5506477355957,-61.464866638183594,-61.57322692871094,-61.4742431640625,-61.580345153808594,-61.464664459228516,-61.56199645996094
4270,-61.554718017578125,-61.47607421875,-61.569984436035156,-61.45562744140625,-61.5799674987793,-61.477012634277344,-61.572166442871094
4271,-61.57001876831055,-61.461181640625,-61.558387756347656,-61.4654655456543,-61.550777435302734,-61.463836669921875,-61.55348205566406
4272,-61.566612243652344,-61.45012283325195,-61.58808517456055,-61.449344635009766,-61.55322265625,-61.47761917114258,-61.56464385986328
4273,-61.51610565185547,-61.469512939453125,-61.57851791381836,-61.47911834716797,-61.569393157958984,-61.460975646972656,-61.56431198120117
4274,-61.56268310546875,-61.48394775390625,-61.56067657470703,-61.48252868652344,-61.5744743347168,-61.46559143066406,-61.56310272216797
4275,-61.57231140136719,-61.456260681152344,-61.55634307861328,-61.46936798095703,-61.5634880065918,-61.45650100708008,-61.57422637939453
4276,-61.576515197753906,-61.451690673828125,-61.570396423339844,-61.46855926513672,-61.587135314941406,-61.47300720214844,-61.57404708862305
4277,-61.564453125,-61.465293884277344,-61.5482177734375,-61.45732879638672,-61.58287811279297,-61.47164535522461,-61.579566955566406
4278,-61.568504333496094,-61.4537353515625,-61.57699203491211,-61.45714569091797,-61.567745208740234,-61.465999603271484,-61.55937194824219
4279,-61.56930923461914,-61.471736907958984,-61.56875991821289,-61.463661193847656,-61.57059097290039,-61.476444244384766,-61.56509780883789
4280,-61.56458282470703,-61.47151184082031,-61.57635498046875,-61.466552734375,-61.5542106628418,-61.464622497558594,-61.57172393798828
4281,-61.579803466796875,-61.46783447265625,-61.571083068847656,-61.46149444580078,-61.569664001464844,-61.47432327270508,-61.56695556640625
4282,-61.56329345703125,-61.466129302978516,-61.59276580810547,-61.47121810913086,-61.58149719238281,-61.47215270996094,-61.568321228027344
4283,-61.565765380859375,-61.44947814941406,-61.580806732177734,-61.45586395263672,-61.570343017578125,-61.47857666015625,-61.578285217285156
4284,-61.57061004638672,-61.442283630371094,-61.57016372680664,-61.473995208740234,-61.56000518798828,-61.46861267089844,-61.578338623046875
4285,-61.579593658447266,-61.464759826660156,-61.57508087158203,-61.45228576660156,-61.56429672241211,-61.45769500732422,-61.57038879394531
4286,-61.57490539550781,-61.48303985595703,-61.56524658203125,-61.456424713134766,-61.566951751708984,-61.482879638671875,-61.565269470214844
4287,-61.57945251464844,-61.45250701904297,-61.57288360595703,-61.44938659667969,-61.572296142578125,-61.477474212646484,-61.53632354736328
4288,-61.576316833496094,-61.47827911376953,-61.578155517578125,-61.481544494628906,-61.5735969543457,-61.46778106689453,-61.55867385864258
4289,-61.5733642578125,-61.46603775024414,-61.558162689208984,-61.474647521972656,-61.57097244262695,-61.47834014892578,-61.55617904663086
4290,-61.583473205566406,-61.46031951904297,-61.552677154541016,-61.47572326660156,-61.5725212097168,-61.44569396972656,-61.572509765625
4291,-61.55054473876953,-61.47903060913086,-61.56500244140625,-61.446441650390625,-61.579349517822266,-61.46880340576172,-61.55702590942383
4292,-61.572105407714844,-61.48616027832031,-61.57807922363281,-61.46818923950195,-61.57459259033203,-61.46714401245117,-61.54541015625
4293,-61.559051513671875,-61.45911407470703,-61.57207107543945,-61.464515686035156,-61.5731201171875,-61.46351623535156,-61.56633377075195
4294,-61.56942367553711,-61.45962905883789,-61.57197189331055,-61.46098327636719,-61.583274841308594,-61.43818283081055,-61.552486419677734
4295,-61.55552673339844,-61.44824981689453,-61.571754455566406,-61.45220184326172,-61.548851013183594,-61.47595977783203,-61.56861114501953
4296,-61.571136474609375,-61.45995330810547,-61.5794677734375,-61.46295928955078,-61.564029693603516,-61.457557678222656,-61.5650520324707
4297,-61.56991195678711,-61.47374725341797,-61.57371520996094,-61.451080322265625,-61.566978454589844,-61.47654342651367,-61.56672286987305
4298,-61.561920166015625,-61.46385192871094,-61.58274459838867,-61.4974479675293,-61.57948684692383,-61.47022247314453,-61.560020446777344
4299,-61.56804275512695,-61.45598220825195,-61.56870651245117,-61.47550582885742,-61.56051254272461,-61.45907974243164,-61.577247619628906
4300,-61.57797622680664,-61.46929931640625,-61.56829833984375,-61.45750045776367,-61.563724517822266,-61.45732879638672,-61.55941390991211
4301,-61.58039855957031,-61.458824157714844,-61.57196807861328,-61.482723236083984,-61.56958770751953,-61.479427337646484,-61.551517486572266
4302,-61.57191467285156,-61.46217727661133,-61.57596206665039,-61.46928024291992,-61.5904541015625,-61.4765625,-61.55119323730469
4303,-61.564918518066406,-61.45812225341797,-61.574790954589844,-61.4653434753418,-61.5711669921875,-61.46441650390625,-61.569679260253906
4304,-61.57925796508789,-61.45301818847656,-61.56748580932617,-61.47797393798828,-61.56917190551758,-61.46919250488281,-61.56894302368164
4305,-61.565582275390625,-61.47378921508789,-61.55710983276367,-61.468360900878906,-61.57585906982422,-61.46247100830078,-61.53608703613281
4306,-61.58567428588867,-61.46839904785156,-61.583641052246094,-61.46868896484375,-61.56806182861328,-61.46969985961914,-61.554901123046875
4307,-61.5643196105957,-61.461238861083984,-61.583648681640625,-61.473426818847656,-61.57444763183594,-61.472869873046875,-61.56922149658203
4308,-61.54320526123047,-61.46564865112305,-61.562583923339844,-61.473388671875,-61.57920837402344,-61.468082427978516,-61.56123352050781
4309,-61.575462341308594,-61.46051025390625,-61.566959381103516,-61.4434814453125,-61.581085205078125,-61.4879150390625,-61.5733528137207
4310,-61.5604133605957,-61.457542419433594,-61.580684661865234,-61.45378112792969,-61.58866882324219,-61.47039794921875,-61.55262756347656
4311,-61.56847381591797,-61.46452713012695,-61.56989288330078,-61.47002410888672,-61.5635871887207,-61.475154876708984,-61.56206512451172
4312,-61.592735290527344,-61.45865249633789,-61.57386016845703,-61.44866943359375,-61.566505432128906,-61.48238754272461,-61.55379104614258
4313,-61.5760612487793,-61.4734992980957,-61.58475112915039,-61.45302963256836,-61.58468246459961,-61.47216796875,-61.550636291503906
4314,-61.575870513916016,-61.47425079345703,-61.56751251220703,-61.46669006347656,-61.57248306274414,-61.463809967041016,-61.58694839477539
4315,-61.56316375732422,-61.45808792114258,-61.55493927001953,-61.485206604003906,-61.590694427490234,-61.46799850463867,-61.57979202270508
4316,-61.55317687988281,-61.46455383300781,-61.58802032470703,-61.47859191894531,-61.57706069946289,-61.466732025146484,-61.55755615234375
4317,-61.56101989746094,-61.472537994384766,-61.5609130859375,-61.47826385498047,-61.58449172973633,-61.47346115112305,-61.5615348815918
4318,-61.563331604003906,-61.46343231201172,-61.56689453125,-61.469879150390625,-61.56761169433594,-61.4780387878418,-61.54574203491211
4319,-61.569576263427734,-61.47174072265625,-61.55730056762695,-61.47962188720703,-61.57302474975586,-61.46318817138672,-61.57698440551758
4320,-61.5798454284668,-61.444236755371094,-61.58258056640625,-61.46531677246094,-61.58725357055664,-61.457454681396484,-61.577796936035156
4321,-61.575843811035156,-61.455162048339844,-61.56460952758789,-61.462947845458984,-61.55830764770508,-61.4656982421875,-61.546775817871094
4322,-61.580589294433594,-61.4600715637207,-61.57209014892578,-61.46044158935547,-61.598876953125,-61.47382354736328,-61.57670593261719
4323,-61.573265075683594,-61.465450286865234,-61.573970794677734,-61.46733474731445,-61.5566520690918,-61.470741271972656,-61.545291900634766
4324,-61.56935119628906,-61.47091293334961,-61.55936813354492,-61.46391677856445,-61.57965087890625,-61.47539138793945,-61.556968688964844
4325,-61.564292907714844,-61.460601806640625,-61.56123352050781,-61.453590393066406,-61.5761604309082,-61.466739654541016,-61.562347412109375
4326,-61.55475616455078,-61.47407913208008,-61.54966735839844,-61.469356536865234,-61.57398223876953,-61.467132568359375,-61.551265716552734
4327,-61.587249755859375,-61.46229553222656,-61.5751838684082,-61.450992584228516,-61.576568603515625,-61.47309875488281,-61.55834197998047
4328,-61.57585144042969,-61.451690673828125,-61.578880310058594,-61.4558219909668,-61.590782165527344,-61.452735900878906,-61.549556732177734
4329,-61.574623107910156,-61.46259307861328,-61.56949234008789,-61.476131439208984,-61.57355499267578,-61.4599723815918,-61.56234359741211
4330,-61.55447006225586,-61.4571647644043,-61.55638885498047,-61.468833923339844,-61.57371139526367,-61.463871002197266,-61.539981842041016
4331,-61.56167984008789,-61.47020721435547,-61.57799530029297,-61.466773986816406,-61.56158447265625,-61.46249771118164,-61.55183410644531
4332,-61.56743240356445,-61.43927764892578,-61.588661193847656,-61.460609436035156,-61.565765380859375,-61.47847366333008,-61.57380676269531
4333,-61.558685302734375,-61.453826904296875,-61.57103729248047,-61.45475387573242,-61.58456039428711,-61.48041915893555,-61.567378997802734
4334,-61.573089599609375,-61.450347900390625,-61.569759368896484,-61.46052551269531,-61.586082458496094,-61.474613189697266,-61.5784912109375
4335,-61.582584381103516,-61.47413635253906,-61.57659912109375,-61.46256637573242,-61.545440673828125,-61.47041702270508,-61.56691360473633
4336,-61.57117462158203,-61.453346252441406,-61.61109161376953,-61.47319793701172,-61.56360626220703,-61.46729278564453,-61.573219299316406
4337,-61.53462219238281,-61.45319366455078,-61.55976486206055,-61.45039367675781,-61.57174301147461,-61.46363067626953,-61.57862854003906
4338,-61.56691360473633,-61.453392028808594,-61.57861328125,-61.463558197021484,-61.56773376464844,-61.471214294433594,-61.56786346435547
4339,-61.57461929321289,-61.45551681518555,-61.57036209106445,-61.437164306640625,-61.57093048095703,-61.47553253173828,-61.54393005371094
4340,-61.57273483276367,-61.475425720214844,-61.56401824951172,-61.465206146240234,-61.579078674316406,-61.45643997192383,-61.575584411621094
4341,-61.57292175292969,-61.46919250488281,-61.56218338012695,-61.4757080078125,-61.57346725463867,-61.468360900878906,-61.553993225097656
4342,-61.56031799316406,-61.472713470458984,-61.56758117675781,-61.46067428588867,-61.580692291259766,-61.46794891357422,-61.564781188964844
4343,-61.56114196777344,-61.46995162963867,-61.58094024658203,-61.45582962036133,-61.57931900024414,-61.47451400756836,-61.557037353515625
4344,-61.578880310058594,-61.46074676513672,-61.58373260498047,-61.460792541503906,-61.58080291748047,-61.468719482421875,-61.568603515625
4345,-61.575294494628906,-61.466983795166016,-61.57288360595703,-61.453407287597656,-61.570255279541016,-61.482059478759766,-61.54985809326172
4346,-61.56318664550781,-61.472511291503906,-61.57008361816406,-61.47200012207031,-61.584693908691406,-61.46845245361328,-61.57357406616211
4347,-61.57648849487305,-61.46197509765625,-61.55223083496094,-61.493682861328125,-61.57759475708008,-61.4672737121582,-61.557071685791016
4348,-61.56513595581055,-61.447998046875,-61.55995178222656,-61.45855712890625,-61.57607650756836,-61.4616813659668,-61.562320709228516
4349,-61.57483673095703,-61.458953857421875,-61.568763732910156,-61.48257827758789,-61.57796859741211,-61.485557556152344,-61.54698944091797
4350,-61.59319305419922,-61.472938537597656,-61.58451461791992,-61.47951889038086,-61.56946563720703,-61.457908630371094,-61.57417678833008
4351,-61.57038116455078,-61.444759368896484,-61.564598083496094,-61.477169036865234,-61.56714630126953,-61.47151184082031,-61.56185531616211
4352,-61.57132339477539,-61.46302032470703,-61.57239532470703,-61.445343017578125,-61.555049896240234,-61.4846076965332,-61.57014465332031
4353,-61.562355041503906,-61.477996826171875,-61.58599853515625,-61.474464416503906,-61.58349609375,-61.46855163574219,-61.56460952758789
4354,-61.57154083251953,-61.47352600097656,-61.56810760498047,-61.45674133300781,-61.57896423339844,-61.45853805541992,-61.558067321777344
4355,-61.55612564086914,-61.45774841308594,-61.56851577758789,-61.48091125488281,-61.56355667114258,-61.449424743652344,-61.54072952270508
4356,-61.57514953613281,-61.46766662597656,-61.568885803222656,-61.441829681396484,-61.561702728271484,-61.46324920654297,-61.560821533203125
4357,-61.58286666870117,-61.467681884765625,-61.56591033935547,-61.47339630126953,-61.57334899902344,-61.45463180541992,-61.54817199707031
4358,-61.57958221435547,-61.46235656738281,-61.5693359375,-61.466041564941406,-61.574493408203125,-61.45930480957031,-61.55934143066406
4359,-61.578643798828125,-61.46827697753906,-61.57174301147461,-61.45909118652344,-61.57756042480469,-61.46689987182617,-61.57270050048828
4360,-61.57768249511719,-61.46063232421875,-61.55970001220703,-61.47526931762695,-61.58965301513672,-61.4558219909668,-61.56877136230469
4361,-61.56349182128906,-61.47636413574219,-61.56147766113281,-61.46080780029297,-61.577491760253906,-61.46828079223633,-61.56903076171875
4362,-61.56196594238281,-61.470916748046875,-61.56992721557617,-61.48141860961914,-61.58327865600586,-61.475589752197266,-61.54717254638672
4363,-61.590782165527344,-61.458980560302734,-61.556846618652344,-61.4650993347168,-61.579750061035156,-61.476287841796875,-61.564056396484375
4364,-61.577152252197266,-61.44361114501953,-61.571258544921875,-61.46031951904297,-61.580665588378906,-61.480220794677734,-61.569000244140625
4365,-61.56842803955078,-61.46118927001953,-61.566532135009766,-61.47802734375,-61.5723762512207,-61.46900177001953,-61.563297271728516
4366,-61.58600616455078,-61.47357940673828,-61.57467269897461,-61.46806335449219,-61.57324981689453,-61.45273208618164,-61.5648078918457
4367,-61.59633255004883,-61.478050231933594,-61.5818977355957,-61.4666748046875,-61.57207107543945,-61.466468811035156,-61.54767990112305
4368,-61.550357818603516,-61.459388732910156,-61.562435150146484,-61.47122573852539,-61.57576370239258,-61.456573486328125,-61.57548522949219
4369,-61.575233459472656,-61.4666748046875,-61.56556701660156,-61.458099365234375,-61.58835220336914,-61.460350036621094,-61.57972717285156
4370,-61.59208679199219,-61.46784591674805,-61.56178665161133,-61.48570251464844,-61.588104248046875,-61.45494079589844,-61.57644271850586
4371,-61.58110809326172,-61.466407775878906,-61.565521240234375,-61.47711181640625,-61.58012390136719,-61.46660232543945,-61.56982421875
4372,-61.55718231201172,-61.469242095947266,-61.57563018798828,-61.47041320800781,-61.573368072509766,-61.47565841674805,-61.55921173095703
4373,-61.588226318359375,-61.459999084472656,-61.557899475097656,-61.460819244384766,-61.56765365600586,-61.47623825073242,-61.5474853515625
4374,-61.55373764038086,-61.446937561035156,-61.57452392578125,-61.46802520751953,-61.57624816894531,-61.481178283691406,-61.56957244873047
4375,-61.58835983276367,-61.46589660644531,-61.56144332885742,-61.47779846191406,-61.57540512084961,-61.46308135986328,-61.564002990722656
4376,-61.571754455566406,-61.47228240966797,-61.54823303222656,-61.46999740600586,-61.564762115478516,-61.45906066894531,-61.553287506103516
4377,-61.57998275756836,-61.48149871826172,-61.5783805847168,-61.45804977416992,-61.57640838623047,-61.462886810302734,-61.55328369140625
4378,-61.57051086425781,-61.45577621459961,-61.56889343261719,-61.45439910888672,-61.56560516357422,-61.465999603271484,-61.575843811035156
4379,-61.566062927246094,-61.467987060546875,-61.5643310546875,-61.45126724243164,-61.581417083740234,-61.470703125,-61.56329345703125
4380,-61.55492401123047,-61.466819763183594,-61.577186584472656,-61.4586067199707,-61.5736083984375,-61.481971740722656,-61.56354904174805
4381,-61.56491470336914,-61.452293395996094,-61.591922760009766,-61.46358871459961,-61.58538055419922,-61.470733642578125,-61.55442810058594
4382,-61.58346939086914,-61.443599700927734,-61.56761932373047,-61.47083282470703,-61.56305694580078,-61.47461700439453,-61.495758056640625
4383,-61.57508850097656,-61.43675994873047,-61.559104919433594,-61.47521209716797,-61.549888610839844,-61.478023529052734,-61.54544448852539
4384,-61.56735610961914,-61.48173141479492,-61.56865692138672,-61.45746612548828,-61.5820198059082,-61.477699279785156,-61.57337188720703
4385,-61.59065628051758,-61.46152877807617,-61.55506134033203,-61.462120056152344,-61.57826232910156,-61.47417068481445,-61.575416564941406
4386,-61.562477111816406,-61.462730407714844,-61.55146026611328,-61.4576416015625,-61.5959587097168,-61.45799255371094,-61.56406021118164
4387,-61.568824768066406,-61.4559440612793,-61.5484733581543,-61.46067810058594,-61.57008743286133,-61.486820220947266,-61.58307647705078
4388,-61.557472229003906,-61.443397521972656,-61.571807861328125,-61.482696533203125,-61.56595993041992,-61.458106994628906,-61.536434173583984
4389,-61.562416076660156,-61.47990798950195,-61.60212707519531,-61.458351135253906,-61.55690002441406,-61.465789794921875,-61.55497360229492
4390,-61.58953857421875,-61.48069381713867,-61.562957763671875,-61.4821662902832,-61.57392120361328,-61.458580017089844,-61.57689666748047
4391,-61.566810607910156,-61.47465896606445,-61.57099914550781,-61.47212219238281,-61.576942443847656,-61.47321319580078,-61.54853057861328
4392,-61.55162048339844,-61.46519470214844,-61.56244659423828,-61.46209716796875,-61.561614990234375,-61.46566390991211,-61.56269073486328
4393,-61.58449935913086,-61.45366668701172,-61.56324768066406,-61.468406677246094,-61.5667610168457,-61.47490310668945,-61.558204650878906
4394,-61.57855987548828,-61.46149444580078,-61.56696701049805,-61.46857452392578,-61.573509216308594,-61.47636795043945,-61.57137680053711
4395,-61.5715446472168,-61.46278762817383,-61.57457733154297,-61.476768493652344,-61.57914733886719,-61.48273468017578,-61.579532623291016
4396,-61.5645866394043,-61.46205520629883,-61.58732604980469,-61.4774169921875,-61.580810546875,-61.48261642456055,-61.553199768066406
4397,-61.56830596923828,-61.461238861083984,-61.56794357299805,-61.46086120605469,-61.57937240600586,-61.464569091796875,-61.54771423339844
4398,-61.56635665893555,-61.46941375732422,-61.562713623046875,-61.470550537109375,-61.552616119384766,-61.465721130371094,-61.55918884277344
4399,-61.57310485839844,-61.468624114990234,-61.58160400390625,-61.459983825683594,-61.579158782958984,-61.47638702392578,-61.55479049682617
4400,-61.568336486816406,-61.462608337402344,-61.557594299316406,-61.455543518066406,-61.569862365722656,-61.46923828125,-61.54315948486328
4401,-61.57578659057617,-61.480262756347656,-61.58462142944336,-61.462162017822266,-61.56461715698242,-61.484012603759766,-61.544288635253906
4402,-61.59021759033203,-61.4571533203125,-61.58129119873047,-61.48019790649414,-61.57170104980469,-61.45000457763672,-61.559532165527344
4403,-61.57179260253906,-61.4749870300293,-61.57057571411133,-61.47191619873047,-61.55217742919922,-61.468685150146484,-61.55384826660156
4404,-61.56446075439453,-61.489356994628906,-61.56277847290039,-61.47423553466797,-61.5726318359375,-61.47545623779297,-61.54664993286133
4405,-61.57256317138672,-61.46691131591797,-61.5734748840332,-61.46858215332031,-61.58411407470703,-61.46805191040039,-61.5412483215332
4406,-61.56041717529297,-61.46992492675781,-61.580657958984375,-61.46728515625,-61.55675506591797,-61.45201110839844,-61.5632209777832
4407,-61.590919494628906,-61.46092987060547,-61.56446075439453,-61.46582794189453,-61.574623107910156,-61.47369384765625,-61.58000946044922
4408,-61.568023681640625,-61.457427978515625,-61.571990966796875,-61.46480941772461,-61.55174255371094,-61.45265197753906,-61.57167053222656
4409,-61.56617736816406,-61.46186828613281,-61.576332092285156,-61.46836853027344,-61.587440490722656,-61.446868896484375,-61.58220291137695
4410,-61.56195831298828,-61.483055114746094,-61.565948486328125,-61.45738983154297,-61.56510543823242,-61.45978546142578,-61.54756546020508
4411,-61.56053924560547,-61.46063995361328,-61.5689697265625,-61.476566314697266,-61.559478759765625,-61.47416687011719,-61.558135986328125
4412,-61.568687438964844,-61.46900939941406,-61.567047119140625,-61.47867202758789,-61.57506561279297,-61.45575714111328,-61.57568359375
4413,-61.57379913330078,-61.44617462158203,-61.5777473449707,-61.462249755859375,-61.57024383544922,-61.48054122924805,-61.554222106933594
4414,-61.5771598815918,-61.459102630615234,-61.557777404785156,-61.46223449707031,-61.57703399658203,-61.459808349609375,-61.54817199707031
4415,-61.558189392089844,-61.46521759033203,-61.563133239746094,-61.488037109375,-61.56396484375,-61.46223068237305,-61.55250930786133
4416,-61.553916931152344,-61.468772888183594,-61.55467224121094,-61.466514587402344,-61.565406799316406,-61.47776794433594,-61.55634307861328
4417,-61.588199615478516,-61.46352767944336,-61.58111572265625,-61.47468185424805,-61.59571838378906,-61.455902099609375,-61.56426239013672
4418,-61.561004638671875,-61.450660705566406,-61.58319854736328,-61.49440383911133,-61.572349548339844,-61.4822883605957,-61.56421661376953
4419,-61.565185546875,-61.45164108276367,-61.59150695800781,-61.480552673339844,-61.57182312011719,-61.45978927612305,-61.5811767578125
4420,-61.57608413696289,-61.4576301574707,-61.562843322753906,-61.46913528442383,-61.57145690917969,-61.4658203125,-61.55256652832031
4421,-61.56709289550781,-61.46337890625,-61.56005859375,-61.4588737487793,-61.570308685302734,-61.47355270385742,-61.56549835205078
4422,-61.568687438964844,-61.46959686279297,-61.566551208496094,-61.46556854248047,-61.56144332885742,-61.4487190246582,-61.585418701171875
4423,-61.56351089477539,-61.45685577392578,-61.57481384277344,-61.46014404296875,-61.569026947021484,-61.453590393066406,-61.5527229309082
4424,-61.57687759399414,-61.45281219482422,-61.56691360473633,-61.454437255859375,-61.55292510986328,-61.443878173828125,-61.539817810058594
4425,-61.58210754394531,-61.46498107910156,-61.585479736328125,-61.466278076171875,-61.568336486816406,-61.45732498168945,-61.58492660522461
4426,-61.57775115966797,-61.469635009765625,-61.55253601074219,-61.451236724853516,-61.56366729736328,-61.48672103881836,-61.55612564086914
4427,-61.57372283935547,-61.49064636230469,-61.56275939941406,-61.45990753173828,-61.54441452026367,-61.479339599609375,-61.567710876464844
4428,-61.57323455810547,-61.455326080322266,-61.5653076171875,-61.476287841796875,-61.57290267944336,-61.483577728271484,-61.57240676879883
4429,-61.57585906982422,-61.47802734375,-61.56391906738281,-61.46158218383789,-61.586822509765625,-61.469295501708984,-61.56562805175781
4430,-61.566768646240234,-61.46520233154297,-61.5628547668457,-61.4661865234375,-61.5646858215332,-61.46356964111328,-61.55746078491211
4431,-61.57439422607422,-61.46944046020508,-61.55121612548828,-61.45458984375,-61.57643127441406,-61.45720672607422,-61.54298400878906
4432,-61.57127380371094,-61.44383239746094,-61.555442810058594,-61.47878646850586,-61.56755828857422,-61.47279739379883,-61.564048767089844
4433,-61.57243347167969,-61.46916580200195,-61.570579528808594,-61.473541259765625,-61.565589904785156,-61.48523712158203,-61.553253173828125
4434,-61.59172058105469,-61.47378158569336,-61.54755783081055,-61.4628791809082,-61.58915328979492,-61.45879364013672,-61.56096649169922
4435,-61.57269287109375,-61.463829040527344,-61.560646057128906,-61.45945739746094,-61.551334381103516,-61.46339416503906,-61.57282638549805
