Molecule,16det,16det,1det,1det,baseline,baseline,nojastrow
State,singlet,triplet,singlet,triplet,singlet,triplet,singlet
opt/step,,,,,,,
48257,,,,,-61.57707977294922,-61.48198318481445,
48258,,,,,-61.58601379394531,-61.48904800415039,
48259,,,,,-61.60114288330078,-61.46484375,
48260,,,,,-61.605621337890625,-61.475399017333984,
48261,,,,,-61.58736801147461,-61.48323440551758,
48262,,,,,-61.593563079833984,-61.49333572387695,
48263,,,,,-61.596824645996094,-61.48066329956055,
48264,,,,,-61.588294982910156,-61.489627838134766,
48265,,,,,-61.59068298339844,-61.48332214355469,
48266,,,,,-61.591426849365234,-61.482765197753906,
48267,,,,,-61.59699249267578,-61.49378967285156,
48268,,,,,-61.58841323852539,-61.48442840576172,
48269,,,,,-61.581886291503906,-61.468597412109375,
48270,,,,,-61.58155822753906,-61.479331970214844,
48271,,,,,-61.5916748046875,-61.458030700683594,
48272,,,,,-61.57875061035156,-61.489986419677734,
48273,,,,,-61.59746551513672,-61.5098876953125,
48274,,,,,-61.58656692504883,-61.50362777709961,
48275,,,,,-61.60906982421875,-61.478599548339844,
48276,,,,,-61.59870910644531,-61.47083282470703,
48277,,,,,-61.59756088256836,-61.49504852294922,
48278,,,,,-61.588016510009766,-61.491554260253906,
48279,,,,,-61.60016632080078,-61.47905731201172,
48280,,,,,-61.59840393066406,-61.496429443359375,
48281,,,,,-61.593849182128906,-61.47920227050781,
48282,,,,,-61.59745788574219,-61.48187255859375,
48283,,,,,-61.60365676879883,-61.5008544921875,
48284,,,,,-61.6016845703125,-61.48689270019531,
48285,,,,,-61.58295822143555,-61.492530822753906,
48286,,,,,-61.58526611328125,-61.49464797973633,
48287,,,,,-61.60543441772461,-61.47959899902344,
48288,,,,,-61.602394104003906,-61.49782943725586,
48289,,,,,-61.58876037597656,-61.479705810546875,
48290,,,,,-61.58362579345703,-61.477359771728516,
48291,,,,,-61.57404708862305,-61.48603439331055,
48292,,,,,-61.57443618774414,-61.4876594543457,
48293,,,,,-61.59527587890625,-61.47443389892578,
48294,,,,,-61.601619720458984,-61.49238586425781,
48295,,,,,-61.59635925292969,-61.46533966064453,
48296,,,,,-61.59546661376953,-61.4967155456543,
48297,,,,,-61.600711822509766,-61.485599517822266,
48298,,,,,-61.592350006103516,-61.464141845703125,
48299,,,,,-61.574920654296875,-61.490413665771484,
48300,,,,,-61.58226776123047,-61.46756362915039,
48301,,,,,-61.586639404296875,-61.482872009277344,
48302,,,,,-61.57728576660156,-61.484519958496094,
48303,,,,,-61.58848571777344,-61.478126525878906,
48304,,,,,-61.57559585571289,-61.46726608276367,
48305,,,,,-61.59306335449219,-61.47352981567383,
48306,,,,,-61.58829879760742,-61.482444763183594,
48307,,,,,-61.57419204711914,-61.49122619628906,
48308,,,,,-61.58656311035156,-61.475128173828125,
48309,,,,,-61.59097671508789,-61.48492431640625,
48310,,,,,-61.58122253417969,-61.487449645996094,
48311,,,,,-61.579612731933594,-61.47248458862305,
48312,,,,,-61.59920883178711,-61.49366760253906,
48313,,,,,-61.59243392944336,-61.490055084228516,
48314,,,,,-61.57788848876953,-61.48920440673828,
48315,,,,,-61.573585510253906,-61.499149322509766,
48316,,,,,-61.59478759765625,-61.4816780090332,
48317,,,,,-61.60863494873047,-61.502620697021484,
48318,,,,,-61.57933807373047,-61.503143310546875,
48319,,,,,-61.59931945800781,-61.501243591308594,
48320,,,,,-61.5994987487793,-61.49992370605469,
48321,,,,,-61.583187103271484,-61.48916244506836,
48322,,,,,-61.570369720458984,-61.47832489013672,
48323,,,,,-61.59345245361328,-61.500308990478516,
48324,,,,,-61.58685302734375,-61.48350143432617,
48325,,,,,-61.57835006713867,-61.47232437133789,
48326,,,,,-61.59092712402344,-61.49217224121094,
48327,,,,,-61.578575134277344,-61.491004943847656,
48328,,,,,-61.563087463378906,-61.466041564941406,
48329,,,,,-61.57841110229492,-61.50127029418945,
48330,,,,,-61.57557678222656,-61.49342346191406,
48331,,,,,-61.57833480834961,-61.476776123046875,
48332,,,,,-61.573184967041016,-61.479835510253906,
48333,,,,,-61.5787353515625,-61.48167419433594,
48334,,,,,-61.5755615234375,-61.47203063964844,
48335,,,,,-61.58927536010742,-61.495243072509766,
48336,,,,,-61.580787658691406,-61.493770599365234,
48337,,,,,-61.588008880615234,-61.488224029541016,
48338,,,,,-61.573062896728516,-61.46947479248047,
48339,,,,,-61.60979461669922,-61.483455657958984,
48340,,,,,-61.599002838134766,-61.48418045043945,
48341,,,,,-61.58946228027344,-61.5000114440918,
48342,,,,,-61.60066604614258,-61.48683166503906,
48343,,,,,-61.601890563964844,-61.50636291503906,
48344,,,,,-61.595977783203125,-61.47562789916992,
48345,,,,,-61.58954620361328,-61.467437744140625,
48346,,,,,-61.58870315551758,-61.49481964111328,
48347,,,,,-61.5748291015625,-61.484130859375,
48348,,,,,-61.60829162597656,-61.4734001159668,
48349,,,,,-61.58961868286133,-61.49137496948242,
48350,,,,,-61.592002868652344,-61.48090362548828,
48351,,,,,-61.596282958984375,-61.471981048583984,
48352,,,,,-61.59489059448242,-61.47801971435547,
48353,,,,,-61.60316467285156,-61.49773025512695,
48354,,,,,-61.596221923828125,-61.481300354003906,
48355,,,,,-61.583946228027344,-61.48717498779297,
48356,,,,,-61.58356475830078,-61.47842788696289,
48357,,,,,-61.57605743408203,-61.478065490722656,
48358,,,,,-61.58995819091797,-61.48191452026367,
48359,,,,,-61.58366775512695,-61.47494888305664,
48360,,,,,-61.59782791137695,-61.485782623291016,
48361,,,,,-61.59015655517578,-61.47427749633789,
48362,,,,,-61.606048583984375,-61.47624588012695,
48363,,,,,-61.587646484375,-61.471160888671875,
48364,,,,,-61.59995651245117,-61.472572326660156,
48365,,,,,-61.56768035888672,-61.5043830871582,
48366,,,,,-61.579811096191406,-61.4767951965332,
48367,,,,,-61.6048698425293,-61.50498962402344,
48368,,,,,-61.575599670410156,-61.512088775634766,
48369,,,,,-61.57880401611328,-61.48139953613281,
48370,,,,,-61.60569763183594,-61.500892639160156,
48371,,,,,-61.58139419555664,-61.47649002075195,
48372,,,,,-61.59837341308594,-61.48924255371094,
48373,,,,,-61.58192825317383,-61.48345947265625,
48374,,,,,-61.59976577758789,-61.49160385131836,
48375,,,,,-61.589107513427734,-61.50566864013672,
48376,,,,,-61.58115005493164,-61.501216888427734,
48377,,,,,-61.58592224121094,-61.49405288696289,
48378,,,,,-61.59607696533203,-61.499794006347656,
48379,,,,,-61.58260726928711,-61.484275817871094,
48380,,,,,-61.59709167480469,-61.487281799316406,
48381,,,,,-61.60273742675781,-61.469085693359375,
48382,,,,,-61.590171813964844,-61.48969268798828,
48383,,,,,-61.574012756347656,-61.5090446472168,
48384,,,,,-61.599613189697266,-61.49356460571289,
48385,,,,,-61.56575012207031,-61.47488021850586,
48386,,,,,-61.59758377075195,-61.47344970703125,
48387,,,,,-61.5830078125,-61.49180603027344,
48388,,,,,-61.669010162353516,-61.49292755126953,
48389,,,,,-61.58101272583008,-61.50015640258789,
48390,,,,,-61.59857940673828,-61.491886138916016,
48391,,,,,-61.60427474975586,-61.47721481323242,
48392,,,,,-61.594146728515625,-61.47169876098633,
48393,,,,,-61.58773422241211,-61.472007751464844,
48394,,,,,-61.59413528442383,-61.48288345336914,
48395,,,,,-61.56828308105469,-61.487876892089844,
48396,,,,,-61.590110778808594,-61.48078536987305,
48397,,,,,-61.606964111328125,-61.485530853271484,
48398,,,,,-61.582305908203125,-61.47682571411133,
48399,,,,,-61.58607482910156,-61.48183822631836,
48400,,,,,-61.57505416870117,-61.485374450683594,
48401,,,,,-61.581573486328125,-61.49092102050781,
48402,,,,,-61.58616256713867,-61.48793411254883,
48403,,,,,-61.614681243896484,-61.49069595336914,
48404,,,,,-61.570682525634766,-61.49784851074219,
48405,,,,,-61.590538024902344,-61.483192443847656,
48406,,,,,-61.61095428466797,-61.49655532836914,
48407,,,,,-61.590755462646484,-61.51026916503906,
48408,,,,,-61.588836669921875,-61.48676300048828,
48409,,,,,-61.59236526489258,-61.493690490722656,
48410,,,,,-61.58940124511719,-61.48019027709961,
48411,,,,,-61.580440521240234,-61.49622344970703,
48412,,,,,-61.58837127685547,-61.49811553955078,
48413,,,,,-61.60612869262695,-61.48986053466797,
48414,,,,,-61.5905647277832,-61.48161697387695,
48415,,,,,-61.598976135253906,-61.480369567871094,
48416,,,,,-61.56479263305664,-61.493011474609375,
48417,,,,,-61.602027893066406,-61.505069732666016,
48418,,,,,-61.59637451171875,-61.496883392333984,
48419,,,,,-61.5875244140625,-61.472747802734375,
48420,,,,,-61.58916091918945,-61.482704162597656,
48421,,,,,-61.583030700683594,-61.46791458129883,
48422,,,,,-61.59831619262695,-61.480552673339844,
48423,,,,,-61.59092330932617,-61.47901916503906,
48424,,,,,-61.58251953125,-61.46673583984375,
48425,,,,,-61.59311294555664,-61.50074768066406,
48426,,,,,-61.60690689086914,-61.51150894165039,
48427,,,,,-61.59037399291992,-61.47964096069336,
48428,,,,,-61.569053649902344,-61.48381042480469,
48429,,,,,-61.609962463378906,-61.48523712158203,
48430,,,,,-61.59695053100586,-61.50010681152344,
48431,,,,,-61.58280944824219,-61.49140167236328,
48432,,,,,-61.60682678222656,-61.486019134521484,
48433,,,,,-61.61327362060547,-61.47453689575195,
48434,,,,,-61.59343719482422,-61.47696304321289,
48435,,,,,-61.578521728515625,-61.466957092285156,
48436,,,,,-61.59528732299805,-61.481658935546875,
48437,,,,,-61.582069396972656,-61.481807708740234,
48438,,,,,-61.583248138427734,-61.49435806274414,
48439,,,,,-61.58791732788086,-61.46006393432617,
48440,,,,,-61.612876892089844,-61.47538375854492,
48441,,,,,-61.600067138671875,-61.47666931152344,
48442,,,,,-61.59089279174805,-61.478336334228516,
48443,,,,,-61.58745193481445,-61.501155853271484,
48444,,,,,-61.58383560180664,-61.490840911865234,
48445,,,,,-61.58440017700195,-61.47193908691406,
48446,,,,,-61.570316314697266,-61.467071533203125,
48447,,,,,-61.58882141113281,-61.48405456542969,
48448,,,,,-61.58610153198242,-61.47272872924805,
48449,,,,,-61.60349655151367,-61.4771614074707,
48450,,,,,-61.58759689331055,-61.47993087768555,
48451,,,,,-61.58490753173828,-61.48813247680664,
48452,,,,,-61.59799575805664,-61.500732421875,
48453,,,,,-61.593929290771484,-61.483272552490234,
48454,,,,,-61.59536361694336,-61.4656867980957,
48455,,,,,-61.591529846191406,-61.48015213012695,
48456,,,,,-61.59000015258789,-61.48419952392578,
48457,,,,,-61.593082427978516,-61.48413848876953,
48458,,,,,-61.590087890625,-61.48473358154297,
48459,,,,,-61.58782196044922,-61.47048568725586,
48460,,,,,-61.5896110534668,-61.482749938964844,
48461,,,,,-61.59941864013672,-61.487937927246094,
48462,,,,,-61.5960807800293,-61.46297073364258,
48463,,,,,-61.582786560058594,-61.47985076904297,
48464,,,,,-61.57835388183594,-61.494998931884766,
48465,,,,,-61.601707458496094,-61.48191833496094,
48466,,,,,-61.60628128051758,-61.46083068847656,
48467,,,,,-61.570133209228516,-61.46723937988281,
48468,,,,,-61.58124542236328,-61.47447204589844,
48469,,,,,-61.59602737426758,-61.486751556396484,
48470,,,,,-61.5941276550293,-61.480369567871094,
48471,,,,,-61.60224914550781,-61.501976013183594,
48472,,,,,-61.590972900390625,-61.486454010009766,
48473,,,,,-61.58087158203125,-61.496639251708984,
48474,,,,,-61.58769607543945,-61.47040939331055,
48475,,,,,-61.58354187011719,-61.47496795654297,
48476,,,,,-61.58533477783203,-61.48448181152344,
48477,,,,,-61.583892822265625,-61.48830032348633,
48478,,,,,-61.58827209472656,-61.4734001159668,
48479,,,,,-61.60749816894531,-61.475181579589844,
48480,,,,,-61.587135314941406,-61.514198303222656,
48481,,,,,-61.58556365966797,-61.49751281738281,
48482,,,,,-61.582481384277344,-61.482112884521484,
48483,,,,,-61.59284210205078,-61.48448944091797,
48484,,,,,-61.58845520019531,-61.483985900878906,
48485,,,,,-61.58076858520508,-61.479957580566406,
48486,,,,,-61.59593963623047,-61.48307800292969,
48487,,,,,-61.599945068359375,-61.47636413574219,
48488,,,,,-61.60273361206055,-61.490745544433594,
48489,,,,,-61.58175277709961,-61.47711944580078,
48490,,,,,-61.5928840637207,-61.47824478149414,
48491,,,,,-61.588043212890625,-61.4854621887207,
48492,,,,,-61.57666778564453,-61.48270034790039,
48493,,,,,-61.59220504760742,-61.47215270996094,
48494,,,,,-61.5973014831543,-61.47925567626953,
48495,,,,,-61.610538482666016,-61.497955322265625,
48496,,,,,-61.58131408691406,-61.50636672973633,
48497,,,,,-61.59619903564453,-61.47874450683594,
48498,,,,,-61.58070755004883,-61.48241424560547,
48499,,,,,-61.577911376953125,-61.491302490234375,
48500,,,,,-61.597347259521484,-61.482215881347656,
48501,,,,,-61.57499694824219,-61.48725128173828,
48502,,,,,-61.60704040527344,-61.48883056640625,
48503,,,,,-61.59515380859375,-61.494590759277344,
48504,,,,,-61.58538818359375,-61.46913528442383,
48505,,,,,-61.581600189208984,-61.469512939453125,
48506,,,,,-61.597023010253906,-61.49034118652344,
48507,,,,,-61.601234436035156,-61.470787048339844,
48508,,,,,-61.58320999145508,-61.49729537963867,
48509,,,,,-61.585777282714844,-61.49687194824219,
48510,,,,,-61.591331481933594,-61.48792266845703,
48511,,,,,-61.59553527832031,-61.482879638671875,
48512,,,,,-61.60100555419922,-61.48497009277344,
48513,,,,,-61.59444046020508,-61.480194091796875,
48514,,,,,-61.58880615234375,-61.49225616455078,
48515,,,,,-61.595603942871094,-61.4996223449707,
48516,,,,,-61.58550262451172,-61.47069549560547,
48517,,,,,-61.572265625,-61.49417495727539,
48518,,,,,-61.5767707824707,-61.48672866821289,
48519,,,,,-61.57777404785156,-61.480499267578125,
48520,,,,,-61.590492248535156,-61.50086212158203,
48521,,,,,-61.581153869628906,-61.48533630371094,
48522,,,,,-61.58586502075195,-61.48350524902344,
48523,,,,,-61.58839416503906,-61.49020767211914,
48524,,,,,-61.585262298583984,-61.48018264770508,
48525,,,,,-61.603057861328125,-61.48319625854492,
48526,,,,,-61.60430145263672,-61.50067138671875,
48527,,,,,-61.59193801879883,-61.50626754760742,
48528,,,,,-61.59495162963867,-61.47175216674805,
48529,,,,,-61.58933639526367,-61.47981262207031,
48530,,,,,-61.58836364746094,-61.48413848876953,
48531,,,,,-61.591373443603516,-61.4822883605957,
48532,,,,,-61.59306716918945,-61.492523193359375,
48533,,,,,-61.594451904296875,-61.4773063659668,
48534,,,,,-61.57355880737305,-61.48124694824219,
48535,,,,,-61.596988677978516,-61.47815704345703,
48536,,,,,-61.59541320800781,-61.47550582885742,
48537,,,,,-61.582820892333984,-61.48209762573242,
48538,,,,,-61.57411193847656,-61.48854446411133,
48539,,,,,-61.59514617919922,-61.49559020996094,
48540,,,,,-61.58196258544922,-61.489044189453125,
48541,,,,,-61.592491149902344,-61.48926544189453,
48542,,,,,-61.597164154052734,-61.479976654052734,
48543,,,,,-61.606056213378906,-61.48362350463867,
48544,,,,,-61.57973098754883,-61.477962493896484,
48545,,,,,-61.58391189575195,-61.47449493408203,
48546,,,,,-61.60170364379883,-61.46809387207031,
48547,,,,,-61.60216522216797,-61.46167755126953,
48548,,,,,-61.58384323120117,-61.49342346191406,
48549,,,,,-61.606014251708984,-61.47597885131836,
48550,,,,,-61.601318359375,-61.462059020996094,
48551,,,,,-61.61268615722656,-61.466888427734375,
48552,,,,,-61.56980895996094,-61.47606658935547,
48553,,,,,-61.58556365966797,-61.49288558959961,
48554,,,,,-61.58042526245117,-61.49195098876953,
48555,,,,,-61.562557220458984,-61.50234603881836,
48556,,,,,-61.606224060058594,-61.490718841552734,
48557,,,,,-61.57582473754883,-61.4932975769043,
48558,,,,,-61.57280731201172,-61.49773406982422,
48559,,,,,-61.59021759033203,-61.486289978027344,
48560,,,,,-61.579689025878906,-61.493221282958984,
48561,,,,,-61.58935546875,-61.47800827026367,
48562,,,,,-61.59373474121094,-61.47608184814453,
48563,,,,,-61.59405517578125,-61.48324203491211,
48564,,,,,-61.58869934082031,-61.4793701171875,
48565,,,,,-61.57843017578125,-61.4638557434082,
48566,,,,,-61.58729553222656,-61.49052429199219,
48567,,,,,-61.592979431152344,-61.489845275878906,
48568,,,,,-61.584197998046875,-61.46986389160156,
48569,,,,,-61.58481979370117,-61.492431640625,
48570,,,,,-61.60394287109375,-61.46746826171875,
48571,,,,,-61.585025787353516,-61.48365020751953,
48572,,,,,-61.58612060546875,-61.480712890625,
48573,,,,,-61.59264373779297,-61.491695404052734,
48574,,,,,-61.59857177734375,-61.47966003417969,
48575,,,,,-61.581729888916016,-61.47868347167969,
48576,,,,,-61.56884765625,-61.48173522949219,
48577,,,,,-61.58620834350586,-61.49243927001953,
48578,,,,,-61.585205078125,-61.49936294555664,
48579,,,,,-61.58156204223633,-61.48019790649414,
48580,,,,,-61.58511734008789,-61.50260543823242,
48581,,,,,-61.573944091796875,-61.496246337890625,
48582,,,,,-61.56821823120117,-61.477134704589844,
48583,,,,,-61.60369110107422,-61.47859191894531,
48584,,,,,-61.58599090576172,-61.49569320678711,
48585,,,,,-61.571556091308594,-61.49177169799805,
48586,,,,,-61.60150146484375,-61.46035385131836,
48587,,,,,-61.58675003051758,-61.498626708984375,
48588,,,,,-61.59869384765625,-61.472164154052734,
48589,,,,,-61.6009521484375,-61.45858383178711,
48590,,,,,-61.58021545410156,-61.50202941894531,
48591,,,,,-61.5778923034668,-61.48683547973633,
48592,,,,,-61.58735656738281,-61.48015213012695,
48593,,,,,-61.578330993652344,-61.47872543334961,
48594,,,,,-61.584049224853516,-61.46698760986328,
48595,,,,,-61.60059356689453,-61.46787643432617,
48596,,,,,-61.575225830078125,-61.477195739746094,
48597,,,,,-61.6133918762207,-61.47640609741211,
48598,,,,,-61.56562423706055,-61.47916793823242,
48599,,,,,-61.575706481933594,-61.49223327636719,
48600,,,,,-61.57278060913086,-61.46536636352539,
48601,,,,,-61.5945930480957,-61.485740661621094,
48602,,,,,-61.58900833129883,-61.46556854248047,
48603,,,,,-61.613739013671875,-61.4687614440918,
48604,,,,,-61.58063888549805,-61.49465560913086,
48605,,,,,-61.580291748046875,-61.48625183105469,
48606,,,,,-61.57722473144531,-61.473350524902344,
48607,,,,,-61.57354736328125,-61.4795036315918,
48608,,,,,-61.59412384033203,-61.48828125,
48609,,,,,-61.59455871582031,-61.4852409362793,
48610,,,,,-61.571292877197266,-61.49726104736328,
48611,,,,,-61.58745193481445,-61.466148376464844,
48612,,,,,-61.57754135131836,-61.499961853027344,
48613,,,,,-61.609840393066406,-61.49970245361328,
48614,,,,,-61.59927749633789,-61.47563171386719,
48615,,,,,,-61.47882843017578,
48616,,,,,-61.579368591308594,-61.4970588684082,
48617,,,,,-61.583221435546875,-61.48252487182617,
48618,,,,,-61.591888427734375,-61.4963264465332,
48619,,,,,-61.57391357421875,-61.48434066772461,
48620,,,,,-61.58855056762695,-61.481910705566406,
48621,,,,,-61.597164154052734,-61.49619674682617,
48622,,,,,-61.57403564453125,-61.48384475708008,
48623,,,,,-61.576053619384766,-61.48388671875,
48624,,,,,-61.59165954589844,-61.48502731323242,
48625,,,,,-61.57009506225586,-61.47225570678711,
48626,,,,,-61.59223175048828,-61.48948669433594,
48627,,,,,-61.596954345703125,-61.49268341064453,
48628,,,,,-61.607688903808594,-61.48404312133789,
48629,,,,,-61.561927795410156,-61.47996520996094,
48630,,,,,-61.58110046386719,-61.48705291748047,
48631,,,,,-61.589874267578125,-61.48011779785156,
48632,,,,,-61.587799072265625,-61.49272155761719,
48633,,,,,-61.591793060302734,-61.50830078125,
48634,,,,,-61.584022521972656,-61.472721099853516,
48635,,,,,-61.601806640625,-61.500240325927734,
48636,,,,,-61.60963439941406,-61.48519515991211,
48637,,,,,-61.59711837768555,-61.46298599243164,
48638,,,,,-61.59489822387695,-61.4852294921875,
48639,,,,,-61.58993911743164,-61.48419952392578,
48640,,,,,-61.60317611694336,-61.490814208984375,
48641,,,,,-61.583797454833984,-61.49410629272461,
48642,,,,,-61.593318939208984,-61.49739074707031,
48643,,,,,-61.587520599365234,-61.47502899169922,
48644,,,,,-61.59083938598633,-61.49021530151367,
48645,,,,,-61.586029052734375,-61.46824645996094,
48646,,,,,-61.59402847290039,-61.49675369262695,
48647,,,,,-61.59674835205078,-61.463314056396484,
48648,,,,,-61.60041427612305,-61.48622131347656,
48649,,,,,-61.5980224609375,-61.487274169921875,
48650,,,,,-61.594871520996094,-61.49231719970703,
48651,,,,,-61.599063873291016,-61.49172592163086,
48652,,,,,-61.57649612426758,-61.49327850341797,
48653,,,,,-61.578163146972656,-61.487857818603516,
48654,,,,,-61.60304260253906,-61.49327850341797,
48655,,,,,-61.59109115600586,-61.494361877441406,
48656,,,,,-61.583091735839844,-61.48860168457031,
48657,,,,,-61.61147689819336,-61.48218536376953,
48658,,,,,-61.60258865356445,-61.477352142333984,
48659,,,,,-61.58530044555664,-61.48259353637695,
48660,,,,,-61.59982681274414,-61.490081787109375,
48661,,,,,-61.59827423095703,-61.464664459228516,
48662,,,,,-61.58242416381836,-61.47074508666992,
48663,,,,,-61.58953094482422,-61.46492385864258,
48664,,,,,-61.60471725463867,-61.48762893676758,
48665,,,,,-61.593135833740234,-61.46355438232422,
48666,,,,,-61.598297119140625,-61.48415756225586,
48667,,,,,-61.58749771118164,-61.49541091918945,
48668,,,,,-61.57810974121094,-61.479915618896484,
48669,,,,,-61.5798225402832,-61.484031677246094,
48670,,,,,-61.57695770263672,-61.488067626953125,
48671,,,,,-61.58182907104492,-61.48544692993164,
48672,,,,,-61.597389221191406,-61.49251174926758,
48673,,,,,-61.566837310791016,-61.479583740234375,
48674,,,,,-61.59152603149414,-61.481346130371094,
48675,,,,,-61.578819274902344,-61.49739074707031,
48676,,,,,-61.600120544433594,-61.47280502319336,
48677,,,,,-61.598628997802734,-61.48554611206055,
48678,,,,,-61.5887336730957,-61.48967742919922,
48679,,,,,-61.58141326904297,-61.49970245361328,
48680,,,,,-61.57319641113281,-61.48174285888672,
48681,,,,,-61.60157012939453,-61.47955322265625,
48682,,,,,-61.59895324707031,-61.50598907470703,
48683,,,,,-61.5852165222168,-61.489288330078125,
48684,,,,,-61.59471130371094,-61.48677444458008,
48685,,,,,-61.59470748901367,-61.47859191894531,
48686,,,,,-61.58130645751953,-61.48194885253906,
48687,,,,,-61.57521438598633,-61.47876739501953,
48688,,,,,-61.596134185791016,-61.482887268066406,
48689,,,,,-61.593650817871094,-61.48611831665039,
48690,,,,,-61.58323669433594,-61.47591781616211,
48691,,,,,-61.59709930419922,-61.499053955078125,
48692,,,,,-61.576744079589844,-61.508880615234375,
48693,,,,,-61.589622497558594,-61.47572708129883,
48694,,,,,-61.596641540527344,-61.48613739013672,
48695,,,,,-61.584659576416016,-61.487586975097656,
48696,,,,,-61.6204948425293,-61.47450637817383,
48697,,,,,-61.573909759521484,-61.479129791259766,
48698,,,,,-61.59375,-61.47884750366211,
48699,,,,,-61.577205657958984,-61.46946716308594,
48700,,,,,-61.604244232177734,-61.47701644897461,
48701,,,,,-61.597450256347656,-61.482948303222656,
48702,,,,,-61.58987045288086,-61.47357940673828,
48703,,,,,-61.59037780761719,-61.496543884277344,
48704,,,,,-61.57621765136719,-61.48822784423828,
48705,,,,,-61.58754348754883,-61.4890251159668,
48706,,,,,-61.57654571533203,-61.48439025878906,
48707,,,,,-61.59852600097656,-61.45244598388672,
48708,,,,,-61.57754898071289,-61.502777099609375,
48709,,,,,-61.57431411743164,-61.483760833740234,
48710,,,,,-61.60112762451172,-61.463130950927734,
48711,,,,,-61.57750701904297,-61.4754524230957,
48712,,,,,-61.57097625732422,-61.49137878417969,
48713,,,,,-61.60001754760742,-61.4923210144043,
48714,,,,,-61.58147048950195,-61.47984313964844,
48715,,,,,-61.58635711669922,-61.48847198486328,
48716,,,,,-61.57878494262695,-61.48017883300781,
48717,,,,,-61.592079162597656,-61.4819450378418,
48718,,,,,-61.586265563964844,-61.48664474487305,
48719,,,,,-61.57530212402344,-61.491973876953125,
48720,,,,,-61.58319854736328,-61.49559020996094,
48721,,,,,-61.5765380859375,-61.4799919128418,
48722,,,,,-61.57345199584961,-61.48197555541992,
48723,,,,,-61.58320236206055,-61.505706787109375,
48724,,,,,-61.581703186035156,-61.482948303222656,
48725,,,,,-61.60942459106445,-61.48984909057617,
48726,,,,,-61.59237289428711,-61.48314666748047,
48727,,,,,-61.60078430175781,-61.48112869262695,
48728,,,,,-61.58292770385742,-61.48501205444336,
48729,,,,,-61.59911346435547,-61.507301330566406,
48730,,,,,-61.59425354003906,-61.48551940917969,
48731,,,,,-61.59871292114258,-61.49718475341797,
48732,,,,,-61.576751708984375,-61.48917007446289,
48733,,,,,-61.60941696166992,-61.4865608215332,
48734,,,,,-61.56083679199219,-61.48402404785156,
48735,,,,,-61.583377838134766,-61.49888229370117,
48736,,,,,-61.57798767089844,-61.50270462036133,
48737,,,,,-61.59901809692383,-61.48588562011719,
48738,,,,,-61.58838653564453,-61.494911193847656,
48739,,,,,-61.58645248413086,-61.48324966430664,
48740,,,,,-61.56462860107422,-61.489681243896484,
48741,,,,,-61.58953094482422,-61.49992752075195,
48742,,,,,-61.583106994628906,-61.49371337890625,
48743,,,,,-61.59391403198242,-61.48478698730469,
48744,,,,,-61.58078384399414,-61.48932647705078,
48745,,,,,-61.600162506103516,-61.48707580566406,
48746,,,,,-61.58784866333008,-61.46949768066406,
48747,,,,,-61.60688400268555,-61.48488998413086,
48748,,,,,-61.59528350830078,-61.474159240722656,
48749,,,,,-61.57904052734375,-61.4678955078125,
48750,,,,,-61.58406448364258,-61.50315856933594,
48751,,,,,-61.59949493408203,-61.487667083740234,
48752,,,,,-61.59530258178711,-61.48616027832031,
48753,,,,,-61.59282302856445,-61.50048828125,
48754,,,,,-61.590965270996094,-61.48058319091797,
48755,,,,,-61.58911895751953,-61.482810974121094,
48756,,,,,-61.584251403808594,-61.45027542114258,
48757,,,,,-61.57941818237305,-61.48558044433594,
48758,,,,,-61.60636901855469,-61.47483444213867,
48759,,,,,-61.60447311401367,-61.47842788696289,
48760,,,,,-61.612545013427734,-61.490230560302734,
48761,,,,,-61.58891677856445,-61.487754821777344,
48762,,,,,-61.6035270690918,-61.47740936279297,
48763,,,,,-61.59150695800781,-61.471981048583984,
48764,,,,,-61.56709289550781,-61.497161865234375,
48765,,,,,-61.581966400146484,-61.48280715942383,
48766,,,,,-61.587181091308594,-61.47969436645508,
48767,,,,,-61.603050231933594,-61.48662567138672,
48768,,,,,-61.579410552978516,-61.482826232910156,
48769,,,,,-61.58660888671875,-61.47321701049805,
48770,,,,,-61.581092834472656,-61.49457931518555,
48771,,,,,-61.59236526489258,-61.49097442626953,
48772,,,,,-61.58369064331055,-61.468196868896484,
48773,,,,,-61.59162902832031,-61.471153259277344,
48774,,,,,-61.587486267089844,-61.49626159667969,
48775,,,,,-61.56989669799805,-61.49524688720703,
48776,,,,,-61.57383728027344,-61.49327087402344,
48777,,,,,-61.58785629272461,-61.48769760131836,
48778,,,,,-61.5823860168457,-61.48310470581055,
48779,,,,,-61.59035110473633,-61.473358154296875,
48780,,,,,-61.619110107421875,-61.49179458618164,
48781,,,,,-61.57986068725586,-61.471405029296875,
48782,,,,,-61.57139587402344,-61.49658203125,
48783,,,,,-61.57526397705078,-61.48036193847656,
48784,,,,,-61.58338165283203,-61.48470687866211,
48785,,,,,-61.59375,-61.468299865722656,
48786,,,,,-61.58823013305664,-61.48515319824219,
48787,,,,,-61.59952926635742,-61.474830627441406,
48788,,,,,-61.601654052734375,-61.47227478027344,
48789,,,,,-61.58808898925781,-61.49055480957031,
48790,,,,,-61.603946685791016,-61.490074157714844,
48791,,,,,-61.57649612426758,-61.463966369628906,
48792,,,,,-61.58637619018555,-61.51778793334961,
48793,,,,,-61.61005401611328,-61.49542236328125,
