step,E_neutral_Ha,E_charged_Ha,deltaE_raw_mHa,deltaE_cleaned_mHa
25689,-200.59627500526156,-200.385048400494,211.2266047675746,211.2266047675746
25690,-200.59403949906093,-200.35128775191183,242.75174714910008,242.75174714910008
25691,-200.6094189937725,-200.367834672834,241.58432093850024,241.58432093850024
25692,-200.63563683330864,-200.3479602181997,287.6766151089498,287.6766151089498
25693,-200.67604765129383,-200.34782178830068,328.2258629931505,328.2258629931505
25694,-200.5911543762249,-200.3631314900456,228.02288617930344,228.02288617930344
25695,-200.6249538090504,-200.33847797036717,286.4758386832307,286.4758386832307
25696,-200.6242531879492,-200.386728520722,237.52466722720555,237.52466722720555
25697,-200.61651202491373,-200.33527351801536,281.2385068983758,281.2385068983758
25698,-200.5922523516898,-200.3601700462256,232.0823054642176,232.0823054642176
25699,-200.59542214796227,-200.37779647139712,217.62567656514875,217.62567656514875
25700,-200.62910131794155,-200.34950133605224,279.5999818893051,279.5999818893051
25701,-200.60243795473724,-200.35049569561545,251.94225912179036,251.94225912179036
25702,-200.6008366665237,-200.34093329702,259.9033695036894,259.9033695036894
25703,-200.6190889898965,-200.36442508498425,254.6639049122632,254.6639049122632
25704,-200.5814303484057,-200.3665762102791,214.85413812658294,214.85413812658294
25705,-200.61436745162973,-200.35680776833655,257.5596832931808,257.5596832931808
25706,-200.5849803102644,-200.33739270823708,247.58760202732333,247.58760202732333
25707,-200.61036868017817,-200.34476320549012,265.6054746880443,265.6054746880443
25708,-200.5979274807933,-200.3877663928645,210.16108792878185,210.16108792878185
25709,-200.57523373098533,-200.3739775898277,201.2561411576428,201.2561411576428
25710,-200.6172677668305,-200.340430057686,276.8377091445018,276.8377091445018
25711,-200.6211432910531,-200.35665762007645,264.4856709766543,264.4856709766543
25712,-200.59993615928727,-200.35635135798717,243.58480130010207,243.58480130010207
25713,-200.6110135336977,-200.3470785511558,263.9349825419117,263.9349825419117
25714,-200.588512397689,-200.3741601949805,214.35220270848276,214.35220270848276
25715,-200.61964094633376,-200.25622466298825,363.416283345515,363.416283345515
25716,-200.59151425937617,-200.34960432410972,241.90993526644888,241.90993526644888
25717,-200.65619935862424,-200.3466378381252,309.5615204990452,309.5615204990452
25718,-200.606572280388,-200.3443555549717,262.2167254162946,262.2167254162946
25719,-200.61211150944055,-200.3400764711143,272.0350383262655,272.0350383262655
25720,-200.59727783280843,-200.3428225744968,254.45525831162286,254.45525831162286
25721,-200.56805082164348,-200.3506153250216,217.43549662187434,217.43549662187434
25722,-200.55212724772213,-200.36185920769665,190.26804002547237,190.26804002547237
25723,-200.5741461266836,-200.32728864367775,246.8574830058401,246.8574830058401
25724,-200.6094628663569,-200.35266877979743,256.79408655946645,256.79408655946645
25725,-200.62636052432805,-200.33863553885607,287.7249854719821,287.7249854719821
25726,-200.6059225666644,-200.37090879897107,235.01376769331728,235.01376769331728
25727,-200.60832734571213,-200.36211425176597,246.2130939461531,246.2130939461531
25728,-200.62961318821675,-200.3317102810104,297.9029072063497,297.9029072063497
25729,-200.5961082123909,-200.3595767353691,236.53147702179922,236.53147702179922
25730,-200.60296944369745,-200.3312677272796,271.70171641785146,271.70171641785146
25731,-200.61205910320743,-200.3539149432297,258.1441599777179,258.1441599777179
25732,-200.6112834892951,-200.32487491648212,286.4085728129737,286.4085728129737
25733,-200.6025007717413,-200.3553904386592,247.11033308207675,247.11033308207675
25734,-200.60291329158264,-200.35462658253343,248.28670904921069,248.28670904921069
25735,-200.60525425825563,-200.36489601738955,240.3582408660725,240.3582408660725
25736,-200.62178631320185,-200.31982181501212,301.9644981897329,301.9644981897329
25737,-200.5880322883429,-200.33558921376488,252.44307457802506,252.44307457802506
25738,-200.6284829925159,-200.33550941172464,292.973580791255,292.973580791255
25739,-200.5888088476927,-200.3546253022284,234.18354546427622,234.18354546427622
25740,-200.5979396258085,-200.3863487319154,211.5908938930886,211.5908938930886
25741,-200.60165335453613,-200.33616699960885,265.4863549272761,265.4863549272761
25742,-200.6170386904758,-200.33772047184976,279.318218626031,279.318218626031
25743,-200.6133402509554,-200.36548253484625,247.85771610913798,247.85771610913798
25744,-200.6112088050589,-200.34388702045408,267.3217846048317,267.3217846048317
25745,-200.60339765923243,-200.37519483333296,228.20282589947283,228.20282589947283
25746,-200.62978880185327,-200.36692050493696,262.8682969163094,262.8682969163094
25747,-200.5998964014436,-200.36528990049956,234.60650094403945,234.60650094403945
25748,-200.61110761796903,-200.35922119247,251.8864254990376,251.8864254990376
25749,-200.61667948321085,-200.3431781274305,273.50135578035406,273.50135578035406
25750,-200.59152054265508,-200.36374755111584,227.7729915392399,227.7729915392399
25751,-200.6073787365088,-200.32528797742685,282.0907590819388,282.0907590819388
25752,-200.54985876125647,-200.3258717153239,223.98704593257435,223.98704593257435
25753,-200.5831586145107,-200.3605352043444,222.6234101663067,222.6234101663067
25754,-200.61407739593136,-200.36526539652615,248.8119994052056,248.8119994052056
25755,-200.5900199400184,-200.33779498919296,252.22495082545038,252.22495082545038
25756,-200.5859696263873,-200.3537421827266,232.2274436607188,232.2274436607188
25757,-200.58231009550136,-200.3444592525468,237.8508429545434,237.8508429545434
25758,-200.6013756043637,-200.36881663537645,232.55896898726292,232.55896898726292
25759,-200.59906501562503,-200.33326981221612,265.7952034089135,265.7952034089135
25760,-200.58924658523927,-200.39138314102365,197.86344421561353,197.86344421561353
25761,-200.62035061895085,-200.34347302837847,276.8775905723828,276.8775905723828
25762,-200.56874161421769,-200.3509281879742,217.813426243481,217.813426243481
25763,-200.61695518104116,-200.376177984337,240.7771967041583,240.7771967041583
25764,-200.58387097751603,-200.3619994638897,221.87151362632562,221.87151362632562
25765,-200.63191782823577,-200.36467899252608,267.23883570969065,267.23883570969065
25766,-200.61772885168432,-200.3585408701555,259.18798152881095,259.18798152881095
25767,-200.5851934521303,-200.35840076992136,226.7926822089521,226.7926822089521
25768,-200.6141746580293,-200.36415940828243,250.01524974686617,250.01524974686617
25769,-200.5728547224224,-200.33759125622984,235.26346619254923,235.26346619254923
25770,-200.654424094673,-200.3482156653656,306.2084293074179,306.2084293074179
25771,-200.63303495222385,-200.3651147062887,267.9202459351586,267.9202459351586
25772,-200.5993342656785,-200.35327323858928,246.06102708921185,246.06102708921185
25773,-200.5885517198005,-200.3460643270488,242.4873927517126,242.4873927517126
25774,-200.61427717746213,-200.3508056886849,263.4714887772418,263.4714887772418
25775,-200.58036410620343,-200.29628168428303,284.08242192040234,284.08242192040234
25776,-200.5975513372701,-200.34197279005448,255.57854721560602,255.57854721560602
25777,-200.62277150156467,-200.36624329259752,256.5282089671541,256.5282089671541
25778,-200.6239693813525,-200.35049071171397,273.4786696385356,273.4786696385356
25779,-200.61364927653725,-200.3475571495336,266.0921270036454,266.0921270036454
25780,-200.57710476411677,-200.34367621389785,233.4285502189175,233.4285502189175
25781,-200.6262058315417,-200.3570947464792,269.11108506251935,269.11108506251935
25782,-200.59874305460613,-200.35883472123533,239.9083333708063,239.9083333708063
25783,-200.5900684090834,-200.3403836050134,249.68480407000015,249.68480407000015
25784,-200.62664202562476,-200.32947141182345,297.17061380131327,297.17061380131327
25785,-200.60714922064903,-200.36449807423452,242.65114641451646,242.65114641451646
25786,-200.59144726742744,-200.3418657096206,249.58155780683455,249.58155780683455
25787,-200.61416002115823,-200.3322923990152,281.8676221430394,281.8676221430394
25788,-200.5831392296539,-200.3458685047237,237.27072493019818,237.27072493019818
25789,-200.6143369818546,-200.36733589337365,247.0010884809426,247.0010884809426
25790,-200.61827435646865,-200.3375248087636,280.74954770505656,280.74954770505656
25791,-200.62913162767893,-200.37763158700585,251.50004067307918,251.50004067307918
25792,-200.60778382519888,-200.34235316771088,265.43065748799677,265.43065748799677
25793,-200.5970676078253,-200.33711469585768,259.9529119676163,259.9529119676163
25794,-200.6107611713891,-200.3431052151344,267.65595625471406,267.65595625471406
25795,-200.5936069133043,-200.31990438045784,273.70253284647106,273.70253284647106
25796,-200.6068454799304,-200.37662221431677,230.22326561363116,230.22326561363116
25797,-200.6171536906988,-200.3848267008444,232.32698985441402,232.32698985441402
25798,-200.6572070350548,-200.351312680164,305.8943548907962,305.8943548907962
25799,-200.60551214892,-200.37144660700648,234.06554191353734,234.06554191353734
25800,-200.6325375404705,-200.3500549976347,282.4825428358224,282.4825428358224
25801,-200.6061287642324,-200.352833954098,253.29481013440613,253.29481013440613
25802,-200.60814714031216,-200.33993462987857,268.2125104335853,268.2125104335853
25803,-200.59843771887785,-200.33887463977464,259.5630791032022,259.5630791032022
25804,-200.594394350956,-200.35320422496167,241.1901259943363,241.1901259943363
25805,-200.6228855549584,-200.3587682470705,264.1173078879149,264.1173078879149
25806,-200.65664821500488,-200.3534382113459,303.21000365898954,303.21000365898954
25807,-200.5953568708938,-200.35435719351125,240.9996773825469,240.9996773825469
25808,-200.60823523498289,-200.3476834420806,260.5517929022767,260.5517929022767
25809,-200.5914670022452,-200.3536638298762,237.8031723689844,237.8031723689844
25810,-200.63206938018976,-200.37988713636668,252.18224382308563,252.18224382308563
25811,-200.5875686115725,-200.35267990567763,234.88870589486055,234.88870589486055
25812,-200.58021955835028,-200.3399091501143,240.3104082359846,240.3104082359846
25813,-200.61929399084408,-200.3453731317147,273.92085912939024,273.92085912939024
25814,-200.6060894754932,-200.3494755244721,256.61395102110873,256.61395102110873
25815,-200.62519384747125,-200.36019603195456,264.99781551669344,264.99781551669344
25816,-200.60060112402385,-200.3574554095496,243.14571447425237,243.14571447425237
25817,-200.59404254581915,-200.36545377437,228.58877144915368,228.58877144915368
25818,-200.6182878606611,-200.35594142594263,262.3464347184665,262.3464347184665
25819,-200.60415116719992,-200.37008216513857,234.0690020613465,234.0690020613465
25820,-200.6316072551768,-200.3816217814266,249.98547375020053,249.98547375020053
25821,-200.60409211465628,-200.34570660823343,258.3855064228544,258.3855064228544
25822,-200.59921474431067,-200.31072063397696,288.4941103337155,288.4941103337155
25823,-200.5984404881385,-200.3254663572192,272.97413091929457,272.97413091929457
25824,-200.6312686458853,-200.3671715426838,264.0971032015216,264.0971032015216
25825,-200.5967493649802,-200.3292180680561,267.53129692411903,267.53129692411903
25826,-200.63624131789595,-200.34735613305736,288.88518483859116,288.88518483859116
25827,-200.5824941563959,-200.3706729594905,211.82119690541867,211.82119690541867
25828,-200.5700742413869,-200.35535576013652,214.7184812503724,214.7184812503724
25829,-200.59348974419515,-200.3393629799451,254.12676425005998,254.12676425005998
25830,-200.6179383955676,-200.3029163733881,315.02202217950526,315.02202217950526
25831,-200.59953403327813,-200.35824029585888,241.2937374192552,241.2937374192552
25832,-200.6007617065165,-200.34039237365457,260.3693328619272,260.3693328619272
25833,-200.5970426383909,-200.3670342622956,230.00837609529867,230.00837609529867
25834,-200.5905472250412,-200.35379533608585,236.7518889553537,236.7518889553537
25835,-200.60322568525743,-200.3689173416628,234.30834359461983,234.30834359461983
25836,-200.60189874823905,-200.32929608428452,272.6026639545296,272.6026639545296
25837,-200.6121538863972,-200.33985914126288,272.2947451343316,272.2947451343316
25838,-200.58567147411296,-200.34330714106875,242.36433304420757,242.36433304420757
25839,-200.6099525220064,-200.35145829980672,258.4942221996869,258.4942221996869
25840,-200.61418448169388,-200.34480797894017,269.3765027537154,269.3765027537154
25841,-200.6218123849696,-200.34241582182503,279.39656314455874,279.39656314455874
25842,-200.6041209228569,-200.36162996609784,242.4909567590703,242.4909567590703
25843,-200.6346484472777,-200.3582383070581,276.4101402196104,276.4101402196104
25844,-200.6066515224274,-200.35987846400388,246.77305842351416,246.77305842351416
25845,-200.6355715300347,-200.3619862884436,273.58524159109265,273.58524159109265
25846,-200.6057695398622,-200.35906417690444,246.70536295775491,246.70536295775491
25847,-200.60352494418743,-200.32893584443943,274.58909974799894,274.58909974799894
25848,-200.6311732953107,-200.3506367527152,280.5365425955131,280.5365425955131
25849,-200.6054930068396,-200.34564240658148,259.8506002581189,259.8506002581189
25850,-200.60957799360065,-200.36490326422896,244.67472937169532,244.67472937169532
25851,-200.5889988452993,-200.33376168785,255.23715744930087,255.23715744930087
25852,-200.61624196803848,-200.3319801964255,284.2617716129894,284.2617716129894
25853,-200.6047367170468,-200.3541269965383,250.60972050849273,250.60972050849273
25854,-200.57852270356187,-200.3566429531661,221.87975039577168,221.87975039577168
25855,-200.62879132058563,-200.36519868186525,263.5926387203824,263.5926387203824
25856,-200.59615010133905,-200.347746787222,248.40331411704142,248.40331411704142
25857,-200.5755922983961,-200.34257629293384,233.01600546224677,233.01600546224677
25858,-200.61210998692363,-200.36414104340707,247.96894351655396,247.96894351655396
25859,-200.6113571127189,-200.36661876273183,244.7383499870739,244.7383499870739
25860,-200.5783371037639,-200.35858946228728,219.74764147660153,219.74764147660153
25861,-200.5754733540313,-200.35767981117945,217.79354285183672,217.79354285183672
25862,-200.6065735534491,-200.32102707532744,285.5464781216597,285.5464781216597
25863,-200.5895962934844,-200.3606716155826,228.9246779018015,228.9246779018015
25864,-200.6161851168918,-200.33039694342236,285.78817346945584,285.78817346945584
25865,-200.61798743668533,-200.36930686784797,248.6805688373579,248.6805688373579
25866,-200.57829698501888,-200.37554949852503,202.74748649384833,202.74748649384833
25867,-200.61369661303152,-200.3269950866569,286.7015263746282,286.7015263746282
25868,-200.5910990575088,-200.3674549780514,223.64407945741505,223.64407945741505
25869,-200.61202598018377,-200.3602597778377,251.76620234606162,251.76620234606162
25870,-200.55576658625105,-200.34085704594952,214.90954030153375,214.90954030153375
25871,-200.62590282755087,-200.33139317016972,294.5096573811554,294.5096573811554
25872,-200.5939562754793,-200.34184041322376,252.11586225552196,252.11586225552196
25873,-200.64280866019357,-200.3543719639473,288.436696246265,288.436696246265
25874,-200.6323667489133,-200.35713458729856,275.2321616147526,275.2321616147526
25875,-200.5988449389042,-200.3533790715837,245.46586732049036,245.46586732049036
25876,-200.61886118717047,-200.36072174752312,258.1394396473513,258.1394396473513
25877,-200.61764062092283,-200.33304098554936,284.59963537346766,284.59963537346766
25878,-200.5941228821802,-200.35299425798647,241.1286241937205,241.1286241937205
25879,-200.6356040845968,-200.34132052861804,294.2835559787511,294.2835559787511
25880,-200.56494851867276,-200.3474444107754,217.50410789735497,217.50410789735497
25881,-200.59962989210504,-200.3463039433665,253.3259487385351,253.3259487385351
25882,-200.5972864070931,-200.3790499473592,218.2364597339017,218.2364597339017
25883,-200.6113398902706,-200.3254864438786,285.85344639202503,285.85344639202503
25884,-200.60656234332413,-200.34580187302083,260.7604703032962,260.7604703032962
25885,-200.60783988061087,-200.34123933907532,266.6005415355528,266.6005415355528
25886,-200.6073263655798,-200.3704974217888,236.82894379101072,236.82894379101072
25887,-200.6288613479084,-200.36942438732643,259.4369605819793,259.4369605819793
25888,-200.57928567410835,-200.34953563415888,229.7500399494652,229.7500399494652
25889,-200.5887625837464,-200.3400336444794,248.72893926698225,248.72893926698225
25890,-200.59110525520495,-200.3461475295475,244.9577256574571,244.9577256574571
25891,-200.61861994441884,-200.3606984710492,257.92147336963467,257.92147336963467
25892,-200.61921903757596,-200.35671284900803,262.50618856792585,262.50618856792585
25893,-200.61142350246007,-200.37107903242963,240.34447003043624,240.34447003043624
25894,-200.59958075318343,-200.376516963496,223.0637896874441,223.0637896874441
25895,-200.6118708625889,-200.3587638766541,253.1069859347781,253.1069859347781
25896,-200.6108390923257,-200.35437297625816,256.46611606754277,256.46611606754277
25897,-200.60540586129008,-200.3329995414437,272.4063198463682,272.4063198463682
25898,-200.61276005955116,-200.36754770499945,245.2123545517111,245.2123545517111
25899,-200.62259584135907,-200.36901451518872,253.58132617034812,253.58132617034812
25900,-200.606376431744,-200.35049920389991,255.8772278440813,255.8772278440813
25901,-200.59623803588835,-200.36219718787305,234.04084801529734,234.04084801529734
25902,-200.6377297970307,-200.35233170175525,285.3980952754398,285.3980952754398
25903,-200.61073124914455,-200.35162447115604,259.10677798850656,259.10677798850656
25904,-200.6152324013878,-200.34991987688664,265.31252450115517,265.31252450115517
25905,-200.5954720182852,-200.34109802047692,254.37399780827263,254.37399780827263
25906,-200.6093251259236,-200.35761396966825,251.71115625533957,251.71115625533957
25907,-200.60412071954735,-200.3611772763496,242.94344319775973,242.94344319775973
25908,-200.61072884608967,-200.3321251504544,278.6036956352689,278.6036956352689
25909,-200.59640811265868,-200.36229882590337,234.10928675531295,234.10928675531295
25910,-200.61744635173272,-200.32409650041905,293.3498513136783,293.3498513136783
25911,-200.5976569862366,-200.3131138891086,284.54309712799386,284.54309712799386
25912,-200.57446480698715,-200.3594642908433,215.00051614384574,215.00051614384574
25913,-200.63295970092025,-200.3335825108689,299.3771900513593,299.3771900513593
25914,-200.61818959727464,-200.3330633862615,285.12621101313584,285.12621101313584
25915,-200.60160607096685,-200.33925461817188,262.35145279497374,262.35145279497374
25916,-200.61117845765756,-200.35289735140515,258.2811062524115,258.2811062524115
25917,-200.6334254087846,-200.3678095615324,265.61584725220655,265.61584725220655
25918,-200.6357484081791,-200.3666137531744,269.1346550047058,269.1346550047058
25919,-200.58337124154167,-200.34891305316057,234.45818838109744,234.45818838109744
25920,-200.59722469631132,-200.33171085899548,265.51383731583655,265.51383731583655
25921,-200.59485311131564,-200.35971287883845,235.1402324771925,235.1402324771925
25922,-200.63153721221937,-200.3492043968946,282.3328153247644,282.3328153247644
25923,-200.61621947461293,-200.3361628263933,280.0566482196416,280.0566482196416
25924,-200.5984420331799,-200.3716343516484,226.8076815315112,226.8076815315112
25925,-200.632426538592,-200.3470523747353,285.37416385668735,285.37416385668735
25926,-200.6004159663873,-200.34175739406325,258.65857232403755,258.65857232403755
25927,-200.5727263083672,-200.3169141467614,255.8121616058031,255.8121616058031
25928,-200.61389959502216,-200.3791934445897,234.70615043245857,234.70615043245857
25929,-200.6157011392468,-200.34565367010416,270.04746914263933,270.04746914263933
25930,-200.59306924306452,-200.33718849694,255.88074612451805,255.88074612451805
25931,-200.60539349191689,-200.33562801999423,269.76547192265343,269.76547192265343
25932,-200.60577703411212,-200.3555036174063,250.2734167058236,250.2734167058236
25933,-200.5803295581769,-200.35248314226072,227.84641591618993,227.84641591618993
25934,-200.61481292874004,-200.3326039051427,282.20902359734623,282.20902359734623
25935,-200.60702262904215,-200.36335834748417,243.66428155798303,243.66428155798303
25936,-200.5987543413236,-200.3313476030357,267.40673828788886,267.40673828788886
25937,-200.58968833261224,-200.3624800004037,227.20833220853365,227.20833220853365
25938,-200.60433814708404,-200.36613248743748,238.20565964655316,238.20565964655316
25939,-200.59302176603651,-200.3395504397513,253.47132628522218,253.47132628522218
25940,-200.6487210108929,-200.35642338215237,292.29762874052767,292.29762874052767
25941,-200.5909250044845,-200.35512374446583,235.8012600186612,235.8012600186612
25942,-200.6121023051056,-200.3579402314525,254.16207365310584,254.16207365310584
25943,-200.60336964294368,-200.3627955699074,240.57407303627087,240.57407303627087
25944,-200.62459964763332,-200.36358693634352,261.0127112897942,261.0127112897942
25945,-200.6352324442069,-200.3948516791653,240.380765041607,240.380765041607
25946,-200.5616458961776,-200.35562096593588,206.02493024171054,206.02493024171054
25947,-200.6332331800893,-200.3411667459889,292.06643410040556,292.06643410040556
25948,-200.61276259889075,-200.33977026520412,272.9923336866307,272.9923336866307
25949,-200.6180516500787,-200.33868865250216,279.3629975765555,279.3629975765555
25950,-200.61361838859247,-200.35140092506415,262.2174635283159,262.2174635283159
25951,-200.62032774862436,-200.35221653878972,268.1112098346432,268.1112098346432
25952,-200.58817096514275,-200.35556380618883,232.60715895392536,232.60715895392536
25953,-200.6056424058021,-200.37721584302875,228.42656277333617,228.42656277333617
25954,-200.6089965818932,-200.35649551875653,252.50106313666265,252.50106313666265
25955,-200.60271463876987,-200.37400655049765,228.70808827221367,228.70808827221367
25956,-200.593144523313,-200.3328443804715,260.30014284148706,260.30014284148706
25957,-200.59973144137075,-200.33209956577645,267.63187559430435,267.63187559430435
25958,-200.60793524299248,-200.364212197284,243.72304570849224,243.72304570849224
25959,-200.61089704779292,-200.36018329296755,250.7137548253695,250.7137548253695
25960,-200.58571839540775,-200.34301293047295,242.70546493480083,242.70546493480083
25961,-200.6037025242974,-200.38020344164727,223.49908265013596,223.49908265013596
25962,-200.58400424336045,-200.3509826288633,233.0216144971473,233.0216144971473
25963,-200.61460377444027,-200.3313475417848,283.25623265547506,283.25623265547506
25964,-200.615924138911,-200.35024404865084,265.6800902601617,265.6800902601617
25965,-200.6095882415438,-200.3281009226242,281.4873189196021,281.4873189196021
25966,-200.58058539305492,-200.34476494789408,235.8204451608401,235.8204451608401
25967,-200.57952567202528,-200.3562084966935,223.31717533177198,223.31717533177198
25968,-200.5949520525984,-200.35377103306735,241.18101953104087,241.18101953104087
25969,-200.60480632206745,-200.37214851579523,232.65780627221488,232.65780627221488
25970,-200.59859320699397,-200.37289312994503,225.70007704894124,225.70007704894124
25971,-200.60368433753652,-200.34230304501284,261.38129252368003,261.38129252368003
25972,-200.6093608647296,-200.35915259909711,250.20826563249443,250.20826563249443
25973,-200.59003518133244,-200.34211610047083,247.91908086160674,247.91908086160674
25974,-200.61224341714995,-200.3468091374929,265.43427965705746,265.43427965705746
25975,-200.6155903442049,-200.33656154526045,279.028798944438,279.028798944438
25976,-200.59431106779957,-200.3524106598833,241.90040791626188,241.90040791626188
25977,-200.61140583445496,-200.37303455984556,238.371274609392,238.371274609392
25978,-200.6100370972158,-200.34213327491705,267.90382229876286,267.90382229876286
25979,-200.61535354199484,-200.35855549390493,256.79804808990525,256.79804808990525
25980,-200.58543643078312,-200.3461083491412,239.3280816419292,239.3280816419292
25981,-200.60133667733197,-200.3353802753553,265.95640197666626,265.95640197666626
25982,-200.62247255696235,-200.37477851454796,247.69404241439474,247.69404241439474
25983,-200.5912242738676,-200.32925537062007,261.96890324752076,261.96890324752076
25984,-200.60260190087763,-200.3491045277349,253.49737314272147,253.49737314272147
25985,-200.60513346556849,-200.3474830426614,257.6504229070906,257.6504229070906
25986,-200.61933479001877,-200.34824503650907,271.089753509699,271.089753509699
25987,-200.60682082882363,-200.319993613996,286.82721482763895,286.82721482763895
25988,-200.60242438854704,-200.35689003725508,245.53435129195122,245.53435129195122
25989,-200.59583718763784,-200.3604403547902,235.39683284764124,235.39683284764124
25990,-200.60203720116613,-200.33630557078797,265.7316303781556,265.7316303781556
25991,-200.60692704986135,-200.37769969674375,229.2273531176079,229.2273531176079
25992,-200.62013520756864,-200.3546787800006,265.45642756804,265.45642756804
25993,-200.591961127413,-200.3707871969234,221.17393048958434,221.17393048958434
25994,-200.6088253984646,-200.34582521966817,263.0001787964318,263.0001787964318
25995,-200.60171250793007,-200.3496893080615,252.02319986857447,252.02319986857447
25996,-200.59306833568456,-200.34635540535328,246.7129303312845,246.7129303312845
25997,-200.60958665395597,-200.35919858812005,250.38806583592077,250.38806583592077
25998,-200.60649669754204,-200.3680799510835,238.41674645854027,238.41674645854027
25999,-200.62777801364547,-200.3461405349415,281.6374787039706,281.6374787039706
26000,-200.61523875660828,-200.36981345676145,245.42529984682915,245.42529984682915
26001,-200.62468086017464,-200.34997527555996,274.7055846146793,274.7055846146793
26002,-200.59897353731915,-200.3833757869433,215.59775037584927,215.59775037584927
26003,-200.57921433547676,-200.3581102610191,221.10407445765645,221.10407445765645
26004,-200.63469535156,-200.34768557384135,287.00977771865155,287.00977771865155
26005,-200.602844071654,-200.33869717717363,264.1468944803762,264.1468944803762
26006,-200.598706017675,-200.3743510583916,224.35495928340288,224.35495928340288
26007,-200.63565038990288,-200.3514931933988,284.1571965040828,284.1571965040828
26008,-200.5973559599455,-200.34229084534155,255.06511460395132,255.06511460395132
26009,-200.59112687932569,-200.3225570290052,268.56985032048897,268.56985032048897
26010,-200.5806635385293,-200.37386450923145,206.799029297855,206.799029297855
26011,-200.61778970558052,-200.40218976291223,215.59994266829108,215.59994266829108
26012,-200.61325393010384,-200.39162633840957,221.62759169427204,221.62759169427204
26013,-200.6191093890592,-200.34839469842237,270.7146906368223,270.7146906368223
26014,-200.60919332430163,-200.36959237304188,239.6009512597459,239.6009512597459
26015,-200.62908804038108,-200.3682754134876,260.8126268934825,260.8126268934825
26016,-200.6062062001481,-200.36579587191363,240.41032823447495,240.41032823447495
26017,-200.6265814035154,-200.36349666282507,263.0847406903172,263.0847406903172
26018,-200.577371039026,-200.3189817912617,258.38924776428485,258.38924776428485
26019,-200.61785894639485,-200.3632947528496,254.56419354523518,254.56419354523518
26020,-200.61668285167227,-200.33572207787265,280.96077379962026,280.96077379962026
26021,-200.6237827863953,-200.36357186555176,260.2109208435479,260.2109208435479
26022,-200.6262531783344,-200.33818822316096,288.06495517343933,288.06495517343933
26023,-200.61994557890063,-200.3705451654948,249.40041340582297,249.40041340582297
26024,-200.63972740385003,-200.32833060109007,311.3968027599583,311.3968027599583
26025,-200.640438992827,-200.36764554042384,272.7934524031639,272.7934524031639
26026,-200.64085694457,-200.3534289998516,287.4279447184165,287.4279447184165
26027,-200.64894808978585,-200.3719480699731,277.00001981276046,277.00001981276046
26028,-200.60493036592,-200.35851706560624,246.41330031377606,246.41330031377606
26029,-200.5936551286728,-200.38673517474564,206.91995392715512,206.91995392715512
26030,-200.62986242095303,-200.37738343382733,252.4789871256985,252.4789871256985
26031,-200.6408875455633,-200.3561261189192,284.76142664408144,284.76142664408144
26032,-200.61646308714987,-200.35520293253964,261.2601546102269,261.2601546102269
26033,-200.6131956562473,-200.3846768402855,228.5188159618201,228.5188159618201
26034,-200.58448182368264,-200.386012105867,198.46971781564093,198.46971781564093
26035,-200.6409187916563,-200.3407978018336,300.12098982271596,300.12098982271596
26036,-200.611325150089,-200.3508170933794,260.50805670959676,260.50805670959676
26037,-200.60408433013964,-200.3809210625344,223.16326760522998,223.16326760522998
26038,-200.62549891890205,-200.3832681129487,242.23080595334068,242.23080595334068
26039,-200.62414868747797,-200.3594023284425,264.7463590354562,264.7463590354562
26040,-200.64073350364768,-200.35170194798752,289.03155566015926,289.03155566015926
26041,-200.60476860383025,-200.3493914939002,255.3771099300377,255.3771099300377
26042,-200.62406341267527,-200.33860427585483,285.45913682043533,285.45913682043533
26043,-200.6150519628286,-200.3365319753422,278.5199874863906,278.5199874863906
26044,-200.60833803188436,-200.37361458527135,234.72344661300326,234.72344661300326
26045,-200.6133251801453,-200.3776470642732,235.67811587210485,235.67811587210485
26046,-200.5840004553565,-200.35531404201328,228.68641334321183,228.68641334321183
26047,-200.6225167275784,-200.3425708058711,279.94592170728083,279.94592170728083
26048,-200.6013213830529,-200.3467792942575,254.54208879540374,254.54208879540374
26049,-200.62516355742065,-200.3792500169744,245.9135404462529,245.9135404462529
26050,-200.59588960496816,-200.36734267067447,228.54693429368922,228.54693429368922
26051,-200.6307233075049,-200.33826649333903,292.45681416585967,292.45681416585967
26052,-200.6181981635352,-200.3843349100204,233.86325351478376,233.86325351478376
26053,-200.6081185029054,-200.3866841844477,221.43431845771033,221.43431845771033
26054,-200.60311635449293,-200.34587139627828,257.2449582146419,257.2449582146419
26055,-200.59152615763705,-200.36496245716063,226.56370047641872,226.56370047641872
26056,-200.62961959666444,-200.3238263411376,305.79325552685077,305.79325552685077
26057,-200.61007729356635,-200.34497113889515,265.10615467120147,265.10615467120147
26058,-200.63618288467973,-200.33638388204756,299.7990026321702,299.7990026321702
26059,-200.59301165264984,-200.35852014644772,234.49150620211867,234.49150620211867
26060,-200.62039403051392,-200.32472298866665,295.671041847271,295.671041847271
26061,-200.63693562292943,-200.34107489451907,295.8607284103607,295.8607284103607
26062,-200.62634612973056,-200.3518763905019,274.4697392286639,274.4697392286639
26063,-200.6014000081004,-200.3468761519492,254.5238561511951,254.5238561511951
26064,-200.59710804040424,-200.36039328395825,236.71475644599127,236.71475644599127
26065,-200.62023281228932,-200.33009165019783,290.1411620914871,290.1411620914871
26066,-200.6420413702384,-200.34957674840905,292.46462182933897,292.46462182933897
