step,E_HC_Ha,E_HS_Ha,E_HFe_Ha,E_HFe2_Ha
59116,-335.2976,-335.212,-335.1928,-335.1848
59117,-335.2835,-335.2017,-335.1469,-335.2164
59118,-335.2425,-335.225,-335.1929,-335.2093
59119,-335.2635,-335.2165,-335.1652,-335.2038
59120,-335.2958,-335.2047,-335.2243,-335.2125
59121,-335.271,-335.2492,-335.179,-335.1865
59122,-335.2786,-335.2343,-335.1891,-335.1821
59123,-335.2492,-335.1976,-335.2042,-335.2034
59124,-335.279,-335.1951,-335.1932,-335.1613
59125,-335.2823,-335.2292,-335.1555,-335.2186
59126,-335.258,-335.2181,-335.1817,-335.1768
59127,-335.2638,-335.2129,-335.1636,-335.1811
59128,-335.2689,-335.195,-335.1725,-335.1814
59129,-335.2664,-335.2042,-335.1717,-335.1758
59130,-335.2947,-335.1883,-335.1696,-335.1631
59131,-335.2756,-335.2069,-335.1674,-335.1459
59132,-335.2494,-335.2422,-335.1529,-335.1636
59133,-335.2639,-335.2624,-335.1784,-335.1897
59134,-335.2894,-335.2177,-335.1938,-335.1877
59135,-335.3041,-335.2125,-335.1807,-335.2021
59136,-335.252,-335.1978,-335.199,-335.1905
59137,-335.3077,-335.2149,-335.1949,-335.1581
59138,-335.2719,-335.2228,-335.2108,-335.1829
59139,-335.2646,-335.1885,-335.2025,-335.2225
59140,-335.2604,-335.1968,-335.1584,-335.1935
59141,-335.268,-335.187,-335.2023,-335.1747
59142,-335.2773,-335.2228,-335.2004,-335.172
59143,-335.3021,-335.1855,-335.2212,-335.1654
59144,-335.2379,-335.2142,-335.1652,-335.1862
59145,-335.2581,-335.2176,-335.1758,-335.1977
59146,-335.2654,-335.2102,-335.1721,-335.1907
59147,-335.2881,-335.2177,-335.1799,-335.1726
59148,-335.2897,-335.2187,-335.1851,-335.1897
59149,-335.2923,-335.2249,-335.1716,-335.1619
59150,-335.2625,-335.2122,-335.1869,-335.2013
59151,-335.2699,-335.2041,-335.2015,-335.1873
59152,-335.281,-335.2198,-335.1601,-335.1937
59153,-335.2682,-335.1927,-335.1816,-335.1641
59154,-335.2656,-335.2242,-335.143,-335.18
59155,-335.2619,-335.1971,-335.1769,-335.1906
59156,-335.2881,-335.2056,-335.1498,-335.237
59157,-335.2726,-335.211,-335.1889,-335.1689
59158,-335.2495,-335.1981,-335.1974,-335.1538
59159,-335.2857,-335.1826,-335.1807,-335.1951
59160,-335.2736,-335.2047,-335.1589,-335.1899
59161,-335.2742,-335.2134,-335.186,-335.1903
59162,-335.2946,-335.2211,-335.1837,-335.1948
59163,-335.2944,-335.175,-335.1636,-335.2117
59164,-335.2655,-335.2123,-335.2071,-335.1509
59165,-335.2748,-335.2132,-335.1855,-335.2094
59166,-335.2696,-335.2125,-335.1989,-335.2163
59167,-335.2697,-335.1928,-335.1541,-335.2096
59168,-335.2533,-335.1794,-335.1889,-335.2086
59169,-335.2617,-335.2403,-335.1699,-335.1979
59170,-335.261,-335.1948,-335.1647,-335.195
59171,-335.2795,-335.2288,-335.1814,-335.207
59172,-335.2569,-335.1847,-335.1582,-335.1943
59173,-335.2939,-335.1931,-335.2155,-335.2022
59174,-335.2752,-335.2193,-335.1505,-335.1809
59175,-335.2894,-335.1528,-335.1536,-335.1872
59176,-335.2393,-335.2149,-335.1544,-335.1819
59177,-335.2778,-335.2163,-335.166,-335.1683
59178,-335.2711,-335.1783,-335.1694,-335.1826
59179,-335.254,-335.2204,-335.1549,-335.1525
59180,-335.2675,-335.2352,-335.1496,-335.1773
59181,-335.2754,-335.2016,-335.17,-335.1984
59182,-335.2794,-335.2167,-335.1704,-335.1851
59183,-335.2917,-335.1779,-335.1902,-335.1907
59184,-335.2833,-335.2121,-335.1859,-335.1693
59185,-335.2843,-335.2125,-335.1923,-335.2019
59186,-335.2666,-335.2074,-335.1589,-335.2042
59187,-335.2525,-335.2474,-335.1577,-335.1835
59188,-335.2558,-335.2187,-335.1898,-335.1909
59189,-335.2523,-335.2167,-335.1925,-335.1701
59190,-335.2781,-335.207,-335.162,-335.1831
59191,-335.2797,-335.2152,-335.2035,-335.2077
59192,-335.277,-335.2356,-335.1799,-335.1811
59193,-335.3024,-335.2064,-335.1658,-335.1407
59194,-335.2579,-335.2054,-335.183,-335.1637
59195,-335.2695,-335.1999,-335.1836,-335.2116
59196,-335.2855,-335.1975,-335.1945,-335.1768
59197,-335.2443,-335.2081,-335.1656,-335.1584
59198,-335.2688,-335.1938,-335.1699,-335.1895
59199,-335.2726,-335.2215,-335.1797,-335.1777
59200,-335.2838,-335.2177,-335.1557,-335.2045
59201,-335.2748,-335.1986,-335.1876,-335.2051
59202,-335.2723,-335.2366,-335.1529,-335.1802
59203,-335.2466,-335.2107,-335.1566,-335.1864
59204,-335.2538,-335.2137,-335.1758,-335.215
59205,-335.2775,-335.2139,-335.1722,-335.184
59206,-335.2816,-335.2013,-335.1922,-335.163
59207,-335.2841,-335.2355,-335.1675,-335.1997
59208,-335.2584,-335.2139,-335.1644,-335.1783
59209,-335.2874,-335.2144,-335.1695,-335.1792
59210,-335.2344,-335.2324,-335.1548,-335.1792
59211,-335.2589,-335.206,-335.1784,-335.1896
59212,-335.2716,-335.2038,-335.1658,-335.2005
59213,-335.2662,-335.2108,-335.1657,-335.1865
59214,-335.2592,-335.2479,-335.1763,-335.1936
59215,-335.2566,-335.2224,-335.1875,-335.2098
59216,-335.2762,-335.2292,-335.2628,-335.1807
59217,-335.2587,-335.2556,-335.1991,-335.1704
59218,-335.2644,-335.1825,-335.2022,-335.1992
59219,-335.271,-335.2367,-335.1782,-335.1966
59220,-335.2683,-335.1969,-335.1694,-335.1951
59221,-335.2423,-335.2031,-335.1717,-335.2208
59222,-335.2675,-335.1938,-335.1918,-335.1806
59223,-335.2602,-335.1998,-335.2067,-335.1669
59224,-335.2783,-335.1954,-335.1737,-335.1994
59225,-335.2867,-335.2167,-335.183,-335.1615
59226,-335.2678,-335.2121,-335.1537,-335.2173
59227,-335.2802,-335.2471,-335.1803,-335.1833
59228,-335.2594,-335.1729,-335.1596,-335.2028
59229,-335.2794,-335.2167,-335.1839,-335.1598
59230,-335.2522,-335.2065,-335.0833,-335.2042
59231,-335.2836,-335.1989,-335.1837,-335.1848
59232,-335.274,-335.202,-335.1771,-335.1896
59233,-335.2845,-335.1903,-335.1737,-335.182
59234,-335.2744,-335.1907,-335.1678,-335.1776
59235,-335.2479,-335.2335,-335.1876,-335.1866
59236,-335.2835,-335.2125,-335.1652,-335.2261
59237,-335.2634,-335.2225,-335.1991,-335.1746
59238,-335.2634,-335.2518,-335.1724,-335.1804
59239,-335.2517,-335.2185,-335.1578,-335.2299
59240,-335.258,-335.1962,-335.1753,-335.157
59241,-335.2989,-335.1829,-335.1748,-335.2188
59242,-335.3,-335.2308,-335.176,-335.2003
59243,-335.2621,-335.2188,-335.149,-335.1728
59244,-335.2667,-335.1683,-335.1838,-335.1904
59245,-335.2868,-335.2255,-335.1997,-335.1819
59246,-335.2684,-335.2222,-335.1597,-335.214
59247,-335.2591,-335.1867,-335.1687,-335.187
59248,-335.2755,-335.2047,-335.2115,-335.1629
59249,-335.2326,-335.218,-335.1974,-335.1865
59250,-335.261,-335.2144,-335.1325,-335.2008
59251,-335.2457,-335.2339,-335.1795,-335.188
59252,-335.2608,-335.2083,-335.1529,-335.1907
59253,-335.2784,-335.2281,-335.1646,-335.1926
59254,-335.2586,-335.2333,-335.2043,-335.192
59255,-335.2891,-335.2295,-335.2079,-335.1755
59256,-335.2501,-335.2032,-335.1983,-335.1772
59257,-335.2751,-335.1861,-335.1915,-335.1469
59258,-335.2753,-335.2182,-335.1735,-335.1975
59259,-335.2708,-335.2231,-335.1755,-335.2176
59260,-335.2341,-335.2044,-335.1739,-335.1809
59261,-335.2086,-335.2469,-335.1872,-335.1914
59262,-335.2579,-335.2142,-335.1652,-335.2249
59263,-335.2662,-335.2493,-335.1712,-335.2001
59264,-335.2794,-335.216,-335.1652,-335.2105
59265,-335.2704,-335.214,-335.1669,-335.2036
59266,-335.2749,-335.2228,-335.1738,-335.1904
59267,-335.2684,-335.2121,-335.1923,-335.2092
59268,-335.2772,-335.2202,-335.1684,-335.1999
59269,-335.2726,-335.215,-335.1661,-335.1837
59270,-335.2726,-335.2338,-335.1863,-335.177
59271,-335.2516,-335.1945,-335.187,-335.1719
59272,-335.2889,-335.2155,-335.1923,-335.2067
59273,-335.3024,-335.2141,-335.1338,-335.1863
59274,-335.2653,-335.222,-335.1414,-335.1986
59275,-335.2756,-335.1981,-335.205,-335.1749
59276,-335.2664,-335.2024,-335.1785,-335.1763
59277,-335.2471,-335.1856,-335.18,-335.1766
59278,-335.2948,-335.1961,-335.2025,-335.2249
59279,-335.3185,-335.2369,-335.1863,-335.2186
59280,-335.2731,-335.1878,-335.2048,-335.2039
59281,-335.2304,-335.197,-335.19,-335.1587
59282,-335.2558,-335.1935,-335.1579,-335.1724
59283,-335.2886,-335.2003,-335.1766,-335.1914
59284,-335.2656,-335.2323,-335.1954,-335.2072
59285,-335.287,-335.2209,-335.1918,-335.1875
59286,-335.235,-335.1949,-335.1536,-335.1509
59287,-335.2604,-335.2079,-335.1756,-335.1921
59288,-335.2779,-335.2088,-335.1796,-335.152
59289,-335.2833,-335.2546,-335.1849,-335.1826
59290,-335.2914,-335.2135,-335.1537,-335.2067
59291,-335.2844,-335.2133,-335.1691,-335.2213
59292,-335.2598,-335.2323,-335.1928,-335.1885
59293,-335.2583,-335.2089,-335.1914,-335.233
59294,-335.2699,-335.1908,-335.1696,-335.1802
59295,-335.2748,-335.2285,-335.1715,-335.1596
59296,-335.2864,-335.2173,-335.1798,-335.1996
59297,-335.2742,-335.2116,-335.1735,-335.2011
59298,-335.2742,-335.2021,-335.203,-335.2014
59299,-335.2704,-335.2311,-335.1993,-335.1897
59300,-335.251,-335.2298,-335.1824,-335.1841
59301,-335.2854,-335.2151,-335.1728,-335.1889
59302,-335.2734,-335.2155,-335.1768,-335.1744
59303,-335.268,-335.2103,-335.1628,-335.2014
59304,-335.2484,-335.1823,-335.1742,-335.2102
59305,-335.2899,-335.177,-335.1877,-335.1964
59306,-335.2786,-335.1961,-335.1357,-335.1819
59307,-335.2607,-335.2162,-335.1506,-335.2119
59308,-335.2759,-335.2067,-335.1785,-335.1997
59309,-335.2724,-335.2019,-335.1552,-335.1738
59310,-335.2621,-335.1926,-335.1839,-335.1715
59311,-335.2812,-335.1995,-335.1815,-335.1953
59312,-335.2779,-335.2169,-335.1692,-335.1812
59313,-335.284,-335.1945,-335.1883,-335.1914
59314,-335.2783,-335.2325,-335.2068,-335.1961
59315,-335.2775,-335.1992,-335.1819,-335.1968
59316,-335.2317,-335.2239,-335.1978,-335.1842
59317,-335.2391,-335.2009,-335.1724,-335.2098
59318,-335.2787,-335.2414,-335.1633,-335.1604
59319,-335.2673,-335.2062,-335.1766,-335.181
59320,-335.2561,-335.2243,-335.2093,-335.1646
59321,-335.2898,-335.174,-335.1976,-335.2039
59322,-335.2702,-335.2037,-335.1902,-335.2072
59323,-335.2648,-335.2025,-335.1747,-335.2045
59324,-335.2865,-335.2333,-335.1558,-335.1725
59325,-335.2634,-335.1977,-335.1924,-335.1897
59326,-335.2663,-335.1725,-335.1791,-335.1973
59327,-335.2621,-335.2299,-335.1738,-335.1799
59328,-335.2787,-335.1911,-335.1797,-335.1892
59329,-335.2577,-335.2003,-335.1524,-335.215
59330,-335.2565,-335.2217,-335.17,-335.2017
59331,-335.2783,-335.243,-335.1936,-335.1871
59332,-335.2843,-335.2299,-335.1777,-335.1911
59333,-335.264,-335.2221,-335.1668,-335.2419
59334,-335.2833,-335.2346,-335.2065,-335.2098
59335,-335.2585,-335.2279,-335.1636,-335.19
59336,-335.2972,-335.2367,-335.1702,-335.1899
59337,-335.3032,-335.2324,-335.17,-335.1827
59338,-335.2781,-335.2138,-335.1772,-335.2093
59339,-335.2757,-335.2027,-335.1828,-335.1772
59340,-335.2597,-335.2135,-335.1953,-335.2031
59341,-335.2285,-335.174,-335.1971,-335.2054
59342,-335.2651,-335.2383,-335.1933,-335.2189
59343,-335.2625,-335.2094,-335.1696,-335.1833
59344,-335.2494,-335.2239,-335.1707,-335.1867
59345,-335.2585,-335.1784,-335.1733,-335.174
59346,-335.2497,-335.208,-335.1856,-335.1855
59347,-335.2581,-335.2256,-335.2087,-335.1728
59348,-335.2701,-335.2082,-335.2119,-335.2216
59349,-335.2828,-335.2096,-335.144,-335.1639
59350,-335.2809,-335.1913,-335.1806,-335.1977
59351,-335.2661,-335.2148,-335.1509,-335.1854
59352,-335.2876,-335.205,-335.1716,-335.1988
59353,-335.2888,-335.235,-335.1847,-335.2238
59354,-335.2644,-335.2123,-335.1923,-335.1629
59355,-335.2867,-335.2159,-335.1501,-335.2098
59356,-335.2964,-335.2093,-335.187,-335.2449
59357,-335.2686,-335.1948,-335.1816,-335.1925
59358,-335.2892,-335.1723,-335.1782,-335.2011
59359,-335.2843,-335.2324,-335.1854,-335.1856
59360,-335.2779,-335.2191,-335.1777,-335.1778
59361,-335.2326,-335.226,-335.1776,-335.1868
59362,-335.2775,-335.2124,-335.1933,-335.1842
59363,-335.2792,-335.2369,-335.1704,-335.1785
59364,-335.2677,-335.2235,-335.1766,-335.1453
59365,-335.2668,-335.1971,-335.1733,-335.1897
59366,-335.2549,-335.2185,-335.1865,-335.1821
59367,-335.2627,-335.1816,-335.1883,-335.2068
59368,-335.2771,-335.1919,-335.1721,-335.2057
59369,-335.2764,-335.2076,-335.188,-335.197
59370,-335.2781,-335.1993,-335.1736,-335.2017
59371,-335.276,-335.2009,-335.1759,-335.1664
59372,-335.2859,-335.2046,-335.2026,-335.2039
59373,-335.2862,-335.2208,-335.2081,-335.2097
59374,-335.2884,-335.2034,-335.1645,-335.1794
59375,-335.2824,-335.2108,-335.2019,-335.1672
59376,-335.2831,-335.2363,-335.2157,-335.2006
59377,-335.228,-335.2196,-335.1859,-335.1999
59378,-335.3112,-335.187,-335.1716,-335.1825
59379,-335.2888,-335.1754,-335.1606,-335.1932
59380,-335.2652,-335.1966,-335.1472,-335.2009
59381,-335.2497,-335.2381,-335.1663,-335.1913
59382,-335.2668,-335.2524,-335.1617,-335.207
59383,-335.2898,-335.1816,-335.182,-335.1977
59384,-335.2643,-335.2163,-335.1836,-335.1835
59385,-335.2609,-335.243,-335.187,-335.1826
59386,-335.2448,-335.2072,-335.1724,-335.1759
59387,-335.2759,-335.2178,-335.1939,-335.2119
59388,-335.2389,-335.2445,-335.1899,-335.1377
59389,-335.2614,-335.1931,-335.174,-335.1973
59390,-335.219,-335.2242,-335.1703,-335.2026
59391,-335.2828,-335.22,-335.1916,-335.2143
59392,-335.2702,-335.2029,-335.1538,-335.2199
59393,-335.2748,-335.2008,-335.2036,-335.1654
59394,-335.2738,-335.2206,-335.1693,-335.1967
59395,-335.2899,-335.237,-335.166,-335.198
59396,-335.2347,-335.2174,-335.1753,-335.1967
59397,-335.2651,-335.2018,-335.1512,-335.1925
59398,-335.2598,-335.1956,-335.1512,-335.2328
59399,-335.2489,-335.2259,-335.1791,-335.1893
59400,-335.2649,-335.1747,-335.1977,-335.2045
59401,-335.2588,-335.2325,-335.185,-335.1971
59402,-335.2297,-335.2039,-335.1573,-335.1859
59403,-335.295,-335.2119,-335.1968,-335.1785
59404,-335.2892,-335.1261,-335.1706,-335.1671
59405,-335.2837,-335.2051,-335.2138,-335.2024
59406,-335.2393,-335.2179,-335.1787,-335.2267
59407,-335.2933,-335.2461,-335.1713,-335.1539
59408,-335.2697,-335.2283,-335.2037,-335.1646
59409,-335.2837,-335.2531,-335.1814,-335.1721
59410,-335.2534,-335.2811,-335.1925,-335.2016
59411,-335.2586,-335.2124,-335.1669,-335.1803
59412,-335.2507,-335.1945,-335.194,-335.1738
59413,-335.2682,-335.2205,-335.1519,-335.1915
59414,-335.253,-335.2026,-335.1918,-335.1702
59415,-335.2516,-335.2174,-335.1857,-335.2039
59416,-335.2703,-335.2416,-335.2089,-335.1777
59417,-335.2582,-335.2346,-335.2061,-335.1885
59418,-335.2733,-335.2042,-335.1752,-335.201
59419,-335.2609,-335.193,-335.1776,-335.1991
59420,-335.2692,-335.1989,-335.2044,-335.1917
59421,-335.2289,-335.2108,-335.1784,-335.2079
59422,-335.2683,-335.2136,-335.1699,-335.193
59423,-335.2635,-335.2003,-335.1639,-335.1809
59424,-335.2601,-335.239,-335.1796,-335.1804
59425,-335.2698,-335.1785,-335.1873,-335.1806
59426,-335.2507,-335.2153,-335.1975,-335.2263
59427,-335.2716,-335.2211,-335.19,-335.1763
59428,-335.2891,-335.1993,-335.1959,-335.1835
59429,-335.2452,-335.2098,-335.187,-335.1943
59430,-335.2548,-335.219,-335.1713,-335.1969
59431,-335.2978,-335.2095,-335.1847,-335.2022
59432,-335.2605,-335.205,-335.1589,-335.1674
59433,-335.264,-335.1927,-335.1978,-335.1598
59434,-335.2888,-335.2127,-335.1808,-335.1406
59435,-335.255,-335.2236,-335.1707,-335.1757
59436,-335.2871,-335.2045,-335.205,-335.2035
59437,-335.2805,-335.2038,-335.1992,-335.181
59438,-335.2727,-335.2128,-335.1906,-335.1916
59439,-335.2886,-335.2498,-335.193,-335.1763
59440,-335.2686,-335.1992,-335.1794,-335.2005
59441,-335.2852,-335.2233,-335.1731,-335.1593
59442,-335.2878,-335.2195,-335.1777,-335.1956
59443,-335.2574,-335.1956,-335.1856,-335.1791
59444,-335.2843,-335.1997,-335.1923,-335.1709
59445,-335.2682,-335.2281,-335.1632,-335.1799
59446,-335.2167,-335.1669,-335.1575,-335.2309
59447,-335.3164,-335.2334,-335.1689,-335.1847
59448,-335.2681,-335.2095,-335.1804,-335.1743
59449,-335.2371,-335.2258,-335.1677,-335.1714
59450,-335.278,-335.2174,-335.1664,-335.1857
59451,-335.2568,-335.226,-335.1897,-335.2129
59452,-335.2721,-335.1963,-335.1561,-335.1908
59453,-335.3174,-335.2359,-335.1813,-335.1916
59454,-335.2447,-335.1954,-335.1804,-335.1095
59455,-335.2738,-335.189,-335.2111,-335.1733
59456,-335.275,-335.1806,-335.19,-335.1833
59457,-335.2676,-335.2166,-335.1745,-335.1616
59458,-335.2748,-335.1997,-335.1787,-335.1972
59459,-335.2457,-335.2057,-335.1943,-335.1946
59460,-335.2682,-335.2253,-335.1755,-335.2116
59461,-335.2725,-335.2519,-335.175,-335.1878
59462,-335.2797,-335.24,-335.1782,-335.1921
59463,-335.2918,-335.1685,-335.2113,-335.1986
59464,-335.2719,-335.2342,-335.1803,-335.1659
59465,-335.2801,-335.226,-335.1786,-335.1752
59466,-335.2836,-335.2167,-335.1767,-335.2101
59467,-335.2545,-335.2132,-335.1749,-335.1996
59468,-335.2512,-335.214,-335.1864,-335.2029
59469,-335.2789,-335.2219,-335.1791,-335.2189
59470,-335.2603,-335.1943,-335.1589,-335.1931
59471,-335.2672,-335.21,-335.1333,-335.1537
59472,-335.2662,-335.2311,-335.1829,-335.2198
59473,-335.2608,-335.2129,-335.2034,-335.2254
59474,-335.2972,-335.2232,-335.1502,-335.1747
59475,-335.2661,-335.1895,-335.1962,-335.2157
59476,-335.2663,-335.2138,-335.1697,-335.186
59477,-335.2726,-335.2206,-335.1763,-335.1999
59478,-335.2731,-335.2142,-335.1629,-335.2141
59479,-335.2774,-335.2106,-335.1743,-335.1854
59480,-335.2777,-335.2028,-335.2083,-335.1843
59481,-335.2764,-335.2139,-335.1876,-335.1942
59482,-335.2658,-335.2126,-335.1902,-335.1738
59483,-335.2555,-335.2144,-335.1741,-335.193
59484,-335.258,-335.2363,-335.166,-335.1685
59485,-335.1366,-335.2361,-335.1555,-335.178
59486,-335.2707,-335.2238,-335.1396,-335.2172
59487,-335.2802,-335.2107,-335.1816,-335.1956
59488,-335.2695,-335.2252,-335.1747,-335.1669
59489,-335.2689,-335.1797,-335.1803,-335.1938
59490,-335.2874,-335.2242,-335.1742,-335.2264
59491,-335.2286,-335.2175,-335.1855,-335.2111
59492,-335.2582,-335.199,-335.1935,-335.2046
59493,-335.2496,-335.1945,-335.1381,-335.1912
59494,-335.2612,-335.215,-335.1797,-335.1735
59495,-335.2605,-335.1876,-335.1843,-335.1572
59496,-335.2784,-335.2462,-335.1779,-335.2047
59497,-335.2606,-335.222,-335.1971,-335.206
59498,-335.2737,-335.2137,-335.1824,-335.1848
59499,-335.3028,-335.207,-335.1726,-335.2048
59500,-335.2726,-335.2076,-335.1967,-335.1785
59501,-335.2394,-335.2403,-335.1966,-335.201
59502,-335.2445,-335.1806,-335.145,-335.1726
59503,-335.3014,-335.2134,-335.1493,-335.1598
59504,-335.2412,-335.1982,-335.1563,-335.1824
59505,-335.2942,-335.218,-335.173,-335.2185
59506,-335.2794,-335.1931,-335.1485,-335.1609
59507,-335.2741,-335.1855,-335.1769,-335.1815
59508,-335.2589,-335.2101,-335.1809,-335.1806
59509,-335.2659,-335.2188,-335.2008,-335.1713
59510,-335.2575,-335.2171,-335.2046,-335.2244
59511,-335.2585,-335.209,-335.1887,-335.2225
59512,-335.2846,-335.2033,-335.1823,-335.2008
59513,-335.2656,-335.2138,-335.1713,-335.2137
59514,-335.2528,-335.1967,-335.1554,-335.2107
59515,-335.271,-335.2065,-335.1873,-335.2324
59516,-335.2712,-335.1838,-335.1563,-335.1747
59517,-335.2509,-335.2177,-335.2142,-335.1719
59518,-335.2638,-335.2181,-335.1967,-335.2011
59519,-335.2749,-335.2007,-335.1597,-335.1697
59520,-335.2635,-335.2171,-335.1662,-335.195
59521,-335.2851,-335.2179,-335.169,-335.2039
59522,-335.2578,-335.2235,-335.1979,-335.203
59523,-335.2771,-335.2361,-335.1659,-335.1848
59524,-335.322,-335.2344,-335.1834,-335.1993
59525,-335.277,-335.2096,-335.1933,-335.1956
59526,-335.2809,-335.2209,-335.17,-335.1713
59527,-335.2742,-335.2424,-335.1823,-335.1826
59528,-335.2962,-335.217,-335.1941,-335.1787
59529,-335.2411,-335.2375,-335.1538,-335.1728
59530,-335.264,-335.2209,-335.1488,-335.1686
59531,-335.2686,-335.2596,-335.1609,-335.1964
59532,-335.2674,-335.2178,-335.1783,-335.1841
59533,-335.265,-335.2198,-335.1851,-335.176
59534,-335.2773,-335.2339,-335.1981,-335.1964
59535,-335.2667,-335.1905,-335.1659,-335.2044
59536,-335.266,-335.2362,-335.1582,-335.189
59537,-335.2593,-335.2559,-335.1767,-335.1888
59538,-335.2852,-335.216,-335.1881,-335.2135
59539,-335.286,-335.1351,-335.17,-335.2006
59540,-335.2588,-335.2246,-335.2011,-335.2075
59541,-335.2566,-335.221,-335.1971,-335.1493
59542,-335.259,-335.2507,-335.1642,-335.2126
59543,-335.3046,-335.2227,-335.1832,-335.176
59544,-335.2687,-335.1981,-335.1948,-335.1396
59545,-335.3147,-335.1878,-335.1888,-335.1956
59546,-335.2775,-335.1797,-335.1802,-335.2008
59547,-335.2798,-335.2077,-335.2057,-335.1406
59548,-335.2581,-335.221,-335.1648,-335.1765
59549,-335.2869,-335.2245,-335.2097,-335.2483
59550,-335.2699,-335.2348,-335.2234,-335.1846
59551,-335.2596,-335.2257,-335.1703,-335.2183
59552,-335.2773,-335.2055,-335.1637,-335.2182
59553,-335.2607,-335.2036,-335.1914,-335.2013
59554,-335.281,-335.2389,-335.1763,-335.2176
59555,-335.276,-335.2347,-335.1611,-335.1833
59556,-335.2591,-335.2221,-335.1858,-335.1777
59557,-335.2662,-335.1928,-335.162,-335.2067
59558,-335.2756,-335.217,-335.144,-335.218
59559,-335.2635,-335.195,-335.1766,-335.1767
59560,-335.2665,-335.228,-335.1993,-335.1396
59561,-335.2622,-335.1807,-335.1696,-335.1846
59562,-335.2624,-335.2045,-335.1922,-335.2079
59563,-335.2872,-335.2349,-335.1778,-335.1862
59564,-335.2518,-335.196,-335.176,-335.2243
59565,-335.2428,-335.2425,-335.199,-335.1848
59566,-335.264,-335.2119,-335.1847,-335.135
59567,-335.253,-335.2077,-335.1757,-335.1907
59568,-335.2357,-335.1966,-335.1929,-335.2052
59569,-335.2535,-335.2102,-335.1203,-335.1925
59570,-335.2802,-335.1951,-335.1969,-335.1906
59571,-335.2567,-335.233,-335.1569,-335.1857
59572,-335.2525,-335.2007,-335.1578,-335.1869
59573,-335.2816,-335.2322,-335.1634,-335.1866
59574,-335.2392,-335.2014,-335.1754,-335.1829
59575,-335.2784,-335.1986,-335.1916,-335.1745
59576,-335.2806,-335.188,-335.2101,-335.2057
59577,-335.2926,-335.1687,-335.1876,-335.1967
59578,-335.3016,-335.2083,-335.1686,-335.2284
59579,-335.2789,-335.2233,-335.187,-335.1924
59580,-335.2755,-335.2011,-335.1999,-335.2311
59581,-335.2782,-335.2216,-335.1857,-335.1673
59582,-335.2599,-335.1863,-335.1855,-335.1987
59583,-335.262,-335.242,-335.1868,-335.2162
59584,-335.2916,-335.2071,-335.1508,-335.2056
59585,-335.2709,-335.1925,-335.165,-335.2168
59586,-335.2448,-335.1938,-335.1837,-335.211
59587,-335.2627,-335.2085,-335.1595,-335.1833
59588,-335.2465,-335.1978,-335.1765,-335.1817
59589,-335.27,-335.2346,-335.1945,-335.1886
59590,-335.2687,-335.2571,-335.1655,-335.1739
59591,-335.2562,-335.2436,-335.1785,-335.1543
59592,-335.2433,-335.2093,-335.1791,-335.1772
59593,-335.2758,-335.2025,-335.2027,-335.194
59594,-335.2676,-335.199,-335.1662,-335.1895
59595,-335.2777,-335.1993,-335.1722,-335.1965
59596,-335.2695,-335.2284,-335.1594,-335.208
59597,-335.2906,-335.2024,-335.1719,-335.196
59598,-335.2932,-335.1865,-335.1734,-335.1882
59599,-335.2834,-335.2022,-335.1614,-335.1775
59600,-335.2684,-335.2076,-335.1498,-335.2015
59601,-335.2674,-335.2222,-335.181,-335.1831
59602,-335.231,-335.2102,-335.149,-335.2014
59603,-335.2722,-335.2311,-335.1537,-335.1703
59604,-335.2641,-335.21,-335.1783,-335.196
59605,-335.2595,-335.2197,-335.183,-335.15
59606,-335.2814,-335.1862,-335.183,-335.1684
59607,-335.2927,-335.1738,-335.1617,-335.1502
59608,-335.2564,-335.1723,-335.1747,-335.1823
59609,-335.2502,-335.1923,-335.1974,-335.1893
59610,-335.2131,-335.2077,-335.1939,-335.1915
59611,-335.2455,-335.2492,-335.182,-335.187
59612,-335.261,-335.1981,-335.1851,-335.2018
59613,-335.2492,-335.1817,-335.162,-335.2054
59614,-335.2724,-335.2227,-335.197,-335.2119
59615,-335.2395,-335.2322,-335.1813,-335.2117
59616,-335.2962,-335.1754,-335.1691,-335.1917
59617,-335.2686,-335.2397,-335.1813,-335.1789
59618,-335.2606,-335.2018,-335.1788,-335.2021
59619,-335.2644,-335.2067,-335.2036,-335.1929
59620,-335.2518,-335.2133,-335.171,-335.1728
59621,-335.2739,-335.2205,-335.1758,-335.1608
59622,-335.227,-335.2186,-335.1591,-335.2385
59623,-335.2565,-335.2227,-335.1866,-335.2022
59624,-335.2574,-335.2309,-335.1733,-335.1862
59625,-335.2779,-335.2349,-335.1521,-335.2056
59626,-335.2517,-335.2121,-335.1553,-335.1678
59627,-335.2227,-335.2074,-335.1847,-335.1688
59628,-335.2785,-335.2142,-335.1735,-335.2232
59629,-335.276,-335.1925,-335.1414,-335.17
59630,-335.2883,-335.214,-335.1777,-335.1205
59631,-335.2907,-335.2014,-335.1926,-335.1866
59632,-335.2265,-335.2309,-335.2009,-335.1925
59633,-335.242,-335.2485,-335.2072,-335.1875
59634,-335.2545,-335.2567,-335.1786,-335.1643
59635,-335.2826,-335.2585,-335.1538,-335.2027
59636,-335.2549,-335.206,-335.198,-335.1855
59637,-335.2599,-335.1659,-335.1849,-335.1873
59638,-335.2461,-335.2202,-335.2111,-335.216
59639,-335.2887,-335.227,-335.1531,-335.2211
