step,E_HC_Ha,E_HS_Ha,E_HFe_Ha,E_HFe2_Ha
38295,-335.2716,-335.1981,-335.1614,-335.1819
38296,-335.0598,-335.198,-335.196,-335.1956
38297,-335.2724,-335.1983,-335.1794,-335.2056
38298,-335.2534,-335.19,-335.1464,-335.1811
38299,-335.2631,-335.1859,-335.1678,-335.2272
38300,-335.2671,-335.2057,-335.173,-335.1604
38301,-335.2688,-335.183,-335.174,-335.173
38302,-335.2139,-335.2083,-335.1897,-335.1714
38303,-335.2367,-335.1946,-335.1643,-335.205
38304,-335.2826,-335.1713,-335.1361,-335.2043
38305,-335.2263,-335.2231,-335.1857,-334.9951
38306,-335.2647,-335.212,-335.1593,-335.1807
38307,-335.2778,-335.2208,-335.1431,-335.1733
38308,-335.2815,-335.223,-335.1685,-335.184
38309,-335.2513,-335.1788,-335.1676,-335.1747
38310,-335.2677,-335.2162,-335.1612,-335.1932
38311,-335.2607,-335.1903,-335.1506,-335.1475
38312,-335.2349,-335.208,-335.1801,-335.1833
38313,-335.2654,-335.2244,-335.1738,-335.1683
38314,-335.2307,-335.1804,-335.1898,-335.1741
38315,-335.2345,-335.1917,-335.176,-335.1962
38316,-335.2498,-335.193,-335.1765,-335.183
38317,-335.2768,-335.1953,-335.1792,-335.2067
38318,-335.2309,-335.2199,-335.1439,-335.1964
38319,-335.2401,-335.1911,-335.1912,-335.1824
38320,-335.2669,-335.2433,-335.163,-335.1694
38321,-335.2538,-335.2225,-335.1611,-335.1872
38322,-335.2209,-335.2,-335.1506,-335.1781
38323,-335.2709,-335.1937,-335.2053,-335.168
38324,-335.2508,-335.1771,-335.2083,-335.1706
38325,-335.2621,-335.2178,-335.1746,-335.1801
38326,-335.2466,-335.2233,-335.1873,-335.1733
38327,-335.2542,-335.2227,-335.1792,-335.2079
38328,-335.2538,-335.2117,-335.1585,-335.1973
38329,-335.24,-335.2048,-335.183,-335.1519
38330,-335.2248,-335.2011,-335.2054,-335.1738
38331,-335.2507,-335.1878,-335.1642,-335.187
38332,-335.2641,-335.2018,-335.1955,-335.1945
38333,-335.2678,-335.1841,-335.174,-335.1582
38334,-335.259,-335.1924,-335.1878,-335.1546
38335,-335.2805,-335.2196,-335.1474,-335.193
38336,-335.2693,-335.1984,-335.1668,-335.1856
38337,-335.2474,-335.2072,-335.1935,-335.2026
38338,-335.2335,-335.1848,-335.1489,-335.1798
38339,-335.2392,-335.1963,-335.166,-335.2048
38340,-335.2556,-335.2066,-335.1689,-335.1643
38341,-335.2634,-335.1844,-335.1644,-335.1837
38342,-335.1847,-335.1937,-335.1602,-335.1727
38343,-335.256,-335.1821,-335.1941,-335.1791
38344,-335.277,-335.2502,-335.1433,-335.1972
38345,-335.2283,-335.2047,-335.1618,-335.1725
38346,-335.2464,-335.203,-335.1714,-335.1842
38347,-335.2901,-335.2111,-335.1428,-335.1881
38348,-335.2718,-335.1825,-335.1698,-335.177
38349,-335.2698,-335.1885,-335.1734,-335.1918
38350,-335.2509,-335.222,-335.1805,-335.1743
38351,-335.2511,-335.1932,-335.1783,-335.1776
38352,-335.2646,-335.1981,-335.1708,-335.2302
38353,-335.2359,-335.1983,-335.1788,-335.2012
38354,-335.2896,-335.2078,-335.1581,-335.2144
38355,-335.2753,-335.1823,-335.1403,-335.1825
38356,-335.2722,-335.1821,-335.1719,-335.1713
38357,-335.2548,-335.1761,-335.1708,-335.2127
38358,-335.2632,-335.2168,-335.1667,-335.1404
38359,-335.2895,-335.2077,-335.1851,-335.1752
38360,-335.2594,-335.1895,-335.177,-335.1944
38361,-335.2523,-335.1935,-335.1842,-335.1602
38362,-335.2654,-335.2036,-335.1654,-335.1434
38363,-335.2715,-335.1865,-335.1905,-335.1489
38364,-335.213,-335.2311,-335.1754,-335.1476
38365,-335.2563,-335.1923,-335.1693,-335.164
38366,-335.2953,-335.223,-335.1685,-335.1935
38367,-335.3072,-335.1828,-335.1678,-335.1557
38368,-335.2809,-335.2062,-335.1776,-335.1996
38369,-335.2541,-335.1959,-335.2037,-335.1999
38370,-335.2408,-335.1938,-335.1661,-335.1542
38371,-335.2684,-335.1869,-335.1712,-335.1533
38372,-335.2763,-335.2104,-335.164,-335.1775
38373,-335.2561,-335.1838,-335.187,-335.16
38374,-335.2844,-335.1923,-335.1872,-335.1912
38375,-335.217,-335.1808,-335.1624,-335.1953
38376,-335.2424,-335.201,-335.1324,-335.1675
38377,-335.2782,-335.1645,-335.1638,-335.1875
38378,-335.2808,-335.1978,-335.1988,-335.2275
38379,-335.27,-335.1873,-335.1816,-335.2069
38380,-335.2346,-335.2105,-335.2121,-335.1726
38381,-335.2628,-335.1914,-335.0953,-335.1704
38382,-335.2423,-335.1743,-335.1707,-335.1516
38383,-335.2655,-335.2002,-335.1998,-335.205
38384,-335.281,-335.1789,-335.1819,-335.1305
38385,-335.2571,-335.2038,-335.1525,-335.1648
38386,-335.2189,-335.2007,-335.1812,-335.1877
38387,-335.2548,-335.1683,-335.1708,-335.1878
38388,-335.2581,-335.1753,-335.1749,-335.1681
38389,-335.2611,-335.2192,-335.1576,-335.1509
38390,-335.2519,-335.2216,-335.1547,-335.1483
38391,-335.2637,-335.1995,-335.1647,-335.1736
38392,-335.3064,-335.2093,-335.1468,-335.196
38393,-335.2887,-335.1947,-335.1722,-335.1825
38394,-335.2564,-335.2158,-335.1689,-335.1841
38395,-335.2729,-335.1978,-335.1923,-335.1738
38396,-335.2674,-335.2221,-335.169,-335.1898
38397,-335.2397,-335.2222,-335.1647,-335.1805
38398,-335.278,-335.2231,-335.1644,-335.1772
38399,-335.2646,-335.1629,-335.1695,-335.1905
38400,-335.2703,-335.1879,-335.1876,-335.1655
38401,-335.2553,-335.1964,-335.1473,-335.189
38402,-335.26,-335.2116,-335.1969,-335.2084
38403,-335.2848,-335.2039,-335.1862,-335.1795
38404,-335.2737,-335.2054,-335.1642,-335.1941
38405,-335.2657,-335.2048,-335.1817,-335.2383
38406,-335.2863,-335.2235,-335.1586,-335.1817
38407,-335.283,-335.2243,-335.1785,-335.1955
38408,-335.2709,-335.1793,-335.1581,-335.1639
38409,-335.2525,-335.1951,-335.1629,-335.2027
38410,-335.2329,-335.2179,-335.1752,-335.2069
38411,-335.2634,-335.2185,-335.1714,-335.1719
38412,-335.2767,-335.1833,-335.1697,-335.1882
38413,-335.281,-335.2372,-335.1713,-335.1749
38414,-335.2485,-335.1775,-335.1548,-335.1706
38415,-335.2569,-335.2044,-335.1785,-335.1601
38416,-335.2737,-335.1983,-335.2169,-335.1836
38417,-335.2735,-335.2077,-335.1965,-335.1578
38418,-335.266,-335.178,-335.1774,-335.1911
38419,-335.2509,-335.1851,-335.1837,-335.1829
38420,-335.2635,-335.1985,-335.1621,-335.1859
38421,-335.2498,-335.2068,-335.1955,-335.1846
38422,-335.2687,-335.1847,-335.1771,-335.1641
38423,-335.2462,-335.2155,-335.1597,-335.175
38424,-335.2803,-335.2084,-335.1679,-335.1888
38425,-335.2557,-335.2125,-335.2184,-335.2079
38426,-335.285,-335.1865,-335.1797,-335.1796
38427,-335.2926,-335.1904,-335.1292,-335.1795
38428,-335.2654,-335.204,-335.1781,-335.2017
38429,-335.2641,-335.1913,-335.2001,-335.1789
38430,-335.2815,-335.2275,-335.1399,-335.1647
38431,-335.244,-335.2228,-335.1624,-335.1739
38432,-335.2505,-335.1968,-335.1844,-335.1506
38433,-335.2628,-335.2069,-335.1712,-335.1682
38434,-335.2595,-335.2133,-335.1644,-335.1795
38435,-335.2815,-335.1879,-335.1762,-335.1783
38436,-335.2564,-335.2103,-335.1538,-335.1817
38437,-335.2761,-335.2377,-335.2,-335.205
38438,-335.2493,-335.1817,-335.1804,-335.1604
38439,-335.2596,-335.2192,-335.174,-335.1934
38440,-335.2564,-335.1948,-335.1974,-335.1911
38441,-335.2877,-335.1746,-335.1714,-335.1383
38442,-335.2599,-335.2056,-335.1759,-335.1539
38443,-335.2652,-335.1877,-335.1711,-335.1611
38444,-335.2503,-335.1862,-335.1733,-335.1834
38445,-335.243,-335.2142,-335.1715,-335.1647
38446,-335.2631,-335.2081,-335.1937,-335.1802
38447,-335.3035,-335.1641,-335.1754,-335.1968
38448,-335.2802,-335.2058,-335.1724,-335.2031
38449,-335.2642,-335.2156,-335.1657,-335.1985
38450,-335.2676,-335.2131,-335.1462,-335.1915
38451,-335.2507,-335.1761,-335.152,-335.2024
38452,-335.2367,-335.2208,-335.1933,-335.1601
38453,-335.236,-335.1761,-335.1693,-335.1599
38454,-335.2699,-335.1955,-335.1415,-335.1809
38455,-335.2414,-335.2016,-335.1385,-335.1808
38456,-335.263,-335.1898,-335.145,-335.1969
38457,-335.2867,-335.2326,-335.1329,-335.1534
38458,-335.2881,-335.1923,-335.1532,-335.134
38459,-335.2928,-335.1852,-335.1745,-335.1798
38460,-335.2486,-335.2238,-335.1941,-335.1814
38461,-335.2681,-335.1991,-335.2008,-335.1961
38462,-335.2558,-335.1847,-335.2245,-335.1614
38463,-335.2484,-335.1944,-335.1919,-335.1946
38464,-335.2471,-335.2098,-335.1808,-335.1758
38465,-335.2351,-335.2052,-335.1963,-335.1636
38466,-335.2508,-335.2059,-335.2032,-335.1757
38467,-335.2788,-335.225,-335.1672,-335.1825
38468,-335.2548,-335.1809,-335.1556,-335.2202
38469,-335.2491,-335.1829,-335.1706,-335.1643
38470,-335.2567,-335.1656,-335.1426,-335.2081
38471,-335.2617,-335.2281,-335.1731,-335.1541
38472,-335.2518,-335.2379,-335.1777,-335.181
38473,-335.2697,-335.1514,-335.1923,-335.158
38474,-335.2612,-335.1689,-335.1351,-335.1479
38475,-335.2847,-335.1698,-335.2038,-335.1802
38476,-335.263,-335.2296,-335.1342,-335.2049
38477,-335.2724,-335.2226,-335.1596,-335.1497
38478,-335.2682,-335.3041,-335.1612,-335.1959
38479,-335.2815,-335.1995,-335.156,-335.1904
38480,-335.2422,-335.1927,-335.1642,-335.2021
38481,-335.2354,-335.1763,-335.1996,-335.1973
38482,-335.2426,-335.1807,-335.1913,-335.1574
38483,-335.2854,-335.2115,-335.1718,-335.1803
38484,-335.248,-335.1922,-335.1404,-335.1258
38485,-335.2486,-335.1878,-335.1651,-335.15
38486,-335.2228,-335.1613,-335.1716,-335.1731
38487,-335.2667,-335.1948,-335.1861,-335.1883
38488,-335.2529,-335.2172,-335.1658,-335.1803
38489,-335.2533,-335.1876,-335.1503,-335.151
38490,-335.2699,-335.2092,-335.1717,-335.1794
38491,-335.2892,-335.2126,-335.1924,-335.1458
38492,-335.2525,-335.2073,-335.1656,-335.1789
38493,-335.2598,-335.2294,-335.1424,-335.1914
38494,-335.2819,-335.1743,-335.175,-335.2062
38495,-335.2748,-335.193,-335.1834,-335.1675
38496,-335.2552,-335.214,-335.1555,-335.1651
38497,-335.2611,-335.178,-335.2023,-335.1585
38498,-335.2685,-335.1975,-335.1625,-335.1462
38499,-335.246,-335.2134,-335.1671,-335.1662
38500,-335.2695,-335.179,-335.1456,-335.1483
38501,-335.2752,-335.2206,-335.1556,-335.1984
38502,-335.2456,-335.2182,-335.1697,-335.1859
38503,-335.2888,-335.1229,-335.1805,-335.1607
38504,-335.2599,-335.2411,-335.1746,-335.2053
38505,-335.2756,-335.1792,-335.1916,-335.1718
38506,-335.2858,-335.1924,-335.1881,-335.1699
38507,-335.274,-335.2222,-335.1446,-335.1677
38508,-335.2986,-335.1822,-335.1604,-335.215
38509,-335.2704,-335.2146,-335.1777,-335.1875
38510,-335.2563,-335.1844,-335.1353,-334.8794
38511,-335.2183,-335.2133,-335.1729,-335.1129
38512,-335.2617,-335.2025,-335.1453,-335.1862
38513,-335.2556,-335.2021,-335.1752,-335.1869
38514,-335.2532,-335.2406,-335.172,-335.1737
38515,-335.2679,-335.19,-335.1794,-335.2021
38516,-335.2745,-335.2151,-335.1812,-335.1685
38517,-335.2621,-335.2054,-335.1512,-335.2039
38518,-335.2418,-335.1772,-335.1837,-335.1892
38519,-335.2544,-335.2266,-335.1694,-335.1607
38520,-335.2538,-335.1913,-335.1758,-335.2112
38521,-335.256,-335.2196,-335.1738,-335.204
38522,-335.2561,-335.1795,-335.1793,-335.1627
38523,-335.2866,-335.1682,-335.1538,-335.195
38524,-335.26,-335.184,-335.178,-335.1766
38525,-335.2427,-335.1661,-335.1968,-335.1641
38526,-335.3005,-335.2258,-335.1628,-335.1774
38527,-335.241,-335.2296,-335.172,-335.1681
38528,-335.2832,-335.2135,-335.1803,-335.1824
38529,-335.2215,-335.1959,-335.1909,-335.2054
38530,-335.2405,-335.2153,-335.1805,-335.1926
38531,-335.2381,-335.174,-335.1832,-335.1841
38532,-335.2676,-335.2418,-335.1588,-335.1742
38533,-335.2683,-335.2285,-335.1646,-335.1596
38534,-335.2164,-335.2266,-335.2103,-335.1887
38535,-335.3072,-335.1835,-335.166,-335.2167
38536,-335.2795,-335.2014,-335.1454,-335.1712
38537,-335.2616,-335.2253,-335.1401,-335.1934
38538,-335.2723,-335.2378,-335.1732,-335.1791
38539,-335.2856,-335.1749,-335.1843,-335.2054
38540,-335.2985,-335.1582,-335.1617,-335.1841
38541,-335.2636,-335.2086,-335.1805,-335.1729
38542,-335.2379,-335.2052,-335.1326,-335.1917
38543,-335.2632,-335.2008,-335.1886,-335.2245
38544,-335.2643,-335.2031,-335.1458,-335.1401
38545,-335.283,-335.1958,-335.1318,-335.1732
38546,-335.2496,-335.1993,-335.1894,-335.1982
38547,-335.287,-335.1925,-335.1735,-335.1877
38548,-335.2661,-335.2298,-335.1747,-335.2119
38549,-335.261,-335.2014,-335.1633,-335.1844
38550,-335.2521,-335.2015,-335.1613,-335.1479
38551,-335.2741,-335.214,-335.189,-335.2106
38552,-335.2656,-335.2169,-335.1535,-335.1864
38553,-335.2847,-335.2164,-335.1692,-335.2061
38554,-335.2702,-335.1897,-335.176,-335.1345
38555,-335.294,-335.2224,-335.1808,-335.1739
38556,-335.2917,-335.1972,-335.196,-335.166
38557,-335.269,-335.1865,-335.2213,-335.1799
38558,-335.2701,-335.19,-335.1684,-335.162
38559,-335.2749,-335.2063,-335.1748,-335.1476
38560,-335.2608,-335.217,-335.1716,-335.1567
38561,-335.256,-335.193,-335.187,-335.1788
38562,-335.2582,-335.2072,-335.1608,-335.1911
38563,-335.2706,-335.1984,-335.1394,-335.1738
38564,-335.2596,-335.1922,-335.1857,-335.1652
38565,-335.2912,-335.2078,-335.1867,-335.18
38566,-335.2945,-335.195,-335.2039,-335.2056
38567,-335.2455,-335.2108,-335.167,-335.2204
38568,-335.2479,-335.1956,-335.1469,-335.2319
38569,-335.2751,-335.1812,-335.1645,-335.1387
38570,-335.2466,-335.1423,-335.1719,-335.2074
38571,-335.2734,-335.194,-335.1562,-335.1965
38572,-335.2456,-335.1949,-335.134,-335.1959
38573,-335.2431,-335.2233,-335.1518,-335.1844
38574,-335.2253,-335.2142,-335.1437,-335.2051
38575,-335.2762,-335.2031,-335.1704,-335.1618
38576,-335.2465,-335.1856,-335.1856,-335.1574
38577,-335.24,-335.1982,-335.1718,-335.1909
38578,-335.2629,-335.2212,-335.1686,-335.1998
38579,-335.2739,-335.2332,-335.1567,-335.1791
38580,-335.2715,-335.1765,-335.1735,-335.2051
38581,-335.2526,-335.2014,-335.1755,-335.2138
38582,-335.2908,-335.175,-335.159,-335.1754
38583,-335.2739,-335.2029,-335.2007,-335.201
38584,-335.2513,-335.2314,-335.1946,-335.1796
38585,-335.2368,-335.2261,-335.1571,-335.1948
38586,-335.2719,-335.2047,-335.1652,-335.1973
38587,-335.2461,-335.2146,-335.1272,-335.1523
38588,-335.2505,-335.1883,-335.1667,-335.2022
38589,-335.2586,-335.2197,-335.1503,-335.1802
38590,-335.2532,-335.2032,-335.1784,-335.1708
38591,-335.241,-335.2176,-335.1512,-335.16
38592,-335.2677,-335.1912,-335.1818,-335.1498
38593,-335.2605,-335.1411,-335.1881,-335.1816
38594,-335.2729,-335.1962,-335.1789,-335.1892
38595,-335.2876,-335.2189,-335.1859,-335.1771
38596,-335.0186,-335.2024,-335.172,-335.2153
38597,-335.2713,-335.2062,-335.1588,-335.2058
38598,-335.2703,-335.1801,-335.1932,-335.1679
38599,-335.2582,-335.2217,-335.1986,-335.1905
38600,-335.2525,-335.2264,-335.1718,-335.1548
38601,-335.2628,-335.1827,-335.1492,-335.1818
38602,-335.2363,-335.1804,-335.1732,-335.1668
38603,-335.2406,-335.1858,-335.165,-335.1701
38604,-335.2786,-335.1756,-335.1966,-335.1705
38605,-335.2745,-335.1826,-335.1766,-335.1549
38606,-335.2652,-335.1884,-335.1734,-335.1904
38607,-335.248,-335.2455,-335.1585,-335.1695
38608,-335.2807,-335.2029,-335.2018,-335.1893
38609,-335.2635,-335.1811,-335.1566,-335.163
38610,-335.252,-335.1791,-335.1787,-335.1715
38611,-335.2479,-335.1911,-335.1783,-335.2006
38612,-335.2488,-335.2009,-335.1833,-335.1891
38613,-335.2855,-335.1921,-335.1755,-335.184
38614,-335.2565,-335.2089,-335.1733,-335.1729
38615,-335.2411,-335.1962,-335.2128,-335.1728
38616,-335.2531,-335.1684,-335.1756,-335.1835
38617,-335.2842,-335.2017,-335.1798,-335.1914
38618,-335.2835,-335.2081,-335.1647,-335.1678
38619,-335.2608,-335.2335,-335.1849,-335.2016
38620,-335.2756,-335.1921,-335.1809,-335.1445
38621,-335.2353,-335.1906,-335.1793,-335.1823
38622,-335.2713,-335.1768,-335.1801,-335.161
38623,-335.2672,-335.2236,-335.2046,-335.1904
38624,-335.273,-335.2011,-335.1796,-335.2063
38625,-335.2133,-335.2006,-335.182,-335.1633
38626,-335.2461,-335.1932,-335.1573,-335.2149
38627,-335.2689,-335.2244,-335.191,-335.2028
38628,-335.2318,-335.1983,-335.1829,-335.1936
38629,-335.2694,-335.2054,-335.1217,-335.1427
38630,-335.266,-335.2001,-335.1678,-335.1478
38631,-335.27,-335.1711,-335.1774,-335.1771
38632,-335.2262,-335.1777,-335.1559,-335.1827
38633,-335.2303,-335.1555,-335.1622,-335.2012
38634,-335.2621,-335.1828,-335.1599,-335.1906
38635,-335.2269,-335.1905,-335.1458,-335.1717
38636,-335.2819,-335.2202,-335.1506,-335.2035
38637,-335.2603,-335.2175,-335.1486,-335.1915
38638,-335.2558,-335.1794,-335.1772,-335.1888
38639,-335.2578,-335.2271,-335.1639,-335.17
38640,-335.2764,-335.2334,-335.188,-335.1735
38641,-335.2735,-335.1998,-335.1753,-335.1752
38642,-335.2809,-335.2148,-335.1824,-335.1722
38643,-335.2678,-335.1919,-335.2048,-335.2248
38644,-335.2649,-335.2072,-335.1538,-335.2004
38645,-335.2616,-335.1967,-335.1444,-335.1802
38646,-335.2618,-335.2031,-335.1677,-335.2238
38647,-335.2769,-335.1822,-335.1996,-335.1258
38648,-335.2726,-335.2197,-335.1376,-335.1696
38649,-335.2507,-335.2097,-335.1659,-335.1551
38650,-335.2342,-335.1999,-335.1866,-335.196
38651,-335.2707,-335.1839,-335.1714,-335.2129
38652,-335.2573,-335.2224,-335.1644,-335.1832
38653,-335.2316,-335.2309,-335.1583,-335.1802
38654,-335.2744,-335.204,-335.1742,-335.1888
38655,-335.2531,-335.2129,-335.1763,-335.1859
38656,-335.2475,-335.1872,-335.1924,-335.1935
38657,-335.2554,-335.1991,-335.1545,-335.1876
38658,-335.2639,-335.192,-335.1661,-335.1662
38659,-335.2819,-335.1925,-335.1976,-335.1935
38660,-335.2719,-335.2072,-335.186,-335.1727
38661,-335.2855,-335.1927,-335.1701,-335.1702
38662,-335.2665,-335.2352,-335.1756,-335.1511
38663,-335.2525,-335.1656,-335.1702,-335.1817
38664,-335.2386,-335.1752,-335.1642,-335.1827
38665,-335.219,-335.2053,-335.1519,-335.1812
38666,-335.266,-335.186,-335.1769,-335.181
38667,-335.2553,-335.2175,-335.1758,-335.1738
38668,-335.2675,-335.2415,-335.1852,-335.1642
38669,-335.2789,-335.1957,-335.1634,-335.1577
38670,-335.2843,-335.1888,-335.1971,-335.1635
38671,-335.273,-335.1875,-335.1702,-335.1974
38672,-335.2767,-335.2017,-335.1553,-335.1612
38673,-335.2722,-335.2331,-335.1866,-335.1577
38674,-335.2776,-335.1824,-335.1732,-335.2109
38675,-335.2295,-335.1846,-335.181,-335.1737
38676,-335.2647,-335.2137,-335.1842,-335.1857
38677,-335.2673,-335.1941,-335.198,-335.2371
38678,-335.2845,-335.2391,-335.2004,-335.1898
38679,-335.2509,-335.1842,-335.1883,-335.2051
38680,-335.2428,-335.2004,-335.171,-335.1714
38681,-335.2726,-335.202,-335.1796,-335.1996
38682,-335.2934,-335.1961,-335.1642,-335.1919
38683,-335.2633,-335.2059,-335.1428,-335.1898
38684,-335.2456,-335.2059,-335.1723,-335.201
38685,-335.2818,-335.1984,-335.1497,-335.1905
38686,-335.2755,-335.2177,-335.2066,-335.1989
38687,-335.2333,-335.2145,-335.1541,-335.1841
38688,-335.2786,-335.1988,-335.1575,-335.1669
38689,-335.243,-335.2153,-335.1431,-335.1649
38690,-335.2557,-335.2305,-335.1875,-335.1716
38691,-335.2581,-335.2062,-335.1663,-335.1728
38692,-335.2159,-335.2086,-335.1596,-335.2083
38693,-335.2797,-335.199,-335.1744,-335.1775
38694,-335.3059,-335.1831,-335.1636,-335.2075
38695,-335.2888,-335.2035,-335.1472,-335.1568
38696,-335.2542,-335.2117,-335.1653,-335.1886
38697,-335.2664,-335.1852,-335.1787,-335.1707
38698,-335.24,-335.2037,-335.1668,-335.1718
38699,-335.2438,-335.213,-335.1734,-335.1533
38700,-335.256,-335.2025,-335.1695,-335.1734
38701,-335.2675,-335.2102,-335.1691,-335.1796
38702,-335.2444,-335.2277,-335.1451,-335.1931
38703,-335.2565,-335.2246,-335.2262,-335.164
38704,-335.2484,-335.2083,-335.1785,-335.2112
38705,-335.2682,-335.2012,-335.1859,-335.2275
38706,-335.2502,-335.2199,-335.1747,-335.214
38707,-335.2512,-335.1945,-335.1868,-335.1927
38708,-335.2683,-335.191,-335.1721,-335.1953
38709,-335.2504,-335.2322,-335.1865,-335.1443
38710,-335.2522,-335.2141,-335.13,-335.1912
38711,-335.2636,-335.1802,-335.1628,-335.1757
38712,-335.2599,-335.2099,-335.1748,-335.2004
38713,-335.2881,-335.2344,-335.1419,-335.1957
38714,-335.2437,-335.1949,-335.1396,-335.1833
38715,-335.2486,-335.2029,-335.1634,-335.1603
38716,-335.2393,-335.1934,-335.187,-335.1544
38717,-335.2809,-335.2156,-335.1763,-335.1679
38718,-335.2939,-335.2047,-335.164,-335.1926
38719,-335.2495,-335.2703,-335.1795,-335.182
38720,-335.2718,-335.2296,-335.1695,-335.1937
38721,-335.2641,-335.2162,-335.1995,-335.1979
38722,-335.2549,-335.1734,-335.1595,-335.1888
38723,-335.2339,-335.1918,-335.1446,-335.1852
38724,-335.2253,-335.2188,-335.154,-335.1859
38725,-335.2539,-335.2099,-335.1802,-335.1995
38726,-335.2666,-335.1907,-335.1902,-335.1617
38727,-335.2683,-335.193,-335.1718,-335.2075
38728,-335.2766,-335.1913,-335.168,-335.1517
38729,-335.2408,-335.1881,-335.1735,-335.199
38730,-335.2827,-335.1949,-335.1583,-335.1674
38731,-335.2828,-335.2069,-335.1659,-335.1808
38732,-335.2423,-335.2161,-335.1444,-335.189
38733,-335.2853,-335.1865,-335.1948,-335.1951
38734,-335.2753,-335.1904,-335.1806,-335.1978
38735,-335.2955,-335.1941,-335.1586,-335.1662
38736,-335.2795,-335.1822,-335.1641,-335.1576
38737,-335.2279,-335.2355,-335.173,-335.1859
38738,-335.2487,-335.2141,-335.1668,-335.187
38739,-335.2795,-335.2002,-335.168,-335.1439
38740,-335.2674,-335.2072,-335.215,-335.1753
38741,-335.2557,-335.2026,-335.1852,-335.1721
38742,-335.2589,-335.1873,-335.1903,-335.1866
38743,-335.2658,-335.2158,-335.1745,-335.2234
38744,-335.2586,-335.1898,-335.1841,-335.192
38745,-335.2465,-335.1887,-335.1837,-335.1939
38746,-335.2349,-335.1774,-335.1512,-335.1711
38747,-335.2722,-335.2109,-335.1984,-335.1838
38748,-335.2591,-335.191,-335.1608,-335.1695
38749,-335.2681,-335.1985,-335.1396,-335.1884
38750,-335.2802,-335.1949,-335.1534,-335.1354
38751,-335.2547,-335.2171,-335.1736,-335.0952
38752,-335.2659,-335.2015,-335.1746,-335.1946
38753,-335.2723,-335.1831,-335.17,-335.1882
38754,-335.275,-335.1737,-335.1644,-335.1438
38755,-335.2854,-335.2184,-335.1736,-335.157
38756,-335.2458,-335.2054,-335.1669,-335.1623
38757,-335.2778,-335.1955,-335.2213,-335.1722
