jastrow,n_carbon,angle,cutoff,steps,E,E_std,t
no,4,90,3.0,2800,-154.6097826285759,0.782166954718138,0.6979065169580281
no,4,90,3.0,3000,-154.60845118931744,0.7669544282712435,0.6920309141278267
no,4,90,3.0,3200,-154.61049857416515,0.711227928337298,0.7004557130858302
no,4,90,3.0,3400,-154.61524471468053,0.6999466983895553,0.7005938109941781
no,4,90,3.0,3600,-154.61412823584834,0.7401479231683832,0.6934912041760981
no,4,90,3.0,3800,-154.61356230822568,1.0186566302650852,0.6924076117575169
no,4,90,3.0,4000,-154.6173008284967,0.7595570432512384,0.6997302691452205
no,4,90,3.0,4200,-154.61798750030914,0.7200843221262881,0.7023562439717352
no,4,90,3.0,4400,-154.61577077237106,0.6957781471704182,0.6956013748422265
no,4,90,3.0,4600,-154.61670199251338,0.7215574070027,0.6979446727782488
no,4,90,3.0,4800,-154.6173629748936,0.727227574900577,0.6968085109256208
no,4,90,3.0,5000,-154.6175126709461,0.6698366936884428,0.6947533022612333
no,4,90,3.0,5200,-154.61902389992372,0.7072567155486659,0.6977045978419483
no,4,90,3.0,5400,-154.62079384253408,0.6675891844849837,0.7005454702302814
no,4,90,3.0,5600,-154.62069178085372,0.662833056951824,0.6973980651237071
no,4,90,3.0,5800,-154.61970382030677,0.6561103776881569,0.6982863722369075
no,4,90,3.0,6000,-154.6217602458083,0.6751788509519476,0.7007226860150695
no,4,90,3.0,6200,-154.62392621381136,0.6515258582014787,0.6997952661477029
no,4,90,3.0,6400,-154.6244712826271,0.6729833483695984,0.6969803064130247
no,4,90,3.0,6600,-154.62241877842075,0.7096274808833474,0.6991369859315455
no,4,90,3.0,6800,-154.62060586608956,0.677169028081392,0.6975264269858599
no,4,90,3.0,7000,-154.62008593803444,0.648827502602025,0.6987947938032448
no,4,90,3.0,7200,-154.62014954287736,0.6684656331413671,0.699206318706274
no,4,90,3.0,7400,-154.62213022772715,0.6696418774755377,0.7042653830721974
no,4,90,3.0,7600,-154.62179647620007,0.6596586233691165,0.6946669430471957
no,4,90,3.0,7800,-154.6230134760635,0.6437964784471613,0.6952016432769597
no,4,90,3.0,8000,-154.62362217785474,0.6584029605514125,0.6989996768534184
no,4,90,3.0,8200,-154.62384115952264,0.6265654908983331,0.6959321601316333
no,4,90,3.0,8400,-154.62627375007764,0.6939631669144881,0.6930843652226031
no,4,90,3.0,8600,-154.6256408292816,0.6522962827431528,0.6971725258044899
no,4,90,3.0,8800,-154.6255001102387,0.6524557565387926,0.7032605167478323
no,4,90,3.0,9000,-154.62600789261367,0.6361709958628604,0.6981472112238407
no,4,90,3.0,9200,-154.62649844792995,0.7155602166527196,0.6909411950036883
no,4,90,3.0,9400,-154.62569461996,0.6467797473857277,0.7039065598510206
no,4,90,3.0,9600,-154.62522423101495,0.7763411434073197,0.6999218356795609
no,4,90,3.0,9800,-154.62498080352583,0.6897632856118051,0.6971427677199244
no,4,90,3.0,10000,-154.6234144511968,0.684189354118548,0.6935484283603728
no,4,90,3.0,10200,-154.62220665145875,0.644118751350202,0.6924514789134264
no,4,90,3.0,10400,-154.62246522096194,0.6301553249359131,0.6952246110886335
no,4,90,3.0,10600,-154.62286221942443,0.6912170585833097,0.6963087199255824
no,4,90,3.0,10800,-154.6226195134158,0.6466545148899681,0.7038727677427232
no,4,90,3.0,11000,-154.62336880614944,0.6989729592674657,0.6982541428878903
no,4,90,3.0,11200,-154.6242163436825,0.6336089749085275,0.700036799069494
no,4,90,3.0,11400,-154.62358364736133,0.621138688765074,0.6932419147342443
no,4,90,3.0,11600,-154.62368816007833,0.6684463463331524,0.7016114979051054
no,4,90,3.0,11800,-154.62353301212798,0.6612580889149716,0.7018262352794409
no,4,90,3.0,12000,-154.62366838610342,0.6465902861795927,0.6959132282063365
no,4,90,3.0,12200,-154.62378889366929,0.6760982118154827,0.702684483025223
no,4,90,3.0,12400,-154.62423702258397,0.6439420016188371,0.6930174427106977
no,4,90,3.0,12600,-154.62593498288732,0.6239144739351774,0.6926107229664922
no,4,90,3.0,12800,-154.62624797399462,0.6232784829641643,0.6981531162746251
no,4,90,3.0,13000,-154.6260657427553,0.6454477686631052,0.7004556115716696
no,4,90,3.0,13200,-154.62581025147566,0.6687183380126953,0.6973770312033594
no,4,90,3.0,13400,-154.6255223779973,0.6275033103792291,0.6996278776787221
no,4,90,3.0,13600,-154.62569321654647,0.6292272743425871,0.6979391239583492
no,4,90,3.0,13800,-154.62566758728602,0.6257124229481346,0.7035110490396619
no,4,90,3.0,14000,-154.62459471272012,0.7049839026049564,0.7006862140260637
no,4,90,3.0,14200,-154.62445640279495,0.6345084372319674,0.7013496058061719
no,4,90,3.0,14400,-154.62484910964648,0.645124215828745,0.701069287955761
no,4,90,3.0,14600,-154.6255370119069,0.6284134733049493,0.6996934367343783
no,4,90,3.0,14800,-154.62554071926291,0.6674145773837441,0.7067529982887208
no,4,90,3.0,15000,-154.62492191878607,0.6172117434049907,0.6966350539587438
no,4,90,3.0,15200,-154.62473247502282,0.701128529874902,0.6995573421008885
no,4,90,3.0,15400,-154.62486074280966,0.6026779005402013,0.6972424942068756
no,4,90,3.0,15600,-154.6251260242416,0.6473274795632613,0.699131746776402
no,4,90,3.0,15800,-154.6241555295573,0.6252712513271131,0.6987724131904542
no,4,90,3.0,16000,-154.62400441917683,0.7905772924423218,0.6963174128904939
no,4,90,3.0,16200,-154.6238342868133,0.6177898017983687,0.6972968843765557
no,4,90,3.0,16400,-154.6243036519088,0.8339560878904242,0.6946547469124198
no,4,90,3.0,16600,-154.62466020099328,0.6309992953350669,0.6993678603321314
no,4,90,3.0,16800,-154.62458600696428,0.6042028916509528,0.6990515762008727
no,4,90,3.0,17000,-154.62501483268645,0.6256888351942363,0.7044535488821566
no,4,90,3.0,17200,-154.62492387558996,0.6231581129525837,0.6980237029492855
no,4,90,3.0,17400,-154.62520495975852,0.6119096247773421,0.6988562629558146
no,4,90,3.0,17600,-154.62614327399334,0.604487208943618,0.6995762609876692
no,4,90,3.0,17800,-154.62633071017305,0.617722611678274,0.6987225520424545
no,4,90,3.0,18000,-154.62610021375698,0.6421556943341306,0.6936032972298563
no,4,90,3.0,18200,-154.62593672287258,0.6866676493694908,0.6961744478903711
no,4,90,3.0,18400,-154.6255496671868,0.65950566216519,0.7031114189885557
no,4,90,3.0,18600,-154.6257207803544,0.6307688982863175,0.7018641298636794
no,4,90,3.0,18800,-154.62571459427724,1.0346923627351459,0.6940201260149479
no,4,90,3.0,19000,-154.6255480332409,0.6318466161426745,0.6998897418379784
no,4,90,3.0,19200,-154.62559091813674,0.675703625929983,0.6996986288577318
no,4,90,3.0,19400,-154.62567699416937,0.6115191672977648,0.7057667458429933
no,4,90,3.0,19600,-154.62554511443284,0.6568658979315507,0.6919921301305294
no,4,90,3.0,19800,-154.62639559644103,0.6270966655329654,0.6975099481642246
no,4,90,5.0,0,-151.23458557128907,9.722391843795776,0.762869622791186
no,4,90,5.0,200,-153.41375036688723,3.440530776977539,0.7607488911598921
no,4,90,5.0,400,-154.05419450469026,2.415996846399809,0.757992782164365
no,4,90,5.0,600,-154.3167018004482,1.7054748786123175,0.7571411351673305
no,4,90,5.0,800,-154.45668416248805,1.5243178229582937,0.7573238196782768
no,4,90,5.0,1000,-154.49845164751764,1.0400285814937793,0.7656459403224289
no,4,90,5.0,1200,-154.5418092887099,1.009168461749428,0.7628469681367278
no,4,90,5.0,1400,-154.56287978921281,0.8333101272583008,0.7627948662266135
no,4,90,5.0,1600,-154.5780616616303,0.8962879933808979,0.7587425457313657
no,4,90,5.0,1800,-154.590358482061,0.7207291408589012,0.7552413679659367
no,4,90,5.0,2000,-154.60266585335157,0.8335926595487093,0.7570568067021668
no,4,90,5.0,2200,-154.6096835461764,0.7289576593198275,0.7559772450476885
no,4,90,5.0,2400,-154.61044618068513,0.7091234357733476,0.7577343829907477
no,4,90,5.0,2600,-154.61762927911658,0.6137652679493553,0.7571952263824642
no,4,90,5.0,2800,-154.62357180754717,0.6112085423971477,0.7588433367200196
no,4,90,5.0,3000,-154.6242768350252,0.6127103316156488,0.7588661313056946
no,4,90,5.0,3200,-154.62550257432775,0.6783238241547033,0.7552327639423311
no,4,90,5.0,3400,-154.629398058677,0.567232188425566,0.7589569203555584
no,4,90,5.0,3600,-154.63233520372845,0.5463193811868367,0.7562954020686448
no,4,90,5.0,3800,-154.63306402773068,0.562313669606259,0.7624938390217721
no,4,90,5.0,4000,-154.63420493774655,0.5424945370147103,0.7559748478233814
no,4,90,5.0,4200,-154.63641387248347,0.5921799540519714,0.7566127111203969
no,4,90,5.0,4400,-154.63813777194375,0.5096527730163775,0.7545093637891114
no,4,90,5.0,4600,-154.6404732916865,0.5840129146450445,0.754414978902787
no,4,90,5.0,4800,-154.64160278306548,0.504089471540953,0.7573620909824967
no,4,90,5.0,5000,-154.64256258691444,0.4861878470370644,0.7571317940019071
no,4,90,5.0,5200,-154.64172741714228,0.47783630458932175,0.758149151224643
no,4,90,5.0,5400,-154.6418439281506,0.4751268374292474,0.7592291529290378
no,4,90,5.0,5600,-154.64206842011012,0.46172747015953064,0.7609703079797328
no,4,90,5.0,5800,-154.64207734938933,0.4881425641084972,0.7574527198448777
no,4,90,5.0,6000,-154.64115897241638,0.4944095282178176,0.7561518987640738
no,4,90,5.0,6200,-154.6408010049282,0.4795340158437428,0.7587063359096646
no,4,90,5.0,6400,-154.64197813956744,0.4518248407464278,0.7571362499147654
no,4,90,5.0,6600,-154.64277338577176,0.47890253914029973,0.7563494178466499
no,4,90,5.0,6800,-154.64426492253864,0.45697903633117676,0.7576604979112744
no,4,90,5.0,7000,-154.6444280748206,0.4473557472229004,0.7591709308326244
no,4,90,5.0,7200,-154.64471580648183,0.48045407941466883,0.7617455790750682
no,4,90,5.0,7400,-154.6452323146151,0.44169071473573385,0.7552999421022832
no,4,90,5.0,7600,-154.64499125961092,0.41729116439819336,0.7547566210851073
no,4,90,5.0,7800,-154.6461253605525,0.4744261660073933,0.7567212730646133
no,4,90,5.0,8000,-154.6463326177213,0.44903155220182317,0.7587695438414812
no,4,90,5.0,8200,-154.64590364544452,0.444306166548478,0.7584154098294675
no,4,90,5.0,8400,-154.64566953419535,0.427317151897832,0.7567480648867786
no,4,90,5.0,8600,-154.64543869602963,0.401384352069152,0.7584970500320196
no,4,90,5.0,8800,-154.64579268104993,0.4207905091737446,0.7587553672492504
no,4,90,5.0,9000,-154.6457737402001,0.49398364361963776,0.7598574622534215
no,4,90,5.0,9200,-154.64636665486125,0.4302754825667331,0.7584940800443292
no,4,90,5.0,9400,-154.64662028699695,0.4538307221312272,0.7563339630141854
no,4,90,5.0,9600,-154.64734570524593,0.4010719829484036,0.7563697639852762
no,4,90,5.0,9800,-154.64749847726023,0.4465401376548566,0.7533751325681806
no,4,90,5.0,10000,-154.64811245242706,0.46558849591957896,0.7532804277725518
no,4,90,5.0,10200,-154.64818674945062,0.4280122989102414,0.7569542578421533
no,4,90,5.0,10400,-154.6485180424484,0.4595635580389123,0.7631972036324441
no,4,90,5.0,10600,-154.64875694826415,0.47238337209350184,0.7573545477353036
no,4,90,5.0,10800,-154.64820974994504,0.4982811212539673,0.7562062991783023
no,4,90,5.0,11000,-154.64811422480346,0.4199343009998924,0.7625858667306602
no,4,90,5.0,11200,-154.64804745944116,0.453218045987581,0.759537864010781
no,4,90,5.0,11400,-154.64800773361895,0.4391798894656332,0.7588298437185585
no,4,90,5.0,11600,-154.64792927876195,0.4294704826254594,0.7594117452390492
no,4,90,5.0,11800,-154.64751389840058,0.44190566320168345,0.7550730211660266
no,4,90,5.0,12000,-154.64796875017413,0.43947142048885945,0.7590023879893124
no,4,90,5.0,12200,-154.64775365341666,0.3944418163676011,0.7548437770456076
no,4,90,5.0,12400,-154.64790414723444,0.4580766339051096,0.762245699763298
no,4,90,5.0,12600,-154.64787324684576,0.41023100520435135,0.7603426189161837
no,4,90,5.0,12800,-154.64773208093587,0.40875128538985,0.7560416380874813
no,4,90,5.0,13000,-154.64797047497277,0.38590167070689957,0.7580175520852208
no,4,90,5.0,13200,-154.64805337165942,0.3879013218377766,0.7553347880020738
no,4,90,5.0,13400,-154.64824591642636,0.4025128232805352,0.7568629588931799
no,4,90,5.0,13600,-154.64818891124258,0.4032423794269562,0.7622980829328299
no,4,90,5.0,13800,-154.64936117860347,0.40402899604094655,0.7625582772307098
no,4,90,5.0,14000,-154.64941616888734,0.41113564842625666,0.7588371220044792
no,4,90,5.0,14200,-154.64938427654272,0.38198319548054743,0.7587308962829411
no,4,90,5.0,14400,-154.64955135746027,0.3897674915037657,0.7556383139453828
no,4,90,5.0,14600,-154.64972955668884,0.4029563759502612,0.7606248180381954
no,4,90,5.0,14800,-154.64955064807174,0.4300666906331715,0.7619090899825096
no,4,90,5.0,15000,-154.64966967152358,0.41668675761473806,0.7569547910243273
no,4,90,5.0,15200,-154.64891509036855,0.40813177824020386,0.7575171338394284
no,4,90,5.0,15400,-154.6484850423638,0.3816874889951003,0.7570563820190728
no,4,90,5.0,15600,-154.64873048677504,0.3794648882589842,0.7563900528475642
no,4,90,5.0,15800,-154.64897289228344,0.39204798403539154,0.7564851129427552
no,4,90,5.0,16000,-154.64880037087977,0.434861969006689,0.7555574723519385
no,4,90,5.0,16200,-154.64847572364442,0.40352075978329305,0.7568232361227274
no,4,90,5.0,16400,-154.64834818357377,0.39178889989852905,0.7569231120869517
no,4,90,5.0,16600,-154.64831685136778,0.37923464179039,0.7564325910061598
no,4,90,5.0,16800,-154.64848822117426,0.43359954106180293,0.7560144499875605
no,4,90,5.0,17000,-154.64852590278207,0.4642507324093266,0.7548861000686884
no,4,90,5.0,17200,-154.64859193879468,0.41086224976338837,0.7587815327569842
no,4,90,5.0,17400,-154.64896762254713,0.36839379762348373,0.7649790467694402
no,4,90,5.0,17600,-154.64880964831818,0.4480190810404326,0.7584198820404708
no,4,90,5.0,17800,-154.64899513148583,0.369411637908534,0.758953413926065
no,4,90,5.0,18000,-154.64923112203758,0.4290309909142946,0.757091335952282
no,4,90,5.0,18200,-154.6493311081268,0.4156045929381722,0.7620463469065726
no,4,90,5.0,18400,-154.64968160852013,0.3903799135434,0.7578184511512518
no,4,90,5.0,18600,-154.6496465362874,0.3731791282954969,0.7561735440976918
no,4,90,5.0,18800,-154.64968953357643,0.3971375415199681,0.7643082137219608
no,4,90,5.0,19000,-154.6500048026809,0.391652165274871,0.7561875800602138
no,4,90,5.0,19200,-154.65003428314,0.4868057558411046,0.7606509132310748
no,4,90,5.0,19400,-154.64981321660954,0.37340699371538666,0.7574197128415108
no,4,90,5.0,19600,-154.649956108486,0.38822538444870397,0.7606314378790557
no,4,90,5.0,19800,-154.65006773984993,0.42985103945983083,0.7595691629685462
no,6,0,3.0,0,-223.8361587524414,12.329138660430909,1.036752103595063
no,6,0,3.0,200,-228.23498314728036,5.441659751691316,1.0136823570355773
no,6,0,3.0,400,-229.69032969198082,3.5280614275681343,1.0210673483088613
no,6,0,3.0,600,-230.2953359861938,2.7677972818675793,1.00737345777452
no,6,0,3.0,800,-230.5301636249204,1.9038874538321244,1.01285498496145
no,6,0,3.0,1000,-230.61342009451596,1.5217451359096326,1.0230702008120716
no,6,0,3.0,1200,-230.65969656812536,1.57291337063438,1.0098884110338986
no,6,0,3.0,1400,-230.68488829953148,1.5225998225964998,1.0127756628207862
no,6,0,3.0,1600,-230.69801293751613,1.2068023054223311,1.0121469120495021
no,6,0,3.0,1800,-230.71454684616333,1.195312456080788,1.0054588089697063
no,6,0,3.0,2000,-230.72549201265142,1.220856647742422,1.0055276858620346
no,6,0,3.0,2200,-230.73380863169442,1.1246373622041,1.0061853588558733
no,6,0,3.0,2400,-230.73862141338486,1.071971290989926,1.0137091320939362
no,6,0,3.0,2600,-230.74658595636973,1.060989659083517,1.0118092983029783
no,6,0,3.0,2800,-230.74986612106784,1.1352794044896175,0.9987885509617627
no,6,0,3.0,3000,-230.74887795701056,1.0091064729188617,1.0101165059022605
no,6,0,3.0,3200,-230.74578518640914,0.9835612554299203,1.0024764030240476
no,6,0,3.0,3400,-230.75313039353745,0.9633769706675881,1.0126351383514702
no,6,0,3.0,3600,-230.7590233574913,0.9675628166449698,1.0131193618290126
no,6,0,3.0,3800,-230.76092664463388,0.91838412535818,1.0095483399927616
no,6,0,3.0,4000,-230.7630378671366,0.9401978505285162,1.0074624130502343
no,6,0,3.0,4200,-230.7634907598156,1.0401572898814553,1.0035425899550319
no,6,0,3.0,4400,-230.76732877964628,0.9700338871855485,1.0069396737962961
no,6,0,3.0,4600,-230.77172849096243,0.9200627521464699,1.008383286651224
no,6,0,3.0,4800,-230.77086856748988,0.9220123259644759,0.9985116757452488
no,6,0,3.0,5000,-230.7743549694218,0.891629015144549,0.9994747908785939
no,6,0,3.0,5200,-230.77745573440447,0.9698984121021471,1.0158364018425345
no,6,0,3.0,5400,-230.77810102645003,0.897167582260935,1.0129740010015666
no,6,0,3.0,5600,-230.77521938396475,0.9167306705525047,1.0097557790577412
no,6,0,3.0,5800,-230.77442962525575,0.9775863760396054,1.000844626687467
no,6,0,3.0,6000,-230.77373012829977,0.9504689574241638,1.0048348787240684
no,6,0,3.0,6200,-230.77776625212124,0.8602811976482994,1.0118657103739679
no,6,0,3.0,6400,-230.77764346242174,0.9070017808362058,1.0031556878238916
no,6,0,3.0,6600,-230.78107954842883,0.9359068713690105,1.0088223619386554
no,6,0,3.0,6800,-230.7822317366514,0.9561252782219335,1.0069583700969815
no,6,0,3.0,7000,-230.7855771137044,0.9249967807217648,1.001512755639851
no,6,0,3.0,7200,-230.78865920189548,0.8789045810699463,1.0032934551127255
no,6,0,3.0,7400,-230.78645802602247,0.8808918689426622,1.0086762900464237
no,6,0,3.0,7600,-230.78363475689227,0.8690407370266161,1.0019959709607065
no,6,0,3.0,7800,-230.78270195553333,0.8556760580916154,1.0068154619075358
no,6,0,3.0,8000,-230.7811975789169,0.970802837296536,1.0072781629860401
no,6,0,3.0,8200,-230.78294394574027,0.8567278322420622,1.007537947036326
no,6,0,3.0,8400,-230.7846054366714,0.8759573635302091,1.0067581939511
no,6,0,3.0,8600,-230.78512327266148,0.9026427645432321,1.0062140999361873
no,6,0,3.0,8800,-230.78509396556882,0.8472099021861428,1.0034396117553115
no,6,0,3.0,9000,-230.78631093169503,0.8732481379258005,1.0069667710922658
no,6,0,3.0,9200,-230.7841031718565,0.9159683145974812,1.0032064951956272
no,6,0,3.0,9400,-230.78337530442116,0.8987405174656918,1.0012648641131818
no,6,0,3.0,9600,-230.78465012310517,0.9033355838374088,0.9980041491799057
no,6,0,3.0,9800,-230.7850622507456,0.8844029809299269,1.0104028130881488
no,6,0,3.0,10000,-230.78657767891295,0.8970578187390378,1.0131959351710975
no,6,0,3.0,10200,-230.78941293488523,0.83554240276939,1.009198092855513
no,6,0,3.0,10400,-230.79043876668106,0.9444551122815985,0.9987064111046493
no,6,0,3.0,10600,-230.78987478437816,1.016943162993381,1.0028040180914104
no,6,0,3.0,10800,-230.78936810873415,0.8777366719747844,1.0024050762876868
no,6,0,3.0,11000,-230.78846796001758,1.0930431704772146,1.007568066008389
no,6,0,3.0,11200,-230.78644640245798,0.8681834622433311,1.0097385831177235
no,6,0,3.0,11400,-230.78528955949116,0.9646605221848739,1.0053133931942284
no,6,0,3.0,11600,-230.7843788589032,0.8492503981841238,1.0167011059820652
no,6,0,3.0,11800,-230.78535941188616,0.9011349646668685,1.004734633024782
no,6,0,3.0,12000,-230.7849270282439,1.036161670559331,1.012090816628188
no,6,0,3.0,12200,-230.78445785575946,0.891906412024247,1.0081360400654376
no,6,0,3.0,12400,-230.78552065644655,0.823396014539819,1.0024208477698267
no,6,0,3.0,12600,-230.78707599747432,0.8740354368561193,1.0098585076630116
no,6,0,3.0,12800,-230.7884701271768,0.8653101638743752,1.007762024179101
no,6,0,3.0,13000,-230.7886191416717,0.8091480104546798,1.0067926370538771
no,6,0,3.0,13200,-230.78766368342832,0.8417067339545802,1.0054517351090908
no,6,0,3.0,13400,-230.78806060787633,0.9142452603892276,1.0049910116940737
no,6,0,3.0,13600,-230.788836804351,0.8991402262135556,1.0028376560658216
no,6,0,3.0,13800,-230.788080417907,0.8728694194241574,1.0090996287763119
no,6,0,3.0,14000,-230.7864437217446,1.1908992873994928,1.008565962780267
no,6,0,3.0,14200,-230.7843603666274,0.9735765143444663,1.018561074975878
no,6,0,3.0,14400,-230.78372600958517,1.0185405455137555,0.9982695491053164
no,6,0,3.0,14600,-230.78251257802353,0.8703795922429938,1.015187290031463
no,6,0,3.0,14800,-230.78120452520992,0.8215378271906,1.0063955993391573
no,6,0,3.0,15000,-230.7815158364847,0.9314652618608976,1.0127794719301164
no,6,0,3.0,15200,-230.7810962809455,0.8746764722623324,1.0110529349185526
no,6,0,3.0,15400,-230.78177949910415,0.888873184982099,1.0084182070568204
no,6,0,3.0,15600,-230.78307263527563,0.8547959076730829,1.0000202818773687
no,6,0,3.0,15800,-230.78407999530742,0.8072889353099623,1.0098609318956733
no,6,0,3.0,16000,-230.7839337071575,0.8551654690190366,1.0085606221109629
no,6,0,3.0,16200,-230.7848994673128,0.8470676572699296,1.0060702972114086
no,6,0,3.0,16400,-230.78538657155508,0.9776463226268166,1.008742312900722
no,6,0,3.0,16600,-230.78504220547475,0.8318662517949155,1.006751971784979
no,6,0,3.0,16800,-230.78540410691426,0.9178156789980436,1.0126105700619519
no,6,0,3.0,17000,-230.78507337674574,0.8291168369744953,1.0103878029622138
no,6,0,3.0,17200,-230.78310808003343,0.9027693930425142,1.0061372737400234
no,6,0,3.0,17400,-230.7828473971065,0.8138936946266576,1.006125447805971
no,6,0,3.0,17600,-230.782576106563,0.9247464663104007,1.026769618038088
no,6,0,3.0,17800,-230.78343525688496,0.8475762480183652,1.0188226918689907
no,6,0,3.0,18000,-230.78390822718674,0.8657855862065366,1.0016540046781301
no,6,0,3.0,18200,-230.7851495337203,1.1803634417684454,1.0070575419813395
no,6,0,3.0,18400,-230.78568020186404,0.863939106464386,1.0062435357831419
no,6,0,3.0,18600,-230.78555689437272,0.8629821601666903,1.0103210168890655
no,6,0,3.0,18800,-230.78419517066834,0.9258553134767633,1.0039612669497728
no,6,0,3.0,19000,-230.78410672802474,0.9457201957702637,1.0104870949871838
no,6,0,3.0,19200,-230.78405406514278,0.9517312300832648,1.0070895408280194
no,6,0,3.0,19400,-230.7825844815653,0.8449228405952454,1.015483247116208
no,6,0,3.0,19600,-230.78325462034957,0.8719554794462103,1.0088017778471112
no,6,0,3.0,19800,-230.78238513693128,0.8804671293810794,1.0051458622328937
no,6,0,5.0,0,-224.10877227783203,13.24719467163086,1.1394754685461521
no,6,0,5.0,200,-227.96673473030577,6.8699251727054,1.1364587917923927
no,6,0,5.0,400,-229.38623350197486,6.290890379955894,1.13294956414029
no,6,0,5.0,600,-230.09962367211784,2.8298398570010534,1.1309003313072026
no,6,0,5.0,800,-230.37692977986597,2.8754147604892126,1.130548823159188
no,6,0,5.0,1000,-230.58294291494755,1.8963665146576731,1.128610034007579
no,6,0,5.0,1200,-230.62759492900295,1.3732903003692627,1.1343948729336262
no,6,0,5.0,1400,-230.6979538993528,1.3280258147340072,1.1296692229807377
no,6,0,5.0,1600,-230.73229635229808,1.6839245055851184,1.1329349647276103
no,6,0,5.0,1800,-230.74683854553209,1.0781077648464001,1.131414826028049
no,6,0,5.0,2000,-230.75586128152128,1.0230890481095565,1.127809528261423
no,6,0,5.0,2200,-230.76702870744856,0.9348974698468259,1.130500666797161
no,6,0,5.0,2400,-230.77387641112043,0.9152951052314356,1.1331097008660436
no,6,0,5.0,2600,-230.7820107697751,0.8638788210718256,1.1318657197989523
no,6,0,5.0,2800,-230.7852751888929,0.943350939374221,1.1331104622222483
no,6,0,5.0,3000,-230.78769353578173,0.8591702580451965,1.1298109060153365
no,6,0,5.0,3200,-230.79317693151748,0.8799373350645366,1.128521317616105
no,6,0,5.0,3400,-230.79937918382655,0.8437363003429613,1.1296489723026752
no,6,0,5.0,3600,-230.80342794390776,0.7913476134601393,1.1290874467231333
no,6,0,5.0,3800,-230.8057779460755,0.7361056741915251,1.1318686618469656
no,6,0,5.0,4000,-230.80738732118937,0.749288326815555,1.1330734458751976
no,6,0,5.0,4200,-230.81177515745276,0.7092781443344919,1.127908255904913
no,6,0,5.0,4400,-230.81288573504796,0.809872639806647,1.1328630927018821
no,6,0,5.0,4600,-230.8114759217002,0.810552462151176,1.1302495650015771
no,6,0,5.0,4800,-230.81073706054087,0.7057988737758837,1.130019059870392
no,6,0,5.0,5000,-230.81204380605692,0.7302623485264025,1.1301186378113925
no,6,0,5.0,5200,-230.8156201113354,0.717804585632525,1.1286047180183232
no,6,0,5.0,5400,-230.8148380614688,0.6588102955567209,1.1358668999746442
no,6,0,5.0,5600,-230.81507494674253,0.6709868719703272,1.1413195310160518
no,6,0,5.0,5800,-230.81615180500157,0.6488713214271947,1.1311443229205906
no,6,0,5.0,6000,-230.81885269325923,0.620568153105284,1.1355275590904057
no,6,0,5.0,6200,-230.82028765591446,0.7456490209228114,1.1260478748008609
no,6,0,5.0,6400,-230.8211173565165,0.6484215479148062,1.1345659936778247
no,6,0,5.0,6600,-230.82089103321707,0.6878916778062519,1.130302945151925
no,6,0,5.0,6800,-230.82149736235203,0.6149374591676813,1.1324400608427823
no,6,0,5.0,7000,-230.8219271212789,0.6777596379581251,1.130041144322604
no,6,0,5.0,7200,-230.8225963851602,0.6915191255117717,1.140408718958497
no,6,0,5.0,7400,-230.823203963299,0.6338465778451217,1.1318865390494466
no,6,0,5.0,7600,-230.82463428400592,0.6490908202372099,1.1325739077292383
no,6,0,5.0,7800,-230.82493331204924,0.6432360096981651,1.133618647698313
no,6,0,5.0,8000,-230.82397979485546,0.6305169525899386,1.1308612460270524
no,6,0,5.0,8200,-230.82322022690104,0.8685079687520078,1.1317449398338795
no,6,0,5.0,8400,-230.82254869955153,0.6358361181459928,1.1277119209989905
no,6,0,5.0,8600,-230.82177951643203,0.6092052993021513,1.1313446089625359
no,6,0,5.0,8800,-230.821470253177,0.6104494772459331,1.1357952277176082
no,6,0,5.0,9000,-230.82302575635214,0.6856641643925717,1.1328851031139493
no,6,0,5.0,9200,-230.82460344592474,0.5824038888278761,1.1347311800345778
no,6,0,5.0,9400,-230.82513040916876,0.6102342354623895,1.1344776470214128
no,6,0,5.0,9600,-230.82678385025568,0.6472308008294356,1.1341687580570579
no,6,0,5.0,9800,-230.82711903004287,0.5673837348034507,1.1336551737040281
no,6,0,5.0,10000,-230.82692304991627,0.6602439221582914,1.1312765572220087
no,6,0,5.0,10200,-230.82684284813658,0.5944425902868572,1.1331319897435606
no,6,0,5.0,10400,-230.8270908797461,0.6500381105824521,1.1329003400169313
no,6,0,5.0,10600,-230.82805345018957,0.5913396791407937,1.1346304272301495
no,6,0,5.0,10800,-230.82852806628355,0.6065417528152466,1.1337737082503736
no,6,0,5.0,11000,-230.82903355102303,0.5780060667740671,1.1303192069754004
no,6,0,5.0,11200,-230.82913615318384,0.5605419121290508,1.1356263277120888
no,6,0,5.0,11400,-230.82915897378462,0.589007252141049,1.129450969863683
no,6,0,5.0,11600,-230.8296003484712,0.6454442833599291,1.1341844629496336
no,6,0,5.0,11800,-230.83023837339132,0.5780475845462397,1.132814054377377
no,6,0,5.0,12000,-230.8301170800161,0.6051775373910603,1.1358930058777332
no,6,0,5.0,12200,-230.8302180749427,0.5985114652859537,1.1360351876355708
no,6,0,5.0,12400,-230.8301990260592,0.5899027805579337,1.1338074882514775
no,6,0,5.0,12600,-230.83132116186056,0.5785692977277856,1.1313383355736732
no,6,0,5.0,12800,-230.83186310100768,0.6807523808981243,1.130376708228141
no,6,0,5.0,13000,-230.8311673088911,0.572126882640939,1.1308606369420886
